PLAY #,OPP TEAM,ODK,OFF TEAM,QTR,OT #,SERIES,SERIES #,DN,DIST,YARD LN,PLAY TYPE,RESULT,GN/LS,RUSHER,PASSER,PASS RESULT,PASS TARGET,BROKEN UP BY,INTERCEPTED BY,HURRIED BY,TACKLER1,TACKLER2,FUMBLE,FUMBLED BY,FORCED BY,RECOVER TEAM,RECOVERED BY,RETURNER,RETURN YDS,RETURN TO,KICKER,KICK YDS,KICK TO,KICK RESULT,PUNTER,PUNT YDS,PUNT TO,PUNT RESULT,BLOCKED BY,PK,FG DIST,FG RESULT,XP RESULT,2 PT RESULT,TAKEN BY,FIRST DOWN,TOUCHDOWN,NO PLAY,NULLIFIED,SAFETY,SERIES END,TIME STAMP,TIME LEFT,OFF SCORE,DEF SCORE,SCORE DIFF,TOL,OFF TOL,DEF TOL,PENALTY1,PEN TEAM1,AGAINST1,PENALTY2,PEN TEAM2,AGAINST2,PENALTY YDS
1,Rowan,K,PROFS,1,,,,,,,KO Ret,Return,,,,,,,,,Tr Mavromihalis,,,,,,,Terry Carlstrom,28,-42.0,Larry Eimer,51.0,-14.0,Return,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
2,Rowan,O,PRIDE,1,,1.0,1.0,0.0,10.0,-42.0,Run,Rush,2.0,James Fara,,,,,,,Terenc Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
3,Rowan,,PRIDE,1,,,,2.0,8.0,-44.0,Penalty,Penalty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,offside defense,PRIDE,,,,,5.0
4,Rowan,O,PRIDE,1,,1.0,2.0,2.0,3.0,-49.0,Run,Rush,0.0,James Fara,,,,,,,Brayden Strouse,Owen Kramer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
5,Rowan,O,PRIDE,1,,1.0,3.0,3.0,3.0,-49.0,Run,Rush,5.0,Mike Husni,,,,,,,Anthony Jordan,Brayden Strouse,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
6,Rowan,O,PRIDE,1,,1.0,4.0,1.0,10.0,-46.0,Run,Rush,44.0,James Fara,,,,,,,Jr. Cheek,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
7,Rowan,,PRIDE,1,,,,1.0,-2.0,-2.0,Timeout,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rowan,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
8,Rowan,O,PRIDE,1,,1.0,5.0,1.0,-2.0,-2.0,Run,Rush,-2.0,James Fara,,,,,,,Brendan Kearns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:27,1347,0,0,0,3,3,2,,,,,,,
9,Rowan,O,PRIDE,1,,1.0,6.0,2.0,-4.0,-4.0,Run,Rush,0.0,James Fara,,,,,,,Nick Werkheiser,Owen Kramer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:27,1347,0,0,0,3,3,2,,,,,,,
10,Rowan,O,PRIDE,1,,1.0,7.0,3.0,-4.0,-4.0,Pass,Complete,4.0,,Mike Husni,Complete,John Maldonado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,TD,07:27,1347,0,0,0,3,3,2,,,,,,,
11,Rowan,K,PRIDE,1,,,,1.0,-3.0,-3.0,Extra Pt.,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jake Hurler,,,Good,,,,,,,,,12:11,1631,6,0,6,3,3,2,,,,,,,
12,Rowan,K,PRIDE,1,,,,1.0,-35.0,-35.0,KO,Return,,,,,,,,,Nick Cerulli,,,,,,,Cameron Hooper,30,-35.0,Danny Kay,60.0,-5.0,Return,,,,,,,,,,,,,,,,,,12:11,1631,7,0,7,3,3,2,illegal block,PRIDE,,,,,10.0
13,Rowan,D,PROFS,1,,1.0,1.0,0.0,10.0,25.0,Pass,Complete,1.0,,Triston Harris,Complete,Jordan Baxter,,,,Tim Hutchison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:11,1631,0,7,7,3,2,3,,,,,,,
14,Rowan,D,PROFS,1,,1.0,2.0,2.0,9.0,26.0,Pass,Sack,-5.0,,Triston Harris,Sack,,,,,AJ Akins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:11,1631,0,7,7,3,2,3,,,,,,,
15,Rowan,D,PROFS,1,,1.0,3.0,3.0,14.0,21.0,Run,Rush,5.0,Triston Harris,,,,,,,Tim Hutchison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,12:11,1631,0,7,7,3,2,3,,,,,,,
16,Rowan,K,PROFS,1,,,,4.0,9.0,26.0,Punt Ret,,,,,,,,,,,,,,,,,,,,,,,,AJ Celona,46.0,-28.0,,,,,,,,,,,,,,,12:11,1631,0,7,7,3,2,3,,,,,,,
17,Rowan,O,PRIDE,1,,2.0,1.0,0.0,10.0,-28.0,Run,Rush,2.0,James Fara,,,,,,,Terenc Thompson,Kevin Davis,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,08:30,1410,7,0,7,3,3,2,holding,PROFS,,,,,10.0
