PLAY #,OPP TEAM,ODK,OFF TEAM,QTR,OT #,SERIES,SERIES #,DN,DIST,YARD LN,FIELD ZONE,PLAY TYPE,RESULT,GN/LS,RUSHER PBP,PASSER PBP,PASS RESULT,PASS TARGET PBP,BROKEN UP BY PBP,INTERCEPTED BY PBP,HURRIED BY PBP,TACKLER1 PBP,TACKLER2 PBP,FUMBLE,FUMBLED BY PBP,FORCED BY PBP,RECOVER TEAM,RECOVERED BY PBP,RETURNER PBP,RETURN YDS,RETURN TO,KICKER PBP,KICK YDS,KICK TO,KICK RESULT,ON-SIDE KICK,PUNTER PBP,PUNT YDS,PUNT TO,PUNT RESULT,BLOCKED BY PBP,PK,FG DIST,FG RESULT,XP RESULT,2 PT RESULT,TAKEN BY,FIRST DOWN,TOUCHDOWN,NO PLAY,NULLIFIED,SAFETY,SERIES END,TIME STAMP,TIME LEFT,OFF SCORE,DEF SCORE,SCORE DIFF,TOL,OFF TOL,DEF TOL,PENALTY1,PEN TEAM1,AGAINST1,PENALTY2,PEN TEAM2,AGAINST2,PENALTY YDS
1,La Verne,K,LAVERNE,1,,,,,,,,KO Rec,,,,,,,,,,,,,,,LAVERNE,K. Kamakawiwool,,,,K. Kamakawiwool,14.0,-49.0,,True,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
2,La Verne,D,LAVERNE,1,,1.0,1.0,0.0,10.0,-49.0,Go Zone,Pass,Incomplete,0.0,,,Incomplete,Jonathon Torres,,,,Kirby Baynes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
3,La Verne,D,LAVERNE,1,,1.0,2.0,2.0,10.0,-49.0,Go Zone,Run,Rush,4.0,Abel Cueva,,,,,,,Dylan Porter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
4,La Verne,D,LAVERNE,1,,1.0,3.0,3.0,6.0,47.0,Go Zone,Pass,Complete,10.0,,,Complete,Austin Haines,,,,M. Colangelo,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
5,La Verne,D,LAVERNE,1,,1.0,4.0,1.0,10.0,37.0,Go Zone,Run,Rush,3.0,Abel Cueva,,,,,,,Joey Asta,Mason Hernandez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
6,La Verne,D,LAVERNE,1,,1.0,5.0,2.0,7.0,34.0,Take A Shot,Pass,Complete,4.0,,,Complete,Abel Cueva,,,,Dylan Porter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
7,La Verne,D,LAVERNE,1,,1.0,6.0,3.0,3.0,30.0,Take A Shot,Run,Rush,5.0,Abel Cueva,,,,,,,M. Colangelo,S. Satterlee,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
8,La Verne,D,LAVERNE,1,,1.0,7.0,1.0,10.0,25.0,Take A Shot,Pass,Incomplete,0.0,,,Incomplete,Jonathon Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
9,La Verne,D,LAVERNE,1,,1.0,8.0,2.0,10.0,25.0,Take A Shot,Pass,Incomplete,0.0,,,Incomplete,Ethan Medeiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
10,La Verne,D,LAVERNE,1,,1.0,9.0,3.0,10.0,25.0,Take A Shot,Run,Rush,0.0,Abel Cueva,,,,,,,Joey Asta,Dylan Porter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
11,La Verne,D,LAVERNE,1,,1.0,10.0,4.0,10.0,25.0,Take A Shot,Pass,Incomplete,0.0,,,Incomplete,Jonathon Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Downs,15:00,1800,0,0,0,3,3,3,,,,,,,
12,La Verne,O,CMS,1,,1.0,1.0,0.0,10.0,-25.0,Coming Out,Run,Rush,14.0,Justin Edwards,,,,,,,Mason Montanez,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,10:56,1556,0,0,0,3,3,3,personal foul,LAVERNE,,,,,15.0
13,La Verne,O,CMS,1,,1.0,2.0,1.0,10.0,46.0,Go Zone,Run,Rush,6.0,Zach Fogel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:56,1556,0,0,0,3,3,3,,,,,,,
