,quarter,game_clock,drive_num,drive_count,poss,down,dist,yl,terr,play_type,gain_loss,gnls_to_yl,gnls_to_terr,rusher,run_dir,passer,pass_dir,pass_depth,intended,pass_result,intBy,int_terr,int_yl,pbuBy,hurriedBy,kicker,kick_yards,kick_terr,kick_yl,kick_result,fg_dist,fg_result,xp_type,xp_result,retBy,ret_yards,ret_terr,ret_yl,tackler1,tackler2,fumble_num,fumbleBy,recoveredBy,recovery_team,recov_terr,recov_yl,presnap_pen,penalty,penOn,pen_team,pen_yards,touchdown,no_play,timeout,away_points_on_play,home_points_on_play,away_points,home_points
122,2,00:33,15,0,FMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3.0,9.0
123,2,00:33,15,1,FMC,1,10,-27,FMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3.0,9.0
124,2,00:33,15,2,FMC,1,10,-27,FMC,Run,3.0,30,FMC,Mitch Wagner,L,,,,,,,,,,,,,,,,,,,,,,,,Noah Caldani,Shawn Fester,,,,,,,,,,,,,,,0,0,3.0,9.0
125,2,00:00,15,3,FMC,2,7,-30,FMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3.0,9.0
126,2,00:00,15,4,FMC,2,7,-30,FMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3.0,9.0
127,2,00:00,15,5,FMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3.0,9.0
128,3,15:00,16,0,FMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3.0,9.0
129,3,15:00,16,1,FMC,,,,,Kickoff,,,,,,,,,,,,,,,,Laurence Miller,65,LVC,0,Return,,,,,Avrey Grimm,8,LVC,8,Ryan McArthur,,,,,,,,,,,,,,,,0,0,3.0,9.0
130,3,15:00,17,0,LVC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3.0,9.0
131,3,15:00,17,1,LVC,1,10,-8,LVC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3.0,9.0
132,3,15:00,17,2,LVC,1,10,-8,LVC,Run,2.0,10,LVC,Braden Bohannon,M,,,,,,,,,,,,,,,,,,,,,,,,Owen Walsh,,,,,,,,,,,,,,,,0,0,3.0,9.0
133,3,15:00,17,3,LVC,2,8,-10,LVC,Pass,0.0,,,,,Braden Bohannon,M,,Adam Acker,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ineligible Downfield On Pass,,LVC,5,,1.0,,0,0,3.0,9.0
134,3,15:00,17,4,LVC,2,13,-5,LVC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3.0,9.0
135,3,15:00,17,5,LVC,2,13,-5,LVC,Pass,6.0,11,LVC,,,Braden Bohannon,L,,Malach Williams,Complete,,,,,,,,,,,,,,,,,,,Jacob Hille,,,,,,,,,,,,,,,,0,0,3.0,9.0
136,3,15:00,17,6,LVC,3,7,-11,LVC,Pass,4.0,15,LVC,,,Braden Bohannon,R,,Malach Williams,Complete,,,,,,,,,,,,,,,,,,,Matt Wertz,,,,,,,,,,,,,,,,0,0,3.0,9.0
137,3,15:00,17,7,LVC,4,3,-15,LVC,Punt,,,,,,,,,,,,,,,,Jerem Bours Jr.,28,LVC,43,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3.0,9.0
138,3,15:00,17,8,LVC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3.0,9.0
139,3,12:49,18,0,FMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3.0,9.0
140,3,12:49,18,1,FMC,1,10,43,LVC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3.0,9.0
141,3,12:49,18,2,FMC,1,10,43,LVC,Run,2.0,41,LVC,Ty Tremba,M,,,,,,,,,,,,,,,,,,,,,,,,Jacob Horton,,,,,,,,,,,,,,,,0,0,3.0,9.0
142,3,12:49,18,3,FMC,2,8,41,LVC,Run,2.0,39,LVC,Mitch Wagner,M,,,,,,,,,,,,,,,,,,,,,,,,Jordan Blauch,,,,,,,,,,,,,,,,0,0,3.0,9.0
143,3,12:49,18,4,FMC,3,6,39,LVC,Pass,17.0,22,LVC,,,Ty Tremba,M,,Isaiah Brown,Complete,,,,,,,,,,,,,,,,,,,Brent Moody,,,,,,,,,,,,,,,,0,0,3.0,9.0
144,3,12:49,18,5,FMC,1,10,22,LVC,Pass,0.0,,,,,Ty Tremba,R,,Jack Sutton,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3.0,9.0
145,3,12:49,18,6,FMC,2,10,22,LVC,Run,7.0,15,LVC,Jake Fant,R,,,,,,,,,,,,,,,,,,,,,,,,Noah Caldani,,,,,,,,,,,,,,,,0,0,3.0,9.0
146,3,12:49,18,7,FMC,3,3,15,LVC,Run,7.0,8,LVC,Mitch Wagner,M,,,,,,,,,,,,,,,,,,,,,,,,Jacob Horton,,,,,,,,,,,,,,,,0,0,3.0,9.0
147,3,12:49,18,8,FMC,1,8,8,LVC,Run,6.0,2,LVC,Ty Tremba,R,,,,,,,,,,,,,,,,,,,,,,,,Luke Pollock,,,,,,,,,,,,,,,,0,0,3.0,9.0
148,3,08:36,18,9,FMC,2,2,2,LVC,Pass,2.0,0,LVC,,,Ty Tremba,L,,Jack O'Hearen,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,6,0,3.0,9.0
149,3,08:36,18,10,FMC,1,10,20,LVC,Extra Pt.,,,,,,,,,,,,,,,,Laurence Miller,,,,,,,Kick,Good,,,,,,,,,,,,,,,,,,,,,1,0,9.0,9.0
150,3,08:36,18,11,FMC,1,35,-35,FMC,Kickoff,,,,,,,,,,,,,,,,Laurence Miller,63,LVC,2,Return,,,,,Avrey Grimm,18,LVC,20,Chilamo Taylor,,,,,,,,,,,,,,,,0,0,10.0,9.0
151,3,08:36,18,12,FMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,10.0,9.0
152,3,08:29,19,0,LVC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,10.0,9.0
153,3,08:29,19,1,LVC,1,10,-20,LVC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,10.0,9.0
154,3,08:29,19,2,LVC,1,10,-20,LVC,Penalty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Substitution Infraction,,LVC,5,,,,0,0,10.0,9.0
155,3,08:29,19,3,LVC,1,15,-15,LVC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,10.0,9.0
156,3,08:29,19,4,LVC,1,15,-15,LVC,Run,1.0,16,LVC,Braden Bohannon,M,,,,,,,,,,,,,,,,,,,,,,,,Julian Amoako,,,,,,,,,,,,,,,,0,0,10.0,9.0
157,3,08:29,19,5,LVC,2,14,-16,LVC,Pass,23.0,39,LVC,,,Braden Bohannon,L,,Reilly Taylor,Complete,,,,,,,,,,,,,,,,,,,Jacob Hille,,,,,,,,,,,,,,,,0,0,10.0,9.0
158,3,08:29,19,6,LVC,1,10,-39,LVC,Pass,0.0,,,,,Braden Bohannon,L,,Rylee Stahl,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,10.0,9.0
159,3,08:29,19,7,LVC,2,10,-39,LVC,Run,8.0,47,LVC,Braden Bohannon,M,,,,,,,,,,,,,,,,,,,,,,,,John Burke,,,,,,,,,,,,,,,,0,0,10.0,9.0
160,3,08:29,19,8,LVC,3,2,-47,LVC,Run,1.0,48,LVC,Tim Ervey,L,,,,,,,,,,,,,,,,,,,,,,,,Dante Medlar,,,,,,,,,,,,,,,,0,0,10.0,9.0
161,3,08:29,19,9,LVC,4,1,-48,LVC,Run,-2.0,46,LVC,Braden Bohannon,R,,,,,,,,,,,,,,,,,,,,,,,,Matt Scully,,,,,,,,,,,,,,,,0,0,10.0,9.0
162,3,08:29,19,10,LVC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,10.0,9.0
163,3,06:03,20,0,FMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,10.0,9.0
164,3,06:03,20,1,FMC,1,10,46,LVC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,10.0,9.0
165,3,06:03,20,2,FMC,1,10,46,LVC,Run,1.0,45,LVC,Jack Sutton,L,,,,,,,,,,,,,,,,,,,,,,,,Noah Caldani,Jacob Horton,,,,,,,,,,,,,,,0,0,10.0,9.0
166,3,06:03,20,3,FMC,2,9,45,LVC,Run,4.0,41,LVC,Mitch Wagner,L,,,,,,,,,,,,,,,,,,,,,,,,Jake Marcus,,,,,,,,,,,,,,,,0,0,10.0,9.0
167,3,06:03,20,4,FMC,3,5,41,LVC,Run,7.0,34,LVC,Dante Wilson,M,,,,,,,,,,,,,,,,,,,,,,,,Noah Caldani,,,,,,,,,,,,,,,,0,0,10.0,9.0
168,3,06:03,20,5,FMC,1,10,34,LVC,Pass,0.0,,,,,Ty Tremba,M,,Trey Glass,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,10.0,9.0
169,3,06:03,20,6,FMC,2,10,34,LVC,Run,6.0,28,LVC,Ty Tremba,M,,,,,,,,,,,,,,,,,,,,,,,,Evan Kutzler,,,,,,,,,,,,,,,,0,0,10.0,9.0
170,3,06:03,20,7,FMC,3,4,28,LVC,Pass,-4.0,32,LVC,,,Ty Tremba,,,,Sack,,,,,,,,,,,,,,,,,,,Jacob Horton,,,,,,,,,Unsportsmanlike Conduct,,LVC,15,,,,0,0,10.0,9.0
171,3,06:03,20,8,FMC,1,10,17,LVC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,10.0,9.0
172,3,06:03,20,9,FMC,1,10,17,LVC,Run,0.0,17,LVC,Jake Fant,L,,,,,,,,,,,,,,,,,,,,,,,,Brody Robinson,,,,,,,,,,,,,,,,0,0,10.0,9.0
173,3,06:03,20,10,FMC,2,10,17,LVC,Pass,0.0,,,,,Ty Tremba,M,,Jack Sutton,Incomplete,,,,Evan Kutzler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,10.0,9.0
174,3,06:03,20,11,FMC,3,10,17,LVC,Run,2.0,15,LVC,Jake Fant,M,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Jake Fant,Zac Green,FMC,LVC,17,,,,,,,,,0,0,10.0,9.0
175,3,01:17,20,12,FMC,4,10,17,LVC,FG,,,,,,,,,,,,,,,,Laurence Miller,,,,,34,Good,,,,,,,,,,,,,,,,,,,,,,,3,0,10.0,9.0
176,3,01:17,20,13,FMC,1,35,-35,FMC,Kickoff,,,,,,,,,,,,,,,,Laurence Miller,62,LVC,3,Return,,,,,Avrey Grimm,16,LVC,19,Jacob Hille,,,,,,,,,,,,,,,,0,0,13.0,9.0
177,3,01:17,20,14,FMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,13.0,9.0
178,3,01:12,21,0,LVC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,13.0,9.0
179,3,01:12,21,1,LVC,1,10,-19,LVC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,13.0,9.0
180,3,01:12,21,2,LVC,1,10,-19,LVC,Pass,-3.0,16,LVC,,,Tanner Lewis,,,,Sack,,,,,,,,,,,,,,,,,,,Jacob Hille,,,,,,,,,,,,,,,,0,0,13.0,9.0
181,3,01:12,21,3,LVC,2,13,-16,LVC,Pass,13.0,29,LVC,,,Tanner Lewis,L,,Alex Vassallo,Complete,,,,,,,,,,,,,,,,,,,Jacob Hille,,,,,,,,,,,,,,,,0,0,13.0,9.0
182,3,00:00,21,4,LVC,1,10,-29,LVC,Run,5.0,34,LVC,Tanner Lewis,M,,,,,,,,,,,,,,,,,,,,,,,,Matt Scully,,,,,,,,,,,,,,,,0,0,13.0,9.0
183,4,00:00,22,0,LVC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,13.0,9.0
184,4,15:00,22,1,LVC,2,5,-34,LVC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,13.0,9.0
185,4,15:00,22,2,LVC,2,5,-34,LVC,Run,2.0,36,LVC,Tim Ervey,R,,,,,,,,,,,,,,,,,,,,,,,,Owen Walsh,Kevonte Beard,,,,,,,,,,,,,,,0,0,13.0,9.0
186,4,15:00,22,3,LVC,3,3,-36,LVC,Pass,12.0,48,LVC,,,Tanner Lewis,L,,Alex Vassallo,Complete,,,,,,,,,,,,,,,,,,,Kell Hall,,,,,,,,,,,,,,,,0,0,13.0,9.0
187,4,15:00,22,4,LVC,1,10,-48,LVC,Run,7.0,45,FMC,Dion Bryant,R,,,,,,,,,,,,,,,,,,,,,,,,Owen Walsh,,,,,,,,,,,,,,,,0,0,13.0,9.0
188,4,15:00,22,5,LVC,2,3,45,FMC,Penalty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,False Start,,LVC,5,,,,0,0,13.0,9.0
189,4,15:00,22,6,LVC,2,8,50,LVC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,13.0,9.0
190,4,15:00,22,7,LVC,2,8,50,LVC,Run,1.0,49,FMC,Tanner Lewis,M,,,,,,,,,,,,,,,,,,,,,,,,John Burke,,,,,,,,,,,,,,,,0,0,13.0,9.0
191,4,15:00,22,8,LVC,3,7,49,FMC,Pass,10.0,39,FMC,,,Tanner Lewis,L,,Malaki Blair,Complete,,,,,,,,,,,,,,,,,,,Kevonte Beard,,,,,,,,,,,,,,,,0,0,13.0,9.0
192,4,15:00,22,9,LVC,1,10,39,FMC,Pass,4.0,35,FMC,,,Tanner Lewis,R,,Jay Sisko,Complete,,,,,,,,,,,,,,,,,,,Matt Wertz,,,,,,,,,,,,,,,,0,0,13.0,9.0
193,4,15:00,22,10,LVC,2,6,35,FMC,Pass,0.0,,,,,Tanner Lewis,R,,Jay Sisko,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,13.0,9.0
194,4,15:00,22,11,LVC,3,6,35,FMC,Run,0.0,35,FMC,Tanner Lewis,L,,,,,,,,,,,,,,,,,,,,,,,,John Burke,,,,,,,,,Holding,,LVC,10,,1.0,,0,0,13.0,9.0
195,4,15:00,22,12,LVC,3,16,45,FMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,13.0,9.0
196,4,15:00,22,13,LVC,3,16,45,FMC,Pass,13.0,32,FMC,,,Tanner Lewis,R,,Malach Williams,Complete,,,,,,,,,,,,,,,,,,,Kevonte Beard,,,,,,,,,Personal Foul,,FMC,15,,,,0,0,13.0,9.0
197,4,15:00,22,14,LVC,1,10,17,FMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,13.0,9.0
198,4,15:00,22,15,LVC,1,10,17,FMC,Run,1.0,16,FMC,Tim Ervey,R,,,,,,,,,,,,,,,,,,,,,,,,Dante Medlar,,,,,,,,,,,,,,,,0,0,13.0,9.0
199,4,15:00,22,16,LVC,2,9,16,FMC,Pass,7.0,9,FMC,,,Tanner Lewis,L,,Malaki Blair,Complete,,,,,,,,,,,,,,,,,,,Justin Gerhart,,,,,,,,,,,,,,,,0,0,13.0,9.0
200,4,15:00,22,17,LVC,3,2,9,FMC,Run,3.0,6,FMC,Tim Ervey,M,,,,,,,,,,,,,,,,,,,,,,,,Tom Papa,,,,,,,,,,,,,,,,0,0,13.0,9.0
201,4,15:00,22,18,LVC,1,6,6,FMC,Run,0.0,6,FMC,Tim Ervey,M,,,,,,,,,,,,,,,,,,,,,,,,Tom Papa,,,,,,,,,,,,,,,,0,0,13.0,9.0
202,4,15:00,22,19,LVC,2,6,6,FMC,Run,1.0,5,FMC,Tim Ervey,M,,,,,,,,,,,,,,,,,,,,,,,,Owen Walsh,,,,,,,,,,,,,,,,0,0,13.0,9.0
203,4,15:00,22,20,LVC,3,5,5,FMC,Pass,0.0,,,,,Tanner Lewis,R,,Malaki Blair,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,13.0,9.0
204,4,07:25,22,21,LVC,4,5,5,FMC,FG,,,,,,,,,,,,,,,,Tim Kissinger,,,,,23,Good,,,,,,,,,,,,,,,,,,,,,,,0,3,13.0,9.0
205,4,07:25,22,22,LVC,1,35,-35,LVC,Kickoff,,,,,,,,,,,,,,,,Brian Dym,0,LVC,35,Return,,,,,,,,,,,,,,LVC,,,,,,,,,,,0,0,13.0,12.0
206,4,07:25,22,23,LVC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,13.0,12.0
207,4,07:25,23,0,LVC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,13.0,12.0
208,4,07:25,23,1,LVC,1,10,-46,LVC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,13.0,12.0
209,4,07:25,23,2,LVC,1,10,-46,LVC,Run,0.0,46,LVC,Tanner Lewis,R,,,,,,,,,,,,,,,,,,,,,,,,Jacob Hille,John Burke,,,,,,,,,,,,,,,0,0,13.0,12.0
210,4,07:25,23,3,LVC,2,10,-46,LVC,Pass,0.0,,,,,Tanner Lewis,L,,Reilly Taylor,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,13.0,12.0
211,4,07:25,23,4,LVC,3,10,-46,LVC,Run,7.0,47,FMC,Tanner Lewis,L,,,,,,,,,,,,,,,,,,,,,,,,TEAM,,,,,,,,,,,,,,,,0,0,13.0,12.0
212,4,07:25,23,5,LVC,4,3,47,FMC,Pass,-3.0,50,,,,Tanner Lewis,,,,Sack,,,,,,,,,,,,,,,,,,,Jeff Decker,,,,,,,,,,,,,,,,0,0,13.0,12.0
213,4,07:25,23,6,LVC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,13.0,12.0
214,4,06:06,24,0,FMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,13.0,12.0
215,4,06:06,24,1,FMC,1,10,50,FMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,13.0,12.0
216,4,06:06,24,2,FMC,1,10,50,FMC,Run,2.0,48,LVC,Mitch Wagner,M,,,,,,,,,,,,,,,,,,,,,,,,Noah Caldani,,,,,,,,,,,,,,,,0,0,13.0,12.0
217,4,06:06,24,3,FMC,2,8,48,LVC,Run,-1.0,49,LVC,Mitch Wagner,R,,,,,,,,,,,,,,,,,,,,,,,,Noah Caldani,,,,,,,,,,,,,,,,0,0,13.0,12.0
218,4,06:06,24,4,FMC,3,9,49,LVC,Run,11.0,38,LVC,Ty Tremba,M,,,,,,,,,,,,,,,,,,,,,,,,Shawn Fester,,,,,,,,,,,,,,,,0,0,13.0,12.0
219,4,06:06,24,5,FMC,1,10,38,LVC,Run,0.0,38,LVC,Mitch Wagner,M,,,,,,,,,,,,,,,,,,,,,,,,Luke Pollock,Noah Caldani,,,,,,,,,,,,,,,0,0,13.0,12.0
220,4,06:06,24,6,FMC,2,10,38,LVC,Run,7.0,31,LVC,Ty Tremba,L,,,,,,,,,,,,,,,,,,,,,,,,Nick Morder,,,,,,,,,,,,,,,,0,0,13.0,12.0
221,4,06:06,24,7,FMC,3,3,31,LVC,Run,7.0,24,LVC,Ty Tremba,M,,,,,,,,,,,,,,,,,,,,,,,,Jake Marcus,,,,,,,,,,,,,,,,0,0,13.0,12.0
222,4,06:06,24,8,FMC,1,10,24,LVC,Run,0.0,24,LVC,Mitch Wagner,M,,,,,,,,,,,,,,,,,,,,,,,,Jordan Blauch,,,,,,,,,Offside Defense,,LVC,5,,1.0,,0,0,13.0,12.0
223,4,06:06,24,9,FMC,1,5,19,LVC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,13.0,12.0
224,4,06:06,24,10,FMC,1,5,19,LVC,Run,0.0,19,LVC,Ty Tremba,L,,,,,,,,,,,,,,,,,,,,,,,,Jake Marcus,Luke Ordway,,,,,,,,,,,,,,1.0,0,0,13.0,12.0
225,4,01:30,24,11,FMC,2,5,19,LVC,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,13.0,12.0
226,4,01:30,24,12,FMC,2,5,19,LVC,Run,1.0,18,LVC,Mitch Wagner,M,,,,,,,,,,,,,,,,,,,,,,,,Luke Pollock,,,,,,,,,,,,,,,1.0,0,0,13.0,12.0
227,4,01:25,24,13,FMC,3,4,18,LVC,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,13.0,12.0
228,4,01:25,24,14,FMC,3,4,18,LVC,Run,-1.0,19,LVC,Ty Tremba,R,,,,,,,,,,,,,,,,,,,,,,,,Ryan Enright,,,,,,,,,,,,,,,1.0,0,0,13.0,12.0
229,4,01:19,24,15,FMC,4,5,19,LVC,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,13.0,12.0
230,4,01:13,24,16,FMC,4,5,19,LVC,FG,,,,,,,,,,,,,,,,Laurence Miller,,,,,36,Good,,,,,,,,,,,,,,,,,,,,,,,3,0,13.0,12.0
231,4,01:13,24,17,FMC,1,35,-35,FMC,Kickoff,,,,,,,,,,,,,,,,Laurence Miller,63,LVC,2,Return,,,,,Avrey Grimm,18,LVC,20,Ryan McArthur,,,,,,,,,,,,,,,,0,0,16.0,12.0
232,4,01:13,24,18,FMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,16.0,12.0
233,4,01:08,25,0,LVC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,16.0,12.0
234,4,01:08,25,1,LVC,1,10,-20,LVC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,16.0,12.0
235,4,01:08,25,2,LVC,1,10,-20,LVC,Run,14.0,34,LVC,Braden Bohannon,M,,,,,,,,,,,,,,,,,,,,,,,,Dante Medlar,,,,,,,,,,,,,,,,0,0,16.0,12.0
236,4,01:08,25,3,LVC,1,10,-34,LVC,Pass,4.0,38,LVC,,,Braden Bohannon,R,,Adam Acker,Complete,,,,,,,,,,,,,,,,,,,Kevonte Beard,,,,,,,,,,,,,,,,0,0,16.0,12.0
237,4,01:08,25,4,LVC,2,6,-38,LVC,Pass,4.0,42,LVC,,,Braden Bohannon,M,,Rylee Stahl,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,16.0,12.0
238,4,01:08,25,5,LVC,3,2,-42,LVC,Pass,26.0,32,FMC,,,Braden Bohannon,L,,Alex Vassallo,Complete,,,,,,,,,,,,,,,,,,,Justin Gerhart,,,,,,,,,,,,,,,,0,0,16.0,12.0
239,4,01:08,25,6,LVC,1,10,32,FMC,Run,1.0,31,FMC,Braden Bohannon,M,,,,,,,,,,,,,,,,,,,,,,,,Jeff Decker,,,,,,,,,,,,,,,,0,0,16.0,12.0
240,4,01:08,25,7,LVC,2,9,31,FMC,Pass,0.0,,,,,Braden Bohannon,R,,Ethan Heisey,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,16.0,12.0
241,4,01:08,25,8,LVC,3,9,31,FMC,Pass,0.0,,,,,Braden Bohannon,M,,Rylee Stahl,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,16.0,12.0
242,4,00:00,25,9,LVC,4,9,31,FMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,16.0,12.0
243,4,00:00,25,10,LVC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,16.0,12.0
