PLAY #,OPP TEAM,ODK,OFF TEAM,QTR,OT #,SERIES,SERIES #,DN,DIST,YARD LN,PLAY TYPE,RESULT,GN/LS,RUSHER,PASSER,PASS RESULT,PASS TARGET,BROKEN UP BY,INTERCEPTED BY,HURRIED BY,TACKLER1,TACKLER2,FUMBLE,FUMBLED BY,FORCED BY,RECOVER TEAM,RECOVERED BY,RETURNER,RETURN YDS,RETURN TO,KICKER,KICK YDS,KICK TO,KICK RESULT,PUNTER,PUNT YDS,PUNT TO,PUNT RESULT,BLOCKED BY,PK,FG DIST,FG RESULT,XP RESULT,2 PT RESULT,TAKEN BY,FIRST DOWN,TOUCHDOWN,NO PLAY,NULLIFIED,SAFETY,SERIES END,TIME STAMP,TIME LEFT,OFF SCORE,DEF SCORE,SCORE DIFF,TOL,OFF TOL,DEF TOL,PENALTY1,PEN TEAM1,AGAINST1,PENALTY2,PEN TEAM2,AGAINST2,PENALTY YDS
1,King's (Pa.),K,KINGS01,1,,,,,,,KO Ret,Return,,,,,,,,,B. Mozeleski,,,,,,,C. Niemeyer,14,27.0,K Prescavage,52.0,13.0,Return,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
2,King's (Pa.),O,LVC,1,,1.0,1.0,0.0,10.0,-27.0,Pass,Complete,73.0,,Braden Bohannon,Complete,C. Niemeyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,15:00,1800,0,0,0,3,3,3,illegal block,LVC,,,,,6.0
3,King's (Pa.),O,LVC,1,,1.0,2.0,1.0,5.0,-33.0,Run,Rush,2.0,Tim Ervey,,,,,,,Charles McCall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:43,1783,0,0,0,3,3,3,,,,,,,
4,King's (Pa.),O,LVC,1,,1.0,3.0,2.0,3.0,-35.0,Run,Rush,-3.0,Tim Ervey,,,,,,,Dallas Solomon,Myles Shelton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:43,1783,0,0,0,3,3,3,,,,,,,
5,King's (Pa.),O,LVC,1,,1.0,4.0,3.0,6.0,-32.0,Pass,Incomplete,0.0,,Braden Bohannon,Incomplete,C. Niemeyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,14:43,1783,0,0,0,3,3,3,,,,,,,
6,King's (Pa.),K,LVC,1,,,,4.0,6.0,-32.0,Punt,Return,,,,,,,,,Chris Torres,,,,,,,Gabe Boccella,4,147.0,,,,,Jeremy Bours,33.0,135.0,Return,,,,,,,,,,True,,,,14:43,1783,0,0,0,3,3,3,,,,,,,
7,King's (Pa.),,LVC,1,,,,4.0,2.0,-36.0,Timeout,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,King's (Pa.),,,,,,,14:43,1783,0,0,0,3,3,3,,,,,,,
8,King's (Pa.),K,LVC,1,,,,4.0,2.0,-36.0,Punt,Return,,,,,,,,,Horan Thomas,,,,,,,Gabe Boccella,11,138.0,,,,,Jeremy Bours,37.0,127.0,Return,,,,,,,,,,,,,,13:12,1692,0,0,0,3,3,2,,,,,,,
9,King's (Pa.),D,KINGS01,1,,1.0,1.0,0.0,10.0,138.0,Pass,Complete,4.0,,Tyler Moore,Complete,Gabe Boccella,,,,Erik Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:03,1683,0,0,0,3,2,3,,,,,,,
10,King's (Pa.),D,KINGS01,1,,1.0,2.0,2.0,6.0,142.0,Pass,Incomplete,0.0,,Tyler Moore,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:03,1683,0,0,0,3,2,3,,,,,,,
11,King's (Pa.),D,KINGS01,1,,1.0,3.0,3.0,6.0,142.0,Pass,Complete,5.0,,Tyler Moore,Complete,Tim Costantino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:03,1683,0,0,0,3,2,3,,,,,,,
12,King's (Pa.),D,KINGS01,1,,1.0,4.0,4.0,1.0,147.0,Run,Rush,0.0,Enzo Poulson,,,,,,,Brent Moody,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Downs,13:03,1683,0,0,0,3,2,3,,,,,,,
13,King's (Pa.),O,LVC,1,,2.0,1.0,0.0,10.0,147.0,Pass,Complete,37.0,,Braden Bohannon,Complete,Andrew Olson,,,,E. Demosthene,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,12:01,1621,0,0,0,3,3,2,,,,,,,
14,King's (Pa.),O,LVC,1,,2.0,2.0,1.0,110.0,110.0,Run,Rush,0.0,Tim Ervey,,,,,,,Jamil Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:01,1621,0,0,0,3,3,2,,,,,,,
