PLAY #,OPP TEAM,ODK,OFF TEAM,QTR,OT #,SERIES,SERIES #,DN,DIST,YARD LN,PLAY TYPE,RESULT,GN/LS,RUSHER,PASSER,PASS RESULT,PASS TARGET,BROKEN UP BY,INTERCEPTED BY,HURRIED BY,TACKLER1,TACKLER2,FUMBLE,FUMBLED BY,FORCED BY,RECOVER TEAM,RECOVERED BY,RETURNER,RETURN YDS,RETURN TO,KICKER,KICK YDS,KICK TO,KICK RESULT,PUNTER,PUNT YDS,PUNT TO,PUNT RESULT,BLOCKED BY,PK,FG DIST,FG RESULT,XP RESULT,2 PT RESULT,TAKEN BY,FIRST DOWN,TOUCHDOWN,NO PLAY,NULLIFIED,SAFETY,SERIES END,TIME STAMP,TIME LEFT,OFF SCORE,DEF SCORE,SCORE DIFF,TOL,OFF TOL,DEF TOL,PENALTY1,PEN TEAM1,AGAINST1,PENALTY2,PEN TEAM2,AGAINST2,PENALTY YDS
1,Widener,K,WID,1,,,,,,,KO Ret,Return,,,,,,,,,Davon Bess,,,,,,,Cam Niemeyer,0,29.0,Larry Eimer,36.0,29.0,Return,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
2,Widener,O,LVC,1,,1.0,1.0,0.0,10.0,-29.0,Run,Rush,0.0,Tim Ervey,,,,,,,Matt Konzelman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:55,1795,0,0,0,3,3,3,,,,,,,
3,Widener,O,LVC,1,,1.0,2.0,2.0,10.0,-29.0,Run,Rush,3.0,Tim Ervey,,,,,,,Mario Scotese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:55,1795,0,0,0,3,3,3,,,,,,,
4,Widener,O,LVC,1,,1.0,3.0,3.0,7.0,-32.0,Pass,Incomplete,0.0,,Braden Bohannon,Incomplete,Cam Niemeyer,Terence Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,14:55,1795,0,0,0,3,3,3,,,,,,,
5,Widener,K,LVC,1,,,,4.0,7.0,-32.0,Punt,Fair Catch,,,,,,,,,,,,,,,,,,,,,,,Jesse Martin,38.0,30.0,Fair Catch,,,,,,,,,,,,,,14:55,1795,0,0,0,3,3,3,,,,,,,
6,Widener,D,WID,1,,1.0,1.0,0.0,10.0,-30.0,Run,Rush,-2.0,Shawn Thompson,,,,,,,,,True,Shawn Thompson,,WID,Shawn Thompson,,,,,,,,,,,,,,,,,,,,,,,,,13:32,1712,0,0,0,3,3,3,,,,,,,
7,Widener,D,WID,1,,1.0,2.0,2.0,12.0,-28.0,Pass,Incomplete,0.0,,Triston Harris,Incomplete,Shawn Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:32,1712,0,0,0,3,3,3,,,,,,,
8,Widener,D,WID,1,,1.0,3.0,3.0,12.0,-28.0,Run,Rush,1.0,Triston Harris,,,,,,,Noah Caldani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,13:32,1712,0,0,0,3,3,3,,,,,,,
9,Widener,K,WID,1,,,,4.0,11.0,-29.0,Punt Ret,Fair Catch,,,,,,,,,12:39,,,,,,,,,,,,,,,21.0,-50.0,Fair Catch,,,,,,,,,,,,,,13:32,1712,0,0,0,3,3,3,,,,,,,
10,Widener,O,LVC,1,,2.0,1.0,0.0,10.0,50.0,Run,Rush,8.0,Tim Ervey,,,,,,,Kevin Davis,Anthony Liberatoscioli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:27,1647,0,0,0,3,3,3,,,,,,,
11,Widener,O,LVC,1,,2.0,2.0,2.0,2.0,42.0,Pass,Sack,-6.0,,Braden Bohannon,Sack,,,,,Anthony Liberatoscioli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:27,1647,0,0,0,3,3,3,,,,,,,
12,Widener,O,LVC,1,,2.0,3.0,3.0,8.0,48.0,Pass,Sack,-5.0,,Braden Bohannon,Sack,,,,,Brayden Strouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,12:27,1647,0,0,0,3,3,3,,,,,,,
13,Widener,K,LVC,1,,,,4.0,13.0,-47.0,Punt,Fair Catch,,,,,,,,,,,,,,,,,,,,,,,Jesse Martin,32.0,21.0,Fair Catch,,,,,,,,,,,,,,12:27,1647,0,0,0,3,3,3,,,,,,,
14,Widener,D,WID,1,,2.0,1.0,0.0,10.0,-21.0,Run,Rush,5.0,Shawn Thompson,,,,,,,Dillon Estes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:00,1560,0,0,0,3,3,3,,,,,,,
15,Widener,D,WID,1,,2.0,2.0,2.0,5.0,-26.0,Run,Rush,5.0,Shawn Thompson,,,,,,,Josh Hathaway,Brandon Brubaker,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,11:00,1560,0,0,0,3,3,3,,,,,,,
16,Widener,D,WID,1,,2.0,3.0,1.0,10.0,-31.0,Run,Rush,3.0,Shawn Thompson,,,,,,,Brandon Brubaker,Jake Marcus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:00,1560,0,0,0,3,3,3,,,,,,,
17,Widener,D,WID,1,,2.0,4.0,2.0,7.0,-34.0,Run,Rush,7.0,Shawn Thompson,,,,,,,Ryan Enright,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,11:00,1560,0,0,0,3,3,3,,,,,,,
18,Widener,D,WID,1,,2.0,5.0,1.0,10.0,-41.0,Run,Rush,7.0,Bryce Casey,,,,,,,Brandon Brubaker,Tyler Hartl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:00,1560,0,0,0,3,3,3,,,,,,,
19,Widener,D,WID,1,,2.0,6.0,2.0,3.0,-48.0,Run,Rush,2.0,Bryce Casey,,,,,,,Ben Siegfried,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:00,1560,0,0,0,3,3,3,,,,,,,
20,Widener,D,WID,1,,2.0,7.0,3.0,1.0,-50.0,Run,Rush,3.0,Bryce Casey,,,,,,,Brad Shear,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,11:00,1560,0,0,0,3,3,3,,,,,,,
21,Widener,D,WID,1,,2.0,8.0,1.0,10.0,47.0,Pass,Incomplete,0.0,,Triston Harris,Incomplete,,Erik Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:00,1560,0,0,0,3,3,3,,,,,,,
22,Widener,D,WID,1,,2.0,9.0,2.0,10.0,47.0,Run,Rush,0.0,Bryce Casey,,,,,,,Brandon Brubaker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:00,1560,0,0,0,3,3,3,,,,,,,
23,Widener,D,WID,1,,2.0,10.0,3.0,10.0,47.0,Pass,Complete,13.0,,Triston Harris,Complete,Ty Holbert,,,,Jordan Bowie,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,11:00,1560,0,0,0,3,3,3,,,,,,,
24,Widener,D,WID,1,,2.0,11.0,1.0,10.0,34.0,Pass,Complete,1.0,,Triston Harris,Complete,Ty Holbert,,,,Ryan Enright,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,,,11:00,1560,0,0,0,3,3,3,Face Mask,LVC,Brent Moody,,,,15.0
25,Widener,D,WID,1,,2.0,12.0,1.0,10.0,19.0,Run,Rush,4.0,Bryce Casey,,,,,,,Brad Shear,Dillon Estes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:00,1560,0,0,0,3,3,3,,,,,,,
26,Widener,D,WID,1,,2.0,13.0,2.0,6.0,15.0,Pass,Incomplete,0.0,,Triston Harris,Incomplete,James Gillespie,Malaki Blair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:00,1560,0,0,0,3,3,3,,,,,,,
27,Widener,D,WID,1,,2.0,14.0,3.0,6.0,15.0,Pass,Complete,15.0,,Triston Harris,Complete,Ty Holbert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,TD,11:00,1560,0,0,0,3,3,3,,,,,,,
28,Widener,K,WID,1,,,,1.0,3.0,3.0,Extra Pt. Block,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,Larry Eimer,,,Good,,,,,,,,,04:57,1197,6,0,-6,3,3,3,,,,,,,
29,Widener,K,WID,1,,,,1.0,10.0,-35.0,KO Ret,Return,,,,,,,,,Matt Okuniewski,Kendall Jones,,,,,,,18,19.0,Larry Eimer,64.0,1.0,Return,,,,,,,,,,,,,,,,,,04:57,1197,7,0,-7,3,3,3,,,,,,,
30,Widener,O,LVC,1,,3.0,1.0,0.0,10.0,-19.0,Pass,Complete,46.0,,Braden Bohannon,Complete,Andrew Olson,,,,Michael Schoenleber,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,04:51,1191,0,7,-7,3,3,3,,,,,,,
31,Widener,O,LVC,1,,3.0,2.0,1.0,10.0,35.0,Run,Rush,10.0,Braden Bohannon,,,,,,,Colin Murt,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,04:51,1191,0,7,-7,3,3,3,,,,,,,
32,Widener,O,LVC,1,,3.0,3.0,1.0,10.0,25.0,Run,Rush,3.0,Ian Murhon,,,,,,,Salekri Sayeh,Brayden Strouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04:51,1191,0,7,-7,3,3,3,,,,,,,
33,Widener,O,LVC,1,,3.0,4.0,2.0,7.0,22.0,Pass,Incomplete,0.0,,Braden Bohannon,Incomplete,Andrew Olson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04:51,1191,0,7,-7,3,3,3,,,,,,,
34,Widener,O,LVC,1,,3.0,5.0,3.0,7.0,22.0,Pass,Complete,0.0,,Braden Bohannon,Complete,Cam Niemeyer,,,,Terence Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FG,04:51,1191,0,7,-7,3,3,3,,,,,,,
