PLAY #,OPP TEAM,ODK,OFF TEAM,QTR,OT #,SERIES,SERIES #,DN,DIST,YARD LN,FIELD ZONE,PLAY TYPE,RESULT,GN/LS,RUSHER PBP,PASSER PBP,PASS RESULT,PASS TARGET PBP,BROKEN UP BY PBP,INTERCEPTED BY PBP,HURRIED BY PBP,TACKLER1 PBP,TACKLER2 PBP,FUMBLE,FUMBLED BY PBP,FORCED BY PBP,RECOVER TEAM,RECOVERED BY PBP,RETURNER PBP,RETURN YDS,RETURN TO,KICKER PBP,KICK YDS,KICK TO,KICK RESULT,ON-SIDE KICK,PUNTER PBP,PUNT YDS,PUNT TO,PUNT RESULT,BLOCKED BY PBP,PK,FG DIST,FG RESULT,XP RESULT,2 PT RESULT,TAKEN BY,FIRST DOWN,TOUCHDOWN,NO PLAY,NULLIFIED,SAFETY,SERIES END,TIME STAMP,TIME LEFT,OFF SCORE,DEF SCORE,SCORE DIFF,TOL,OFF TOL,DEF TOL,PENALTY1,PEN TEAM1,AGAINST1,PENALTY2,PEN TEAM2,AGAINST2,PENALTY YDS
1,Pacific (Ore.),K,CHAP,1,,,,,,,,KO,,,,,,,,,,,,,,,,,,,,Owen Tapia,65.0,0.0,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
2,Pacific (Ore.),D,PAC,1,,1.0,1.0,0.0,10.0,-25.0,Coming Out,Run,Rush,2.0,,,,,,,,Dillon Keefe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
3,Pacific (Ore.),D,PAC,1,,1.0,2.0,2.0,8.0,-27.0,Gold Zone,Run,Rush,3.0,,,,,,,,Evan Greve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
4,Pacific (Ore.),D,PAC,1,,1.0,3.0,3.0,5.0,-30.0,Gold Zone,Pass,Complete,9.0,,,Complete,Kyle for Kern,,,,Isaac Holbrook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
5,Pacific (Ore.),D,PAC,1,,1.0,4.0,1.0,10.0,-39.0,Gold Zone,Run,Rush,4.0,,,,,,,,A. Terriquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
6,Pacific (Ore.),D,PAC,1,,1.0,5.0,2.0,6.0,-43.0,Gold Zone,Run,Rush,7.0,,,,,,,,Chris Tsirtsis,Carter Treadway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
7,Pacific (Ore.),D,PAC,1,,1.0,6.0,1.0,10.0,-50.0,Go Zone,Run,Rush,6.0,,,,,,,,A. Terriquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
8,Pacific (Ore.),D,PAC,1,,1.0,7.0,2.0,4.0,44.0,Go Zone,Pass,Complete,7.0,,,Complete,Ty for Hargis,,,,Carter Treadway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
9,Pacific (Ore.),D,PAC,1,,1.0,8.0,1.0,10.0,37.0,Go Zone,Run,Rush,3.0,,,,,,,,A. Terriquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
10,Pacific (Ore.),D,PAC,1,,1.0,9.0,2.0,7.0,34.0,Take A Shot,Run,Rush,2.0,,,,,,,,A. Terriquez,Simon Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
