PLAY #,OPP TEAM,ODK,OFF TEAM,QTR,OT #,SERIES,SERIES #,DN,DIST,YARD LN,FIELD ZONE,PLAY TYPE,RESULT,GN/LS,RUSHER PBP,RUSH DIRECTION,PASSER PBP,PASS DEPTH,PASS DIRECTION,PASS RESULT,PASS TARGET PBP,BROKEN UP BY PBP,INTERCEPTED BY PBP,HURRIED BY PBP,TACKLER1 PBP,TACKLER2 PBP,FUMBLE,FUMBLED BY PBP,FORCED BY PBP,RECOVER TEAM,RECOVERED BY PBP,RETURNER PBP,RETURN YDS,RETURN TO,KICKER PBP,KICK YDS,KICK TO,KICK RESULT,ON-SIDE KICK,PUNTER PBP,PUNT YDS,PUNT TO,PUNT RESULT,BLOCKED BY PBP,PK,FG DIST,FG RESULT,XP RESULT,2 PT RESULT,TAKEN BY,FIRST DOWN,TOUCHDOWN,NO PLAY,NULLIFIED,SAFETY,SERIES END,TIME STAMP,TIME LEFT,OFF SCORE,DEF SCORE,SCORE DIFF,TOL,OFF TOL,DEF TOL,PENALTY1,PEN TEAM1,AGAINST1,PENALTY2,PEN TEAM2,AGAINST2,PENALTY YDS
1,Wis.-Eau Claire,K,LCD,1,,,,,,,,KO,Return,,,,,,,,,,,,,,,,,,,Will Adair,58,-35.0,Scott Talmadge,58.0,7.0,Return,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
2,Wis.-Eau Claire,D,WEC,1,,1.0,1.0,0.0,10.0,35.0,Take A Shot,Run,Rush,1.0,Ivan Ruble,right,,,,,,,,,Sean Doyle,Zach Kemp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:50,1790,0,0,0,3,3,3,,,,,,,
3,Wis.-Eau Claire,D,WEC,1,,1.0,2.0,2.0,9.0,34.0,Take A Shot,Pass,Complete,6.0,,,Harry Roubidoux,short,left,Complete,Joe Swanson,,,,Zach Kemp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:50,1790,0,0,0,3,3,3,,,,,,,
4,Wis.-Eau Claire,D,WEC,1,,1.0,3.0,3.0,3.0,28.0,Take A Shot,Run,Rush,8.0,Ivan Ruble,left,,,,,,,,,Joey Foley,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,14:50,1790,0,0,0,3,3,3,,,,,,,
5,Wis.-Eau Claire,D,WEC,1,,1.0,4.0,1.0,10.0,20.0,Red Zone High,Run,Rush,0.0,Ivan Ruble,middle,,,,,,,,,Andrew Hefel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:50,1790,0,0,0,3,3,3,,,,,,,
6,Wis.-Eau Claire,D,WEC,1,,1.0,5.0,2.0,10.0,20.0,Red Zone High,Pass,Complete,7.0,,,Harry Roubidoux,short,right,Complete,Nolan Stans,,,,Jace Gwynn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:50,1790,0,0,0,3,3,3,,,,,,,
7,Wis.-Eau Claire,D,WEC,1,,1.0,6.0,3.0,3.0,13.0,Red Zone,Run,Rush,6.0,Ivan Ruble,right,,,,,,,,,Jace Gwynn,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,14:50,1790,0,0,0,3,3,3,,,,,,,10.0
8,Wis.-Eau Claire,D,WEC,1,,1.0,7.0,3.0,13.0,23.0,Take A Shot,Run,Rush,-14.0,Harry Roubidoux,middle,,,,,,,,,,,True,Harry Roubidoux,,WEC,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,14:50,1790,0,0,0,3,3,3,,,,,,,
9,Wis.-Eau Claire,K,WEC,1,,,,4.0,27.0,37.0,Go Zone,Punt Rec,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nate Baranek,29.0,8.0,,,,,,,,,,,,,,,14:50,1790,0,0,0,3,3,3,,,,,,,
10,Wis.-Eau Claire,O,LCD,1,,1.0,1.0,0.0,10.0,-8.0,Backed Up,Pass,Complete,1.0,,,Evan England,short,middle,Complete,Marty McGovern,,,,Jacob Wysocki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:22,1522,0,0,0,3,3,3,,,,,,,
11,Wis.-Eau Claire,O,LCD,1,,1.0,2.0,2.0,9.0,-9.0,Backed Up,Run,Rush,-3.0,Ty Bausch,middle,,,,,,,,,Ryan Kuechle,Noah Nephew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:22,1522,0,0,0,3,3,3,,,,,,,
12,Wis.-Eau Claire,O,LCD,1,,1.0,3.0,3.0,12.0,-6.0,Backed Up,Run,Rush,9.0,Ty Bausch,middle,,,,,,,,,Jacob Wysocki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,10:22,1522,0,0,0,3,3,3,,,,,,,
13,Wis.-Eau Claire,K,LCD,1,,,,4.0,3.0,-15.0,Coming Out,Punt,Blocked,,,,,,,,,,,,,,,,,,,,,-22.0,,,,,,Aidan Driscoll,7.0,-22.0,Blocked,Nate Baranek,,,,,,,,,,,,,10:22,1522,0,0,0,3,3,3,,,,,,,
14,Wis.-Eau Claire,D,WEC,1,,2.0,1.0,0.0,10.0,22.0,Take A Shot,Pass,Complete,7.0,,,Harry Roubidoux,short,middle,Complete,Nicholas Kudick,,,,Jace Gwynn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:59,1439,0,0,0,3,3,3,,,,,,,
15,Wis.-Eau Claire,D,WEC,1,,2.0,2.0,2.0,3.0,15.0,Red Zone High,Run,Rush,-3.0,Isaac Garside,right,,,,,,,,,Brandon Phelps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:59,1439,0,0,0,3,3,3,,,,,,,
16,Wis.-Eau Claire,D,WEC,1,,2.0,3.0,3.0,6.0,18.0,Red Zone High,Run,Rush,2.0,Ivan Ruble,middle,,,,,,,,,Milo Collier,Brett Bower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FG,08:59,1439,0,0,0,3,3,3,,,,,,,
17,Wis.-Eau Claire,K,WEC,1,,,,4.0,4.0,16.0,Red Zone High,FG Block,Good,,,,,,,,,,,,Trey H: Fitzgerald,,,,,,,,,,,,,,,,,,,,Dan Zeuli,33.0,Good,,,,,,,,,,08:59,1439,0,0,0,3,3,3,,,,,,,
18,Wis.-Eau Claire,K,WEC,1,,,,1.0,10.0,-35.0,Gold Zone,KO Rec,Return,,,,,,,,,,,,Ryan Kuechle,,,,,,,Carter Cahill,17,23.0,Dan Zeuli,59.0,6.0,Return,,,,,,,,,,,,,,,,,,,07:04,1324,3,0,-3,3,3,3,,,,,,,
19,Wis.-Eau Claire,O,LCD,1,,2.0,1.0,0.0,10.0,-23.0,Coming Out,Run,Rush,2.0,Ty Bausch,middle,,,,,,,,,Ryan Kuechle,Noah Nephew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:58,1318,0,3,-3,3,3,3,,,,,,,
20,Wis.-Eau Claire,O,LCD,1,,2.0,2.0,2.0,8.0,-25.0,Coming Out,Pass,Complete,7.0,,,Evan England,short,middle,Complete,Da'Mani Brown,,,,Noah Nephew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:58,1318,0,3,-3,3,3,3,,,,,,,
21,Wis.-Eau Claire,O,LCD,1,,2.0,3.0,3.0,1.0,-32.0,Gold Zone,Run,Rush,0.0,Ty Bausch,middle,,,,,,,,,Sam Schradle,Jake Carmichael,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,06:58,1318,0,3,-3,3,3,3,,,,,,,
22,Wis.-Eau Claire,K,LCD,1,,,,4.0,1.0,-32.0,Gold Zone,Punt,Out of bounds,,,,,,,,,,,,,,,,,,,,,,,,,,,Aidan Driscoll,13.0,-45.0,Out of bounds,,,,,,,,,,,,,,06:58,1318,0,3,-3,3,3,3,,,,,,,
