PLAY #,OPP TEAM,ODK,OFF TEAM,QTR,OT #,SERIES,SERIES #,DN,DIST,YARD LN,FIELD ZONE,PLAY TYPE,RESULT,GN/LS,RUSHER PBP,PASSER PBP,PASS RESULT,PASS TARGET PBP,BROKEN UP BY PBP,INTERCEPTED BY PBP,HURRIED BY PBP,TACKLER1 PBP,TACKLER2 PBP,FUMBLE,FUMBLED BY PBP,FORCED BY PBP,RECOVER TEAM,RECOVERED BY PBP,RETURNER PBP,RETURN YDS,RETURN TO,KICKER PBP,KICK YDS,KICK TO,KICK RESULT,ON-SIDE KICK,PUNTER PBP,PUNT YDS,PUNT TO,PUNT RESULT,BLOCKED BY PBP,PK,FG DIST,FG RESULT,XP RESULT,2 PT RESULT,TAKEN BY,FIRST DOWN,TOUCHDOWN,NO PLAY,NULLIFIED,SAFETY,SERIES END,TIME STAMP,TIME LEFT,OFF SCORE,DEF SCORE,SCORE DIFF,TOL,OFF TOL,DEF TOL,PENALTY1,PEN TEAM1,AGAINST1,PENALTY2,PEN TEAM2,AGAINST2,PENALTY YDS
1,Neb. Wesleyan,K,COE,1,,,,,,,,KO,Return,,,,,,,,,Jack Shaw,,,,,,,Victor Guzman,14,15.0,Evan Ellis,64.0,1.0,Return,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
2,Neb. Wesleyan,D,PRAIRIE,1,,1.0,1.0,0.0,10.0,-15.0,Coming Out,Pass,Complete,13.0,,,Complete,Isaac Dannehl,,,,Jon Bell,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,14:52,1792,0,0,0,3,3,3,,,,,,,
3,Neb. Wesleyan,D,PRAIRIE,1,,1.0,2.0,1.0,10.0,-28.0,Gold Zone,Run,Rush,3.0,Josh Romain,,,,,,,Manny Lopez,Heath Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:52,1792,0,0,0,3,3,3,,,,,,,
4,Neb. Wesleyan,D,PRAIRIE,1,,1.0,3.0,2.0,7.0,-31.0,Gold Zone,Pass,Incomplete,0.0,,Carter Terry,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:52,1792,0,0,0,3,3,3,,,,,,,
5,Neb. Wesleyan,D,PRAIRIE,1,,1.0,4.0,3.0,7.0,-31.0,Gold Zone,Pass,Complete,10.0,,,Complete,Kaden Ewoldt,,,,Manny Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,14:52,1792,0,0,0,3,3,3,offside defense,COE,,,,,
6,Neb. Wesleyan,D,PRAIRIE,1,,1.0,5.0,1.0,10.0,-41.0,Gold Zone,Run,Rush,3.0,Josh Romain,,,,,,,Manny Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:52,1792,0,0,0,3,3,3,,,,,,,
7,Neb. Wesleyan,D,PRAIRIE,1,,1.0,6.0,2.0,7.0,-44.0,Gold Zone,Pass,Complete,56.0,,,Complete,David O'Connell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,TD,14:52,1792,0,0,0,3,3,3,,,,,,,
8,Neb. Wesleyan,K,PRAIRIE,1,,,,1.0,3.0,3.0,Red Zone Low,Extra Pt. Block,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Austin Neufeld,,,Good,,,,,,,,,12:21,1641,6,0,-6,3,3,3,,,,,,,
9,Neb. Wesleyan,K,PRAIRIE,1,,,,1.0,-35.0,-35.0,Gold Zone,KO Rec,Return,,,,,,,,,Karrell Simpson,,,,,,,,15,31.0,Zach Fendley,49.0,16.0,Return,,,,,,,,,,,,,,,,,,,12:21,1641,7,0,-7,3,3,3,,,,,,,
10,Neb. Wesleyan,O,COE,1,,1.0,1.0,0.0,10.0,-31.0,Gold Zone,Pass,Complete,39.0,,,Complete,,,,,Dakota Prorok,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,12:13,1633,0,7,-7,3,3,3,,,,,,,
11,Neb. Wesleyan,O,COE,1,,1.0,2.0,1.0,10.0,30.0,Take A Shot,Run,Rush,4.0,Ray Seidel,,,,,,,Isaia Donaldson,Andrew Ellerbee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:13,1633,0,7,-7,3,3,3,,,,,,,
12,Neb. Wesleyan,O,COE,1,,1.0,3.0,2.0,6.0,26.0,Take A Shot,Pass,Complete,3.0,,,Complete,Ray Seidel,,,,Kaden Dawe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:13,1633,0,7,-7,3,3,3,,,,,,,
13,Neb. Wesleyan,O,COE,1,,1.0,4.0,3.0,3.0,23.0,Take A Shot,Run,Rush,16.0,Ray Seidel,,,,,,,Andrew Ellerbee,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,12:13,1633,0,7,-7,3,3,3,,,,,,,
14,Neb. Wesleyan,O,COE,1,,1.0,5.0,1.0,7.0,7.0,Red Zone,Run,Rush,2.0,Chance Newton,,,,,,,Jacob Garnas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:13,1633,0,7,-7,3,3,3,,,,,,,
15,Neb. Wesleyan,O,COE,1,,1.0,6.0,2.0,5.0,5.0,Red Zone Low,Run,Rush,4.0,Nick Casey,,,,,,,Jacob Garnas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:13,1633,0,7,-7,3,3,3,,,,,,,
16,Neb. Wesleyan,O,COE,1,,1.0,7.0,3.0,1.0,1.0,Red Zone Low,Run,Rush,1.0,Chance Newton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,TD,12:13,1633,0,7,-7,3,3,3,,,,,,,
17,Neb. Wesleyan,K,COE,1,,,,1.0,3.0,3.0,Red Zone Low,Extra Pt.,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evan Ellis,,,Good,,,,,,,,,09:21,1461,6,7,-1,3,3,3,,,,,,,
18,Neb. Wesleyan,K,COE,1,,,,1.0,-35.0,-35.0,Gold Zone,KO,Fair Catch,,,,,,,,,,,,,,,,,,,Evan Ellis,65.0,0.0,Fair Catch,,,,,,,,,,,,,,,,,,,09:21,1461,7,7,0,3,3,3,,,,,,,
19,Neb. Wesleyan,D,PRAIRIE,1,,2.0,1.0,0.0,10.0,0.0,Red Zone Low,Pass,Incomplete,0.0,,,Incomplete,Trace Leners,,,,Bridger Aucutt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:21,1461,7,7,0,3,3,3,,,,,,,
20,Neb. Wesleyan,D,PRAIRIE,1,,2.0,2.0,2.0,10.0,0.0,Red Zone Low,Pass,Complete,37.0,,,Complete,David O'Connell,,,,Cam Elam,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,09:21,1461,7,7,0,3,3,3,,,,,,,
21,Neb. Wesleyan,D,PRAIRIE,1,,2.0,3.0,1.0,10.0,-37.0,Gold Zone,Run,Rush,3.0,Josh Romain,,,,,,,Cedric Nah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:21,1461,7,7,0,3,3,3,,,,,,,
22,Neb. Wesleyan,D,PRAIRIE,1,,2.0,4.0,2.0,7.0,-40.0,Gold Zone,Run,Rush,0.0,Josh Romain,,,,,,,Jon Bell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:21,1461,7,7,0,3,3,3,,,,,,,
23,Neb. Wesleyan,D,PRAIRIE,1,,2.0,5.0,3.0,7.0,-40.0,Gold Zone,Pass,Interception,0.0,,,Interception,,,Alex Aitchison,,Jon Bell,,,,,,,Alex Aitchison,16,-34.0,,,,,,,,,,,,,,,,,,,,,,Interception,09:21,1461,7,7,0,3,3,3,,,,,,,
