PLAY #,OPP TEAM,ODK,OFF TEAM,QTR,OT #,SERIES,SERIES #,DN,DIST,YARD LN,FIELD ZONE,PLAY TYPE,RESULT,GN/LS,RUSHER PBP,PASSER PBP,PASS RESULT,PASS TARGET PBP,BROKEN UP BY PBP,INTERCEPTED BY PBP,HURRIED BY PBP,TACKLER1 PBP,TACKLER2 PBP,FUMBLE,FUMBLED BY PBP,FORCED BY PBP,RECOVER TEAM,RECOVERED BY PBP,RETURNER PBP,RETURN YDS,RETURN TO,KICKER PBP,KICK YDS,KICK TO,KICK RESULT,ON-SIDE KICK,PUNTER PBP,PUNT YDS,PUNT TO,PUNT RESULT,BLOCKED BY PBP,PK,FG DIST,FG RESULT,XP RESULT,2 PT RESULT,TAKEN BY,FIRST DOWN,TOUCHDOWN,NO PLAY,NULLIFIED,SAFETY,SERIES END,TIME STAMP,TIME LEFT,OFF SCORE,DEF SCORE,SCORE DIFF,TOL,OFF TOL,DEF TOL,PENALTY1,PEN TEAM1,AGAINST1,PENALTY2,PEN TEAM2,AGAINST2,PENALTY YDS
1,Sewanee,K,BSC,1,,,,,,,,KO,Touchback,,,,,,,,,,,,,,,,,,,Cole Porch,65.0,0.0,Touchback,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
2,Sewanee,D,SEW,1,,1.0,1.0,0.0,10.0,-25.0,Coming Out,Run,Rush,2.0,Michael McGhee,,,,,,,Gibbs Sherrell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
3,Sewanee,D,SEW,1,,1.0,2.0,2.0,8.0,-27.0,Gold Zone,Pass,Sack,-9.0,,Jeremiah Young,Sack,,,,,Clay Youngblood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
4,Sewanee,D,SEW,1,,1.0,3.0,3.0,17.0,-18.0,Coming Out,Pass,Incomplete,0.0,,Jeremiah Young,Incomplete,Cyrus McCullough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,15:00,1800,0,0,0,3,3,3,,,,,,,
5,Sewanee,K,SEW,1,,,,4.0,17.0,-18.0,Coming Out,Punt Rec,Fair Catch,,,,,,,,,,,,,,,,,,,,,,,,Jack Satterfield,36.0,46.0,Fair Catch,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
6,Sewanee,O,BSC,1,,1.0,1.0,0.0,10.0,-46.0,Go Zone,Pass,Complete,9.0,,Trey Patterson,Complete,Gentry Neese,,,,Quinn Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:40,1720,0,0,0,3,3,3,,,,,,,
7,Sewanee,O,BSC,1,,1.0,2.0,2.0,1.0,45.0,Go Zone,Run,Rush,5.0,Robert Shufford,,,,,,,Henry Proctor,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,13:40,1720,0,0,0,3,3,3,,,,,,,
8,Sewanee,O,BSC,1,,1.0,3.0,1.0,10.0,40.0,Go Zone,Pass,Complete,15.0,,Trey Patterson,Complete,Race Marin,,,,Joseph Conwell,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,13:40,1720,0,0,0,3,3,3,,,,,,,
9,Sewanee,O,BSC,1,,1.0,4.0,1.0,10.0,25.0,Take A Shot,Run,Rush,25.0,Robert Shufford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,TD,13:40,1720,0,0,0,3,3,3,,,,,,,
10,Sewanee,K,BSC,1,,,,1.0,3.0,3.0,Red Zone Low,Extra Pt.,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zach Ford,,,Good,,,,,,,,,11:55,1615,6,0,6,3,3,3,,,,,,,
