PLAY #,OPP TEAM,ODK,OFF TEAM,QTR,OT #,SERIES,SERIES #,DN,DIST,YARD LN,FIELD ZONE,PLAY TYPE,RESULT,GN/LS,RUSHER PBP,PASSER PBP,PASS RESULT,PASS TARGET PBP,BROKEN UP BY PBP,INTERCEPTED BY PBP,HURRIED BY PBP,TACKLER1 PBP,TACKLER2 PBP,FUMBLE,FUMBLED BY PBP,FORCED BY PBP,RECOVER TEAM,RECOVERED BY PBP,RETURNER PBP,RETURN YDS,RETURN TO,KICKER PBP,KICK YDS,KICK TO,KICK RESULT,ON-SIDE KICK,PUNTER PBP,PUNT YDS,PUNT TO,PUNT RESULT,BLOCKED BY PBP,PK,FG DIST,FG RESULT,XP RESULT,2 PT RESULT,TAKEN BY,FIRST DOWN,TOUCHDOWN,NO PLAY,NULLIFIED,SAFETY,SERIES END,TIME STAMP,TIME LEFT,OFF SCORE,DEF SCORE,SCORE DIFF,TOL,OFF TOL,DEF TOL,PENALTY1,PEN TEAM1,AGAINST1,PENALTY2,PEN TEAM2,AGAINST2,PENALTY YDS
1,Huntingdon,K,BSC,1,,,,,,,,KO,Return,,,,,,,,,Harry Tate,,,,,,,Kahari McReynolds,63,-32.0,Aidan Hood,60.0,5.0,Return,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
2,Huntingdon,D,HUN,1,,1.0,1.0,0.0,10.0,32.0,Take A Shot,Run,Rush,1.0,Troy Garner,,,,,,,Marcellus Boykin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:47,1787,0,0,0,3,3,3,,,,,,,
3,Huntingdon,D,HUN,1,,1.0,2.0,2.0,9.0,31.0,Take A Shot,Run,Rush,7.0,Troy Garner,,,,,,,Connor West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:47,1787,0,0,0,3,3,3,,,,,,,
4,Huntingdon,D,HUN,1,,1.0,3.0,3.0,2.0,24.0,Take A Shot,Run,Rush,24.0,Landon Cotney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,TD,14:47,1787,0,0,0,3,3,3,,,,,,,
5,Huntingdon,K,HUN,1,,,,1.0,3.0,3.0,Red Zone Low,Extra Pt. Block,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Will Edwards,,,Good,,,,,,,,,13:22,1702,6,0,-6,3,3,3,,,,,,,
6,Huntingdon,K,HUN,1,,,,1.0,10.0,-35.0,Gold Zone,KO Rec,Return,,,,,,,,,Jon Stephens,,,,,,,,10,10.0,Will Edwards,65.0,0.0,Return,,,,,,,,,,,,,,,,,,,13:22,1702,7,0,-7,3,3,3,,,,,,,
7,Huntingdon,O,BSC,1,,1.0,1.0,0.0,10.0,-10.0,Backed Up,Run,Rush,2.0,Robert Shufford,,,,,,,Casey Peppers,Tucker Spence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:17,1697,0,7,-7,3,3,3,,,,,,,
8,Huntingdon,O,BSC,1,,1.0,2.0,2.0,8.0,-12.0,Coming Out,Pass,Complete,24.0,,Trey Patterson,Complete,Race Marin,,,,Tyrell Davis,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,13:17,1697,0,7,-7,3,3,3,,,,,,,
9,Huntingdon,O,BSC,1,,1.0,3.0,1.0,10.0,-36.0,Gold Zone,Pass,Complete,0.0,,Trey Patterson,Complete,Robert Shufford,,,,Tucker Spence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:17,1697,0,7,-7,3,3,3,,,,,,,
10,Huntingdon,O,BSC,1,,1.0,4.0,2.0,10.0,-36.0,Gold Zone,Run,Rush,8.0,Robert Shufford,,,,,,,Casey Peppers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:17,1697,0,7,-7,3,3,3,,,,,,,
11,Huntingdon,O,BSC,1,,1.0,5.0,3.0,2.0,-44.0,Gold Zone,Run,Rush,1.0,Robert Shufford,,,,,,,Logan Gomez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:17,1697,0,7,-7,3,3,3,,,,,,,
12,Huntingdon,O,BSC,1,,1.0,6.0,4.0,1.0,-45.0,Go Zone,Run,Rush,2.0,Robert Shufford,,,,,,,Fred Flavors,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,13:17,1697,0,7,-7,3,3,3,,,,,,,
13,Huntingdon,O,BSC,1,,1.0,7.0,1.0,10.0,-47.0,Go Zone,Run,Rush,1.0,Robert Shufford,,,,,,,Brody Hamm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:17,1697,0,7,-7,3,3,3,,,,,,,
14,Huntingdon,O,BSC,1,,1.0,8.0,2.0,9.0,-48.0,Go Zone,Pass,Incomplete,0.0,,Trey Patterson,Incomplete,Branden Rew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:17,1697,0,7,-7,3,3,3,,,,,,,
15,Huntingdon,O,BSC,1,,1.0,9.0,3.0,9.0,-48.0,Go Zone,Pass,Complete,13.0,,Trey Patterson,Complete,Race Marin,,,,Fred Flavors,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,13:17,1697,0,7,-7,3,3,3,,,,,,,
16,Huntingdon,O,BSC,1,,1.0,10.0,1.0,10.0,39.0,Go Zone,Pass,Incomplete,0.0,,Trey Patterson,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:17,1697,0,7,-7,3,3,3,,,,,,,
17,Huntingdon,O,BSC,1,,1.0,11.0,2.0,10.0,39.0,Go Zone,Run,Rush,-1.0,Robert Shufford,,,,,,,Gavin Walker,Taylon Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:17,1697,0,7,-7,3,3,3,,,,,,,
18,Huntingdon,O,BSC,1,,1.0,12.0,3.0,11.0,40.0,Go Zone,Pass,Complete,6.0,,Trey Patterson,Complete,,,,,Lexie Shaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:17,1697,0,7,-7,3,3,3,,,,,,,
