PLAY #,OPP TEAM,ODK,OFF TEAM,QTR,OT #,SERIES,SERIES #,DN,DIST,YARD LN,FIELD ZONE,PLAY TYPE,RESULT,GN/LS,RUSHER PBP,PASSER PBP,PASS RESULT,PASS TARGET PBP,BROKEN UP BY PBP,INTERCEPTED BY PBP,HURRIED BY PBP,TACKLER1 PBP,TACKLER2 PBP,FUMBLE,FUMBLED BY PBP,FORCED BY PBP,RECOVER TEAM,RECOVERED BY PBP,RETURNER PBP,RETURN YDS,RETURN TO,KICKER PBP,KICK YDS,KICK TO,KICK RESULT,ON-SIDE KICK,PUNTER PBP,PUNT YDS,PUNT TO,PUNT RESULT,BLOCKED BY PBP,PK,FG DIST,FG RESULT,XP RESULT,2 PT RESULT,TAKEN BY,FIRST DOWN,TOUCHDOWN,NO PLAY,NULLIFIED,SAFETY,SERIES END,TIME STAMP,TIME LEFT,OFF SCORE,DEF SCORE,SCORE DIFF,TOL,OFF TOL,DEF TOL,PENALTY1,PEN TEAM1,AGAINST1,PENALTY2,PEN TEAM2,AGAINST2,PENALTY YDS
1,Wisconsin Lutheran,K,CUW,1,,,,,,,,KO,,,,,,,,,,,,,,,,,,,,Andre Casas,65.0,0.0,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
2,Wisconsin Lutheran,D,WLC,1,,1.0,1.0,0.0,10.0,-25.0,Coming Out,Run,Rush,0.0,Justin Parbs,,,,,,,Eli Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
3,Wisconsin Lutheran,D,WLC,1,,1.0,2.0,2.0,10.0,-25.0,Coming Out,Run,Rush,4.0,Justin Parbs,,,,,,,Justice Kaneta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
4,Wisconsin Lutheran,D,WLC,1,,1.0,3.0,3.0,6.0,-29.0,Gold Zone,Pass,Complete,13.0,,Nick Yockey,Complete,Jordan Jewell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
5,Wisconsin Lutheran,D,WLC,1,,1.0,4.0,1.0,10.0,-42.0,Gold Zone,Pass,Complete,4.0,,Nick Yockey,Complete,Trevion Green,,,,Justice Kaneta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
6,Wisconsin Lutheran,D,WLC,1,,1.0,5.0,2.0,6.0,-46.0,Go Zone,Pass,Incomplete,0.0,,Nick Yockey,Incomplete,Jordan Jewell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
7,Wisconsin Lutheran,D,WLC,1,,1.0,6.0,3.0,6.0,-46.0,Go Zone,Pass,Complete,32.0,,Nick Yockey,Complete,C Schneider,,,,G. Christenson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
8,Wisconsin Lutheran,D,WLC,1,,1.0,7.0,1.0,10.0,22.0,Take A Shot,Pass,Complete,12.0,,Nick Yockey,Complete,Jordan Jewell,,,,Troy Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
9,Wisconsin Lutheran,D,WLC,1,,1.0,8.0,1.0,10.0,10.0,Red Zone,Pass,Incomplete,0.0,,Nick Yockey,Incomplete,Chris White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
10,Wisconsin Lutheran,D,WLC,1,,1.0,9.0,2.0,10.0,10.0,Red Zone,Run,Rush,9.0,Justin Parbs,,,,,,,Josiah McDermit,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,15:00,1800,0,0,0,3,3,3,holding,WLC,Seth Voeller,,,,10.0
