PLAY #,OPP TEAM,ODK,OFF TEAM,QTR,OT #,SERIES,SERIES #,DN,DIST,YARD LN,FIELD ZONE,PLAY TYPE,RESULT,GN/LS,RUSHER PBP,PASSER PBP,PASS RESULT,PASS TARGET PBP,BROKEN UP BY PBP,INTERCEPTED BY PBP,HURRIED BY PBP,TACKLER1 PBP,TACKLER2 PBP,FUMBLE,FUMBLED BY PBP,FORCED BY PBP,RECOVER TEAM,RECOVERED BY PBP,RETURNER PBP,RETURN YDS,RETURN TO,KICKER PBP,KICK YDS,KICK TO,KICK RESULT,ON-SIDE KICK,PUNTER PBP,PUNT YDS,PUNT TO,PUNT RESULT,BLOCKED BY PBP,PK,FG DIST,FG RESULT,XP RESULT,2 PT RESULT,TAKEN BY,FIRST DOWN,TOUCHDOWN,NO PLAY,NULLIFIED,SAFETY,SERIES END,TIME STAMP,TIME LEFT,OFF SCORE,DEF SCORE,SCORE DIFF,TOL,OFF TOL,DEF TOL,PENALTY1,PEN TEAM1,AGAINST1,PENALTY2,PEN TEAM2,AGAINST2,PENALTY YDS
1,St. Scholastica,K,CSS,1,,,,,,,,KO Rec,Return,,,,,,,,,Wyatt Lahr,,,,,,,Troy Feddema,25,40.0,Kyle Oswald,50.0,15.0,Return,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
2,St. Scholastica,O,SJU,1,,1.0,1.0,0.0,10.0,-40.0,Gold Zone,Run,Rush,4.0,Henry Trost,,,,,,,Tandrell Foster,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,14:53,1793,0,0,0,3,3,3,offside defense,CSS,Richie Rodney,,,,5.0
3,St. Scholastica,O,SJU,1,,1.0,2.0,1.0,5.0,-45.0,Go Zone,Pass,Complete,21.0,,Backes RE,Complete,Matt Mohr,,,,Jake Kukowski,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,14:53,1793,0,0,0,3,3,3,unsportsmanlike conduct,CSS,Anthony Vo,,,,15.0
4,St. Scholastica,O,SJU,1,,1.0,3.0,1.0,10.0,19.0,Red Zone High,Pass,Complete,12.0,,Backes RE,Complete,Ravi Alston,,,,Jalen Davis,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,14:53,1793,0,0,0,3,3,3,,,,,,,
5,St. Scholastica,O,SJU,1,,1.0,4.0,1.0,7.0,7.0,Red Zone,Run,Rush,6.0,Henry Trost,,,,,,,Tandrell Foster,Jake Kukowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:53,1793,0,0,0,3,3,3,,,,,,,
6,St. Scholastica,O,SJU,1,,1.0,5.0,2.0,1.0,1.0,Red Zone Low,Pass,Complete,1.0,,Backes middle,Complete,Matt Mohr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,14:53,1793,0,0,0,3,3,3,,,,,,,
7,St. Scholastica,O,SJU,1,,1.0,6.0,0.0,3.0,3.0,Red Zone Low,Pass,No Good,,,Nick VanErp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Good,,,,,,,TD,12:59,1679,6,0,6,3,3,3,,,,,,,
8,St. Scholastica,K,SJU,1,,,,1.0,-35.0,-35.0,Gold Zone,KO,Out of bounds,,,,,,,,,,,,,,,,,,,Conor Pavelko,60.0,5.0,Out of bounds,,,,,,,,,,,,,,,,,,,12:59,1679,6,0,6,3,3,3,,,,,,,
9,St. Scholastica,D,CSS,1,,1.0,1.0,0.0,10.0,-35.0,Gold Zone,Pass,Complete,5.0,,,Complete,Mitchell Adrian,,,,Mateo Cisneros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:59,1679,0,6,6,3,3,3,,,,,,,
10,St. Scholastica,D,CSS,1,,1.0,2.0,2.0,5.0,-40.0,Gold Zone,Run,Rush,-1.0,Bryc Butkiewicz,,,,,,,Carter Seymour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:59,1679,0,6,6,3,3,3,,,,,,,
