PLAY #,OPP TEAM,ODK,OFF TEAM,QTR,OT #,SERIES,SERIES #,DN,DIST,YARD LN,FIELD ZONE,PLAY TYPE,RESULT,GN/LS,RUSHER PBP,PASSER PBP,PASS RESULT,PASS TARGET PBP,BROKEN UP BY PBP,INTERCEPTED BY PBP,HURRIED BY PBP,TACKLER1 PBP,TACKLER2 PBP,FUMBLE,FUMBLED BY PBP,FORCED BY PBP,RECOVER TEAM,RECOVERED BY PBP,RETURNER PBP,RETURN YDS,RETURN TO,KICKER PBP,KICK YDS,KICK TO,KICK RESULT,ON-SIDE KICK,PUNTER PBP,PUNT YDS,PUNT TO,PUNT RESULT,BLOCKED BY PBP,PK,FG DIST,FG RESULT,XP RESULT,2 PT RESULT,TAKEN BY,FIRST DOWN,TOUCHDOWN,NO PLAY,NULLIFIED,SAFETY,SERIES END,TIME STAMP,TIME LEFT,OFF SCORE,DEF SCORE,SCORE DIFF,TOL,OFF TOL,DEF TOL,PENALTY1,PEN TEAM1,AGAINST1,PENALTY2,PEN TEAM2,AGAINST2,PENALTY YDS
1,Lake Forest College,K,LFC,1,,,,,,,,KO Rec,Return,,,,,,,,,Kobee Marion,,,,,,,Nick VanErp,21,25.0,Danny Baker,61.0,4.0,Return,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
2,Lake Forest College,O,SJU,1,,1.0,1.0,0.0,10.0,-25.0,Coming Out,Pass,Incomplete,0.0,,Backes RE,Incomplete,Ravi Alston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:55,1795,0,0,0,3,3,3,,,,,,,
3,Lake Forest College,O,SJU,1,,1.0,2.0,2.0,10.0,-25.0,Coming Out,Run,Rush,3.0,Henry Trost,,,,,,,Gavin Stapley,Trenton Brail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:55,1795,0,0,0,3,3,3,,,,,,,
4,Lake Forest College,O,SJU,1,,1.0,3.0,3.0,7.0,-28.0,Gold Zone,Pass,Incomplete,0.0,,Backes LE,Incomplete,Jimmy Buck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,14:55,1795,0,0,0,3,3,3,,,,,,,
5,Lake Forest College,K,SJU,1,,,,4.0,7.0,-28.0,Gold Zone,Punt,Return,,,,,,,,,Hayden Sanders,,,,,,,,10,47.0,,,,,,Spencer Ell,35.0,37.0,Return,,,,,,,,,,,,,,14:55,1795,0,0,0,3,3,3,,,,,,,
6,Lake Forest College,D,LFC,1,,1.0,1.0,0.0,10.0,-47.0,Go Zone,Run,Rush,3.0,Damon Bonds,,,,,,,Carter Seymour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:49,1729,0,0,0,3,3,3,,,,,,,
7,Lake Forest College,D,LFC,1,,1.0,2.0,2.0,7.0,-50.0,Go Zone,Pass,Sack,-12.0,,Tre Stewart,Sack,,,,,Michael Wozniak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:49,1729,0,0,0,3,3,3,,,,,,,
8,Lake Forest College,,LFC,1,,,,3.0,19.0,-38.0,Gold Zone,Timeout,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lake Forest College,,,,,,,13:49,1729,0,0,0,3,3,3,,,,,,,
9,Lake Forest College,D,LFC,1,,1.0,3.0,3.0,19.0,-38.0,Gold Zone,Pass,Incomplete,0.0,,,Incomplete,Trevor Land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,12:21,1641,0,0,0,3,2,3,,,,,,,
10,Lake Forest College,K,LFC,1,,,,4.0,19.0,-38.0,Gold Zone,Punt Rec,Fair Catch,,,,,,,,,,,,,,,,,,,,,,,,Logan Persson,32.0,30.0,Fair Catch,,,,,,,,,,,,,,12:21,1641,0,0,0,3,2,3,,,,,,,
