PLAY #,OPP TEAM,ODK,OFF TEAM,QTR,OT #,SERIES,SERIES #,DN,DIST,YARD LN,FIELD ZONE,PLAY TYPE,RESULT,GN/LS,RUSHER PBP,RUSH DIRECTION,PASSER PBP,PASS DEPTH,PASS DIRECTION,PASS RESULT,PASS TARGET PBP,BROKEN UP BY PBP,INTERCEPTED BY PBP,HURRIED BY PBP,TACKLER1 PBP,TACKLER2 PBP,FUMBLE,FUMBLED BY PBP,FORCED BY PBP,RECOVER TEAM,RECOVERED BY PBP,RETURNER PBP,RETURN YDS,RETURN TO,KICKER PBP,KICK YDS,KICK TO,KICK RESULT,ON-SIDE KICK,PUNTER PBP,PUNT YDS,PUNT TO,PUNT RESULT,BLOCKED BY PBP,PK,FG DIST,FG RESULT,XP RESULT,2 PT RESULT,TAKEN BY,FIRST DOWN,TOUCHDOWN,NO PLAY,NULLIFIED,SAFETY,SERIES END,TIME STAMP,TIME LEFT,OFF SCORE,DEF SCORE,SCORE DIFF,TOL,OFF TOL,DEF TOL,PENALTY1,PEN TEAM1,AGAINST1,PENALTY2,PEN TEAM2,AGAINST2,PENALTY YDS
1,Ripon,K,RIP,1,,,,,,,,KO Rec,Return,,,,,,,,,,,,Erik Flores,,,,,,,Hunter Anderson,31,48.0,Erik Flores,48.0,17.0,Return,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
2,Ripon,O,KNO,1,,1.0,1.0,0.0,10.0,-48.0,Go Zone,Run,Rush,2.0,Kaile Williams,right,,,,,,,,,Damean Netzler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:54,1794,0,0,0,3,3,3,,,,,,,
3,Ripon,O,KNO,1,,1.0,2.0,2.0,8.0,-50.0,Go Zone,Run,Rush,3.0,Sam Walker,middle,,,,,,,,,Damean Netzler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:54,1794,0,0,0,3,3,3,,,,,,,
4,Ripon,O,KNO,1,,1.0,3.0,3.0,5.0,47.0,Go Zone,Pass,Incomplete,0.0,,,Kaile Williams,short,right,Incomplete,Trevor Geggie,,,Dylon Ross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,14:54,1794,0,0,0,3,3,3,,,,,,,
5,Ripon,K,KNO,1,,,,4.0,5.0,47.0,Go Zone,Punt,Fair Catch,,,,,,,,,,,,,,,,,,,,,,,,,,,Preston Lade,32.0,15.0,Fair Catch,,,,,,,,,,,,,,14:54,1794,0,0,0,3,3,3,,,,,,,
6,Ripon,D,RIP,1,,1.0,1.0,0.0,10.0,-15.0,Coming Out,Run,Rush,13.0,Cormac Madigan,middle,,,,,,,,,Cade Cosson,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,13:19,1699,0,0,0,3,3,3,,,,,,,
7,Ripon,D,RIP,1,,1.0,2.0,1.0,10.0,-28.0,Gold Zone,Run,Rush,72.0,Cormac Madigan,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,13:19,1699,0,0,0,3,3,3,,,,,,,
8,Ripon,D,RIP,1,,1.0,3.0,0.0,3.0,3.0,Red Zone Low,Run,No Good,,Chase Flink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Good,,,,,,,TD,12:35,1655,6,0,-6,3,3,3,,,,,,,
9,Ripon,K,RIP,1,,,,1.0,10.0,-35.0,Gold Zone,KO Rec,Return,,,,,,,,,,,,Matt Johnson,,,,,,,Kendall Ballman,17,27.0,Erik Flores,55.0,10.0,Return,,,,,,,,,,,,,,,,,,,12:35,1655,6,0,-6,3,3,3,,,,,,,
10,Ripon,O,KNO,1,,2.0,1.0,0.0,10.0,-27.0,Gold Zone,Run,Rush,0.0,Sam Walker,middle,,,,,,,,,Desmond Murphy,Quincy DiLoreto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:30,1650,0,6,-6,3,3,3,,,,,,,
11,Ripon,O,KNO,1,,2.0,2.0,2.0,10.0,-27.0,Gold Zone,Run,Rush,3.0,Kaile Williams,left,,,,,,,,,Dylon Ross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:30,1650,0,6,-6,3,3,3,,,,,,,
12,Ripon,O,KNO,1,,2.0,3.0,3.0,7.0,-30.0,Gold Zone,Pass,Incomplete,0.0,,,Kaile Williams,short,left,Incomplete,Tyler Elfering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,12:30,1650,0,6,-6,3,3,3,,,,,,,
13,Ripon,K,KNO,1,,,,4.0,7.0,-30.0,Gold Zone,Punt,Return,,,,,,,,,,,,Niko Powe,,,,,,,Tiegan Bothun,13,45.0,,,,,,Preston Lade,38.0,32.0,Return,,,,,,,,,,,,,,12:30,1650,0,6,-6,3,3,3,,,,,,,
14,Ripon,D,RIP,1,,2.0,1.0,0.0,10.0,-45.0,Go Zone,Run,Rush,3.0,Cormac Madigan,middle,,,,,,,,,Cade Cosson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:51,1551,6,0,-6,3,3,3,,,,,,,
15,Ripon,D,RIP,1,,2.0,2.0,2.0,7.0,-48.0,Go Zone,Run,Rush,2.0,Cormac Madigan,middle,,,,,,,,,Lucas Cruz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:51,1551,6,0,-6,3,3,3,,,,,,,
16,Ripon,D,RIP,1,,2.0,3.0,3.0,5.0,-50.0,Go Zone,Pass,Complete,15.0,,,Jarrett Zibert,deep,middle,Complete,Cormac Madigan,,,,Liam Gallagher,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,10:51,1551,6,0,-6,3,3,3,,,,,,,
17,Ripon,D,RIP,1,,2.0,4.0,1.0,10.0,35.0,Take A Shot,Run,Rush,-5.0,Jarrett Zibert,middle,,,,,,,,,Lucas Cruz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:51,1551,6,0,-6,3,3,3,,,,,,,
18,Ripon,D,RIP,1,,2.0,5.0,2.0,15.0,40.0,Go Zone,Pass,Complete,11.0,,,Jarrett Zibert,deep,middle,Complete,Kaipo Magsayo,,,,Liam Gallagher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:51,1551,6,0,-6,3,3,3,,,,,,,
19,Ripon,,RIP,1,,,,3.0,4.0,29.0,Take A Shot,Timeout,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ripon,,,,,,,10:51,1551,6,0,-6,3,3,3,,,,,,,
20,Ripon,D,RIP,1,,2.0,6.0,3.0,4.0,29.0,Take A Shot,Run,Rush,3.0,Cormac Madigan,middle,,,,,,,,,Ean Rau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:29,1349,6,0,-6,3,2,3,,,,,,,
21,Ripon,D,RIP,1,,2.0,7.0,4.0,1.0,26.0,Take A Shot,Run,Rush,2.0,Jarrett Zibert,middle,,,,,,,,,Davis Brumbaugh,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,07:29,1349,6,0,-6,3,2,3,,,,,,,
22,Ripon,D,RIP,1,,2.0,8.0,1.0,10.0,24.0,Take A Shot,Pass,Complete,21.0,,,Jarrett Zibert,deep,left,Complete,Parker Campana,,,,Kendall Ballman,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,07:29,1349,6,0,-6,3,2,3,,,,,,,
23,Ripon,D,RIP,1,,2.0,9.0,1.0,3.0,3.0,Red Zone Low,Pass,Incomplete,0.0,,,Jarrett Zibert,short,left,Incomplete,Kaipo Magsayo,Isaac Mora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:29,1349,6,0,-6,3,2,3,,,,,,,
24,Ripon,D,RIP,1,,2.0,10.0,2.0,3.0,3.0,Red Zone Low,Run,Rush,0.0,Cormac Madigan,middle,,,,,,,,,T.J. Nehls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:29,1349,6,0,-6,3,2,3,,,,,,,
25,Ripon,D,RIP,1,,2.0,11.0,3.0,3.0,3.0,Red Zone Low,Pass,Complete,3.0,,,Jarrett Zibert,short,left,Complete,Kaipo Magsayo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,TD,07:29,1349,6,0,-6,3,2,3,,,,,,,
26,Ripon,K,RIP,1,,,,1.0,3.0,3.0,Red Zone Low,Extra Pt. Block,Good,,,,,,,,,,,,Chase H: Flink,,,,,,,,,,,,,,,,,,,,Erik Flores,,,Good,,,,,,,,,05:30,1230,12,0,-12,3,2,3,,,,,,,
27,Ripon,K,RIP,1,,,,1.0,10.0,-35.0,Gold Zone,KO Rec,Return,,,,,,,,,,,,Matt Johnson,,,,,,,Trevor Geggie,18,30.0,Erik Flores,53.0,12.0,Return,,,,,,,,,,,,,,,,,,,05:30,1230,13,0,-13,3,2,3,,,,,,,
