PLAY #,OPP TEAM,ODK,OFF TEAM,QTR,OT #,SERIES,SERIES #,DN,DIST,YARD LN,PLAY TYPE,RESULT,GN/LS,RUSHER,PASSER,PASS RESULT,PASS TARGET,BROKEN UP BY,INTERCEPTED BY,HURRIED BY,TACKLER1,TACKLER2,FUMBLE,FUMBLED BY,FORCED BY,RECOVER TEAM,RECOVERED BY,RETURNER,RETURN YDS,RETURN TO,KICKER,KICK YDS,KICK TO,KICK RESULT,PUNTER,PUNT YDS,PUNT TO,PUNT RESULT,BLOCKED BY,PK,FG DIST,FG RESULT,XP RESULT,2 PT RESULT,TAKEN BY,FIRST DOWN,TOUCHDOWN,NO PLAY,NULLIFIED,SAFETY,SERIES END,TIME STAMP,TIME LEFT,OFF SCORE,DEF SCORE,SCORE DIFF,TOL,OFF TOL,DEF TOL,PENALTY1,PEN TEAM1,AGAINST1,PENALTY2,PEN TEAM2,AGAINST2,PENALTY YDS
1,Lycoming,K,WUFB,1,,,,,,,KO,Return,,,,,,,,,R. Travis,,,,,,,Tyjah During,21,36.0,A. Orlando,50.0,15.0,Return,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
2,Lycoming,D,LYCO,1,,1.0,1.0,0.0,10.0,-36.0,Run,Rush,-3.0,Tyjah During,,,,,,,K. Redmond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
3,Lycoming,D,LYCO,1,,1.0,2.0,2.0,13.0,-33.0,Pass,Complete,3.0,,Elijah Shemory,Complete,Matt Jaeger,,,,D. Gazzola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
4,Lycoming,D,LYCO,1,,1.0,3.0,3.0,10.0,-36.0,Pass,Incomplete,0.0,,Elijah Shemory,Incomplete,Brandon Timothy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,15:00,1800,0,0,0,3,3,3,,,,,,,
5,Lycoming,K,LYCO,1,,,,4.0,10.0,-36.0,Punt Ret,,,,,,,,,,,,,,,,,,,,,,,,Michael Coe,31.0,33.0,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
6,Lycoming,O,WUFB,1,,1.0,1.0,0.0,10.0,-33.0,Run,Rush,1.0,E. Jules,,,,,,,Sam Pittsman,David Tomb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:28,1708,0,0,0,3,3,3,,,,,,,
7,Lycoming,O,WUFB,1,,1.0,2.0,2.0,9.0,-34.0,Run,Rush,33.0,J. Tabora,,,,,,,Austin Rowley,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,13:28,1708,0,0,0,3,3,3,,,,,,,
8,Lycoming,O,WUFB,1,,1.0,3.0,1.0,10.0,33.0,Run,Rush,7.0,E. Jules,,,,,,,Cole Senior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:28,1708,0,0,0,3,3,3,,,,,,,
9,Lycoming,O,WUFB,1,,1.0,4.0,2.0,3.0,26.0,Run,Rush,7.0,E. Jules,,,,,,,Austin Rowley,C. Witherite,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,13:28,1708,0,0,0,3,3,3,,,,,,,
10,Lycoming,O,WUFB,1,,1.0,5.0,1.0,10.0,19.0,Run,Rush,3.0,E. Jules,,,,,,,Cole Senior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:28,1708,0,0,0,3,3,3,,,,,,,
