PLAY #,OPP TEAM,ODK,OFF TEAM,QTR,OT #,SERIES,SERIES #,DN,DIST,YARD LN,PLAY TYPE,RESULT,GN/LS,RUSHER,PASSER,PASS RESULT,PASS TARGET,BROKEN UP BY,INTERCEPTED BY,HURRIED BY,TACKLER1,TACKLER2,FUMBLE,FUMBLED BY,FORCED BY,RECOVER TEAM,RECOVERED BY,RETURNER,RETURN YDS,RETURN TO,KICKER,KICK YDS,KICK TO,KICK RESULT,PUNTER,PUNT YDS,PUNT TO,PUNT RESULT,BLOCKED BY,PK,FG DIST,FG RESULT,XP RESULT,2 PT RESULT,TAKEN BY,FIRST DOWN,TOUCHDOWN,NO PLAY,NULLIFIED,SAFETY,SERIES END,TIME STAMP,TIME LEFT,OFF SCORE,DEF SCORE,SCORE DIFF,TOL,OFF TOL,DEF TOL,PENALTY1,PEN TEAM1,AGAINST1,PENALTY2,PEN TEAM2,AGAINST2,PENALTY YDS
1,Stevenson,K,STE,1,,,,,,,KO Ret,Out of bounds,,,,,,,,,,,,,,,,,,,Zachary Rutsch,61.0,4.0,Out of bounds,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,illegal kicking,WUFB,,,,,31.0
2,Stevenson,O,WUFB,1,,1.0,1.0,0.0,10.0,-35.0,Pass,Complete,4.0,,J. Tabora,Complete,J. Schweizerhof,,,,Brennen Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
3,Stevenson,O,WUFB,1,,1.0,2.0,2.0,6.0,-39.0,Run,Rush,4.0,J. Tabora,,,,,,,Jason Scott,J. Siegenthaler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
4,Stevenson,O,WUFB,1,,1.0,3.0,3.0,2.0,-43.0,Pass,Complete,7.0,,J. Tabora,Complete,K. Reed,,,,Garston Banks,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
5,Stevenson,O,WUFB,1,,1.0,4.0,1.0,10.0,-50.0,Run,Rush,27.0,J. Tabora,,,,,,,Jacob Baytoff,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
6,Stevenson,O,WUFB,1,,1.0,5.0,1.0,10.0,23.0,Pass,Complete,7.0,,J. Tabora,Complete,J. Schweizerhof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
7,Stevenson,O,WUFB,1,,1.0,6.0,2.0,3.0,16.0,Run,Rush,0.0,K. Reed,,,,,,,J. Siegenthaler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
8,Stevenson,O,WUFB,1,,1.0,7.0,3.0,3.0,16.0,Run,Rush,-2.0,J. Tabora,,,,,,,Sean Sullivan,Mario McIntyre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
9,Stevenson,O,WUFB,1,,1.0,8.0,4.0,5.0,18.0,Run,Rush,1.0,J. Tabora,,,,,,,J. Siegenthaler,Jason Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Downs,15:00,1800,0,0,0,3,3,3,,,,,,,
10,Stevenson,D,STE,1,,1.0,1.0,0.0,10.0,-17.0,Run,Rush,10.0,Maurice Hammond,,,,,,,N. Gazzola,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,10:05,1505,0,0,0,3,3,3,,,,,,,
