PLAY #,OPP TEAM,ODK,OFF TEAM,QTR,OT #,SERIES,SERIES #,DN,DIST,YARD LN,PLAY TYPE,RESULT,GN/LS,RUSHER,PASSER,PASS RESULT,PASS TARGET,BROKEN UP BY,INTERCEPTED BY,HURRIED BY,TACKLER1,TACKLER2,FUMBLE,FUMBLED BY,FORCED BY,RECOVER TEAM,RECOVERED BY,RETURNER,RETURN YDS,RETURN TO,KICKER,KICK YDS,KICK TO,KICK RESULT,PUNTER,PUNT YDS,PUNT TO,PUNT RESULT,BLOCKED BY,PK,FG DIST,FG RESULT,XP RESULT,2 PT RESULT,TAKEN BY,FIRST DOWN,TOUCHDOWN,NO PLAY,NULLIFIED,SAFETY,SERIES END,TIME STAMP,TIME LEFT,OFF SCORE,DEF SCORE,SCORE DIFF,TOL,OFF TOL,DEF TOL,PENALTY1,PEN TEAM1,AGAINST1,PENALTY2,PEN TEAM2,AGAINST2,PENALTY YDS
1,Lycoming,K,LYCO,1,,,,,,,KO Ret,Return,,,,,,,,,Daniel Jennings,,,,,,,Zay Brooks,28,31.0,Ian Plankenhorn,62.0,3.0,Return,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
2,Lycoming,O,URSINUS,1,,1.0,1.0,0.0,10.0,-31.0,Run,Rush,4.0,Samuel Ragland,,,,,,,Austin Rowley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
3,Lycoming,O,URSINUS,1,,1.0,2.0,2.0,6.0,-35.0,Pass,Complete,12.0,,Jack Psenicska,Complete,Zachary Throne,,,,Austin Rowley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
4,Lycoming,,URSINUS,1,,,,1.0,10.0,-47.0,Penalty,Penalty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,false start,URSINUS,Timothy McNally,,,,5.0
5,Lycoming,O,URSINUS,1,,1.0,3.0,1.0,15.0,-42.0,Run,Rush,7.0,Samuel Ragland,,,,,,,Cole Senior,Austin Rowley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
6,Lycoming,O,URSINUS,1,,1.0,4.0,2.0,8.0,-49.0,Pass,Incomplete,0.0,,Jack Psenicska,Incomplete,Samuel Ragland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
7,Lycoming,O,URSINUS,1,,1.0,5.0,3.0,8.0,-49.0,Run,Rush,9.0,Jack Psenicska,,,,,,,Sam Pittsman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
8,Lycoming,O,URSINUS,1,,1.0,6.0,1.0,10.0,42.0,Run,Rush,4.0,Samuel Ragland,,,,,,,Cole Senior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
9,Lycoming,O,URSINUS,1,,1.0,7.0,2.0,6.0,38.0,Run,Rush,2.0,Michael D'Amico,,,,,,,Cole Senior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
10,Lycoming,O,URSINUS,1,,1.0,8.0,3.0,4.0,36.0,Pass,Incomplete,0.0,,Jack Psenicska,Incomplete,Kevin DePrince,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
11,Lycoming,O,URSINUS,1,,1.0,9.0,4.0,4.0,36.0,Pass,Complete,14.0,,Jack Psenicska,Complete,Kevin DePrince,,,,Hunter Campbell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
12,Lycoming,O,URSINUS,1,,1.0,10.0,1.0,10.0,22.0,Pass,Incomplete,0.0,,Jack Psenicska,Incomplete,Kevin DePrince,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
13,Lycoming,O,URSINUS,1,,1.0,11.0,2.0,10.0,22.0,Pass,Incomplete,0.0,,Jack Psenicska,Incomplete,Nick Schnaars,,,,C. Witherite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
14,Lycoming,O,URSINUS,1,,1.0,12.0,3.0,10.0,22.0,Pass,Complete,8.0,,Jack Psenicska,Complete,Zachary Throne,,,,Titus Johnson,Hunter Campbell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
15,Lycoming,O,URSINUS,1,,1.0,13.0,4.0,2.0,14.0,Run,Rush,2.0,Samuel Ragland,,,,,,,Kevin Gianoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
16,Lycoming,O,URSINUS,1,,1.0,14.0,1.0,10.0,12.0,Run,Rush,9.0,Samuel Ragland,,,,,,,G.Bryant-Lopez,Cole Senior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
17,Lycoming,,URSINUS,1,,,,2.0,1.0,3.0,Timeout,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lycoming,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
18,Lycoming,O,URSINUS,1,,1.0,15.0,2.0,1.0,3.0,Run,Rush,3.0,Samuel Ragland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,TD,08:37,1417,0,0,0,3,3,2,,,,,,,
19,Lycoming,K,URSINUS,1,,,,,,,Extra Pt.,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dakota Wherrity,,,Good,,,,,,,,,08:32,1412,6,0,6,3,3,2,,,,,,,
20,Lycoming,K,URSINUS,1,,,,,,,KO,Return,,,,,,,,,Zack Smith,,,,,,,Tyjah During,21,29.0,Dakota Wherrity,57.0,8.0,Return,,,,,,,,,,,,,,,,,,08:32,1412,7,0,7,3,3,2,,,,,,,
21,Lycoming,D,LYCO,1,,1.0,1.0,0.0,10.0,-29.0,Run,Rush,6.0,Kyle Powell,,,,,,,Julian Jones,Jonathan Klee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:24,1404,0,7,7,3,2,3,,,,,,,
22,Lycoming,D,LYCO,1,,1.0,2.0,2.0,4.0,-35.0,Pass,Complete,4.0,,Elijah Shemory,Complete,Kyle Powell,,,,Jonathan Klee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:24,1404,0,7,7,3,2,3,,,,,,,
23,Lycoming,D,LYCO,1,,1.0,3.0,1.0,10.0,-39.0,Run,Rush,3.0,Kyle Powell,,,,,,,Jack Ginley III,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,08:24,1404,0,7,7,3,2,3,off,URSINUS,,,,,5.0
24,Lycoming,D,LYCO,1,,1.0,4.0,1.0,5.0,-44.0,Run,Rush,-4.0,TEAM,,,,,,,,,True,TEAM,,URSINUS,A. Reginelli,,,,,,,,,,,,,,,,,,,,,,,,Fumble,08:24,1404,0,7,7,3,2,3,,,,,,,
25,Lycoming,O,URSINUS,1,,2.0,1.0,0.0,10.0,37.0,Pass,Incomplete,0.0,,Jack Psenicska,Incomplete,Dash Dulgerian,,,,J. Cooper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:55,1315,7,0,7,3,3,2,,,,,,,
26,Lycoming,O,URSINUS,1,,2.0,2.0,2.0,10.0,37.0,Pass,Incomplete,0.0,,Jack Psenicska,Incomplete,Kevin DePrince,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:55,1315,7,0,7,3,3,2,,,,,,,
27,Lycoming,O,URSINUS,1,,2.0,3.0,3.0,10.0,37.0,Pass,Incomplete,0.0,,Jack Psenicska,Incomplete,O. Carter,,,,Hunter Campbell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,06:55,1315,7,0,7,3,3,2,,,,,,,
28,Lycoming,K,URSINUS,1,,,,4.0,10.0,37.0,Punt,,,,,,,,,,,,,,,,,,,,,,,,Billy Cook,17.0,20.0,,,,,,,,,,,,,,,06:55,1315,7,0,7,3,3,2,,,,,,,
29,Lycoming,D,LYCO,1,,2.0,1.0,0.0,10.0,-20.0,Run,Rush,-4.0,Elijah Shemory,,,,,,,A. Reginelli,,True,Elijah Shemory,,LYCO,Elijah Shemory,,,,,,,,,,,,,,,,,,,,,,,,,06:25,1285,0,7,7,3,2,3,,,,,,,
30,Lycoming,D,LYCO,1,,2.0,2.0,2.0,15.0,-15.0,Pass,Complete,0.0,,Elijah Shemory,Complete,Jacob Fimbres,,,,Ryan DiVergilis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:25,1285,0,7,7,3,2,3,,,,,,,
31,Lycoming,D,LYCO,1,,2.0,3.0,3.0,15.0,-15.0,Run,Rush,85.0,Joey Guida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,TD,06:25,1285,0,7,7,3,2,3,,,,,,,
32,Lycoming,K,LYCO,1,,,,,,,Extra Pt. Block,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ian Plankenhorn,,,Good,,,,,,,,,04:58,1198,6,7,1,3,2,3,off,URSINUS,,,,,
33,Lycoming,K,LYCO,1,,,,,,,KO Ret,Return,,,,,,,,,Braden Mehlig,,,,,,,Zay Brooks,15,20.0,Ian Plankenhorn,60.0,5.0,Return,,,,,,,,,,,,,,,,,,04:58,1198,7,7,0,3,2,3,holding,URSINUS,,,,,10.0
34,Lycoming,O,URSINUS,1,,3.0,1.0,0.0,10.0,-10.0,Run,Rush,3.0,Michael D'Amico,,,,,,,G.Bryant-Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04:50,1190,7,7,0,3,3,2,,,,,,,
35,Lycoming,O,URSINUS,1,,3.0,2.0,2.0,7.0,-13.0,Run,Rush,-5.0,Samuel Ragland,,,,,,,C. Witherite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04:50,1190,7,7,0,3,3,2,,,,,,,
36,Lycoming,O,URSINUS,1,,3.0,3.0,3.0,12.0,-8.0,Pass,Complete,22.0,,Jack Psenicska,Complete,Billy Cook,,,,Austin Rowley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04:50,1190,7,7,0,3,3,2,,,,,,,
37,Lycoming,O,URSINUS,1,,3.0,4.0,1.0,10.0,-30.0,Pass,Complete,6.0,,Jack Psenicska,Complete,Samuel Ragland,,,,Hunter Campbell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04:50,1190,7,7,0,3,3,2,,,,,,,
38,Lycoming,O,URSINUS,1,,3.0,5.0,2.0,4.0,-36.0,Run,Rush,8.0,Samuel Ragland,,,,,,,Kevin Gianoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04:50,1190,7,7,0,3,3,2,,,,,,,
39,Lycoming,O,URSINUS,1,,3.0,6.0,1.0,10.0,-44.0,Pass,Sack,-4.0,,Jack Psenicska,Sack,,,,,Cole Senior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04:50,1190,7,7,0,3,3,2,,,,,,,
