PLAY #,OPP TEAM,ODK,OFF TEAM,QTR,OT #,SERIES,SERIES #,DN,DIST,YARD LN,PLAY TYPE,RESULT,GN/LS,RUSHER,PASSER,PASS RESULT,PASS TARGET,BROKEN UP BY,INTERCEPTED BY,HURRIED BY,TACKLER1,TACKLER2,FUMBLE,FUMBLED BY,FORCED BY,RECOVER TEAM,RECOVERED BY,RETURNER,RETURN YDS,RETURN TO,KICKER,KICK YDS,KICK TO,KICK RESULT,PUNTER,PUNT YDS,PUNT TO,PUNT RESULT,BLOCKED BY,PK,FG DIST,FG RESULT,XP RESULT,2 PT RESULT,TAKEN BY,FIRST DOWN,TOUCHDOWN,NO PLAY,NULLIFIED,SAFETY,SERIES END,TIME STAMP,TIME LEFT,OFF SCORE,DEF SCORE,SCORE DIFF,TOL,OFF TOL,DEF TOL,PENALTY1,PEN TEAM1,AGAINST1,PENALTY2,PEN TEAM2,AGAINST2,PENALTY YDS
1,Gettysburg,K,GCFB,1,,,,,,,KO Ret,Return,,,,,,,,,Will McIntyre,,,,,,,Zay Brooks,22,28.0,Doug Cummings,59.0,6.0,Return,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
2,Gettysburg,O,URSINUS,1,,1.0,1.0,0.0,10.0,-28.0,Pass,Complete,7.0,,Jack Psenicska,Complete,Zachary Throne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
3,Gettysburg,O,URSINUS,1,,1.0,2.0,2.0,3.0,-35.0,Run,Rush,3.0,Samuel Ragland,,,,,,,Tommy  Megna,Jr. R. Cardaci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
4,Gettysburg,O,URSINUS,1,,1.0,3.0,1.0,10.0,-38.0,Pass,Complete,54.0,,Jack Psenicska,Complete,Kevin DePrince,,,,Matt Mikulka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
5,Gettysburg,O,URSINUS,1,,1.0,4.0,1.0,8.0,8.0,Run,Rush,8.0,Samuel Ragland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,TD,15:00,1800,0,0,0,3,3,3,,,,,,,
6,Gettysburg,K,URSINUS,1,,,,,,,Extra Pt.,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dakota Wherrity,,,Good,,,,,,,,,13:22,1702,6,0,6,3,3,3,,,,,,,
7,Gettysburg,K,URSINUS,1,,,,,,,KO,Return,,,,,,,,,Bailey Delp,William Tatlong,,,,,,Mike Vigliano,11,11.0,Dakota Wherrity,65.0,0.0,Return,,,,,,,,,,,,,,,,,,13:22,1702,7,0,7,3,3,3,,,,,,,
8,Gettysburg,D,GCFB,1,,1.0,1.0,0.0,10.0,-11.0,Pass,Incomplete,0.0,,Logan Edmond,Incomplete,Sal DeBenedetto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:22,1702,0,7,7,3,3,3,,,,,,,
9,Gettysburg,D,GCFB,1,,1.0,2.0,2.0,10.0,-11.0,Run,Rush,3.0,,,,,,,,Anthony Reginel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:22,1702,0,7,7,3,3,3,,,,,,,
10,Gettysburg,D,GCFB,1,,1.0,3.0,3.0,7.0,-14.0,Pass,Complete,39.0,,Logan Edmond,Complete,Sal DeBenedetto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,13:22,1702,0,7,7,3,3,3,holding,GCFB,Jacob Kezmarsky,,,,6.0
11,Gettysburg,D,GCFB,1,,1.0,4.0,3.0,13.0,-8.0,Run,Rush,4.0,,,,,,,,Jonathan Klee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,13:22,1702,0,7,7,3,3,3,,,,,,,
12,Gettysburg,K,GCFB,1,,,,4.0,9.0,-12.0,Punt Ret,,,,,,,,,,,,,,,,,,,,,,,,Doug Cummings,50.0,38.0,,,,,,,,,,,,,,,13:22,1702,0,7,7,3,3,3,,,,,,,
13,Gettysburg,O,URSINUS,1,,2.0,1.0,0.0,10.0,-38.0,Pass,Incomplete,0.0,,Jack Psenicska,Incomplete,Dash Dulgerian,,,,Alex Raimondo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:03,1563,7,0,7,3,3,3,,,,,,,
14,Gettysburg,O,URSINUS,1,,2.0,2.0,2.0,10.0,-38.0,Pass,Incomplete,0.0,,Jack Psenicska,Incomplete,Octavious Carte,,,,Von Musgrove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:03,1563,7,0,7,3,3,3,,,,,,,
