PLAY #,OPP TEAM,ODK,OFF TEAM,QTR,OT #,SERIES,SERIES #,DN,DIST,YARD LN,PLAY TYPE,RESULT,GN/LS,RUSHER,PASSER,PASS RESULT,PASS TARGET,BROKEN UP BY,INTERCEPTED BY,HURRIED BY,TACKLER1,TACKLER2,FUMBLE,FUMBLED BY,FORCED BY,RECOVER TEAM,RECOVERED BY,RETURNER,RETURN YDS,RETURN TO,KICKER,KICK YDS,KICK TO,KICK RESULT,PUNTER,PUNT YDS,PUNT TO,PUNT RESULT,BLOCKED BY,PK,FG DIST,FG RESULT,XP RESULT,2 PT RESULT,TAKEN BY,FIRST DOWN,TOUCHDOWN,NO PLAY,NULLIFIED,SAFETY,SERIES END,TIME STAMP,TIME LEFT,OFF SCORE,DEF SCORE,SCORE DIFF,TOL,OFF TOL,DEF TOL,PENALTY1,PEN TEAM1,AGAINST1,PENALTY2,PEN TEAM2,AGAINST2,PENALTY YDS
1,Salisbury,K,SAL,1,,,,,,,KO Ret,Return,,,,,,,,,David Fletcher,Charles Barley,,,,,,Ryan MacFarlane,17,18.0,Bert Schrecongost,64.0,1.0,Return,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
2,Salisbury,O,ALB,1,,1.0,1.0,0.0,10.0,-18.0,Run,Rush,-10.0,Isaiah Shockley,,,,,,,Sam Pavlick,Casey Counts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:53,1793,0,0,0,3,3,3,,,,,,,
3,Salisbury,O,ALB,1,,1.0,2.0,2.0,20.0,-8.0,Run,Rush,20.0,Isaiah Shockley,,,,,,,Josh Adewumi,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,14:53,1793,0,0,0,3,3,3,,,,,,,
4,Salisbury,O,ALB,1,,1.0,3.0,1.0,10.0,-28.0,Pass,Complete,1.0,,Todd Shelley,Complete,Malik Bootman,,,,Casey Counts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:53,1793,0,0,0,3,3,3,,,,,,,
5,Salisbury,O,ALB,1,,1.0,4.0,2.0,11.0,-27.0,Run,Rush,-1.0,Isaiah Shockley,,,,,,,Sam Pagella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:53,1793,0,0,0,3,3,3,,,,,,,
6,Salisbury,O,ALB,1,,1.0,5.0,3.0,12.0,-26.0,Run,Rush,13.0,Isaiah Shockley,,,,,,,Sean Carroll,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,14:53,1793,0,0,0,3,3,3,,,,,,,
7,Salisbury,O,ALB,1,,1.0,6.0,1.0,10.0,-39.0,Run,Rush,5.0,Malik Bootman,,,,,,,Josh Adewumi,Sam Pagella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:53,1793,0,0,0,3,3,3,,,,,,,
8,Salisbury,O,ALB,1,,1.0,7.0,2.0,5.0,-44.0,Run,Rush,3.0,Malik Bootman,,,,,,,Robert Jadick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:53,1793,0,0,0,3,3,3,,,,,,,
9,Salisbury,O,ALB,1,,1.0,8.0,3.0,2.0,-47.0,Pass,Incomplete,0.0,,Todd Shelley,Incomplete,Kevin Zehner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,14:53,1793,0,0,0,3,3,3,,,,,,,
10,Salisbury,K,ALB,1,,,,4.0,2.0,-47.0,Punt,Return,,,,,,,,,Malik Bootman,Sam Viera,,,,,,Chad Gleason,4,20.0,,,,,Todd Shelley,37.0,16.0,Return,,,,,,,,,,,,,,14:53,1793,0,0,0,3,3,3,,,,,,,
11,Salisbury,D,SAL,1,,1.0,1.0,0.0,10.0,-20.0,Run,Rush,23.0,Chad Gleason,,,,,,,Ryan MacFarlane,Omar Sesay,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,10:37,1537,0,0,0,3,3,3,,,,,,,
12,Salisbury,D,SAL,1,,1.0,2.0,1.0,10.0,-43.0,Run,Rush,57.0,Joey Bildstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,TD,10:37,1537,0,0,0,3,3,3,,,,,,,
13,Salisbury,K,SAL,1,,,,1.0,3.0,3.0,Extra Pt. Block,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bert Schrecongost,,,Good,,,,,,,,,10:03,1503,6,0,-6,3,3,3,,,,,,,
14,Salisbury,K,SAL,1,,,,1.0,10.0,-35.0,KO Ret,Return,,,,,,,,,Isaiah Overton,,,,,,,Kevin Zehner,16,18.0,Bert Schrecongost,63.0,2.0,Return,,,,,,,,,,,,,,,,,,10:03,1503,7,0,-7,3,3,3,,,,,,,
15,Salisbury,O,ALB,1,,2.0,1.0,0.0,10.0,-18.0,Run,Rush,2.0,Isaiah Shockley,,,,,,,Jimmy Celentano,Chris Kallighan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:56,1496,0,7,-7,3,3,3,,,,,,,
16,Salisbury,O,ALB,1,,2.0,2.0,2.0,8.0,-20.0,Pass,Complete,2.0,,Todd Shelley,Complete,Kevin Zehner,,,,Sean Carroll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:56,1496,0,7,-7,3,3,3,,,,,,,
17,Salisbury,O,ALB,1,,2.0,3.0,3.0,6.0,-22.0,Run,Rush,6.0,Todd Shelley,,,,,,,Sean Carroll,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,09:56,1496,0,7,-7,3,3,3,,,,,,,
18,Salisbury,O,ALB,1,,2.0,4.0,1.0,10.0,-28.0,Pass,Incomplete,0.0,,Todd Shelley,Incomplete,Lucas Roselli,Casey Counts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:56,1496,0,7,-7,3,3,3,,,,,,,
