PLAY #,OPP TEAM,ODK,OFF TEAM,QTR,OT #,SERIES,SERIES #,DN,DIST,YARD LN,PLAY TYPE,RESULT,GN/LS,RUSHER,PASSER,PASS RESULT,PASS TARGET,BROKEN UP BY,INTERCEPTED BY,HURRIED BY,TACKLER1,TACKLER2,FUMBLE,FUMBLED BY,FORCED BY,RECOVER TEAM,RECOVERED BY,RETURNER,RETURN YDS,RETURN TO,KICKER,KICK YDS,KICK TO,KICK RESULT,PUNTER,PUNT YDS,PUNT TO,PUNT RESULT,BLOCKED BY,PK,FG DIST,FG RESULT,XP RESULT,2 PT RESULT,TAKEN BY,FIRST DOWN,TOUCHDOWN,NO PLAY,NULLIFIED,SAFETY,SERIES END,TIME STAMP,TIME LEFT,OFF SCORE,DEF SCORE,SCORE DIFF,TOL,OFF TOL,DEF TOL,PENALTY1,PEN TEAM1,AGAINST1,PENALTY2,PEN TEAM2,AGAINST2,PENALTY YDS
1,Alvernia,K,ALV,1,,,,,,,KO Ret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open_kick,15:00,1800,0,0,0,3,3,3,,,,,,,
2,Alvernia,O,ALB,1,,1.0,1.0,0.0,10.0,44.0,Pass,Incomplete,0.0,,Todd Shelley,Incomplete,Kevin Zehner,Jyleen Neals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:53,1793,0,0,0,3,3,3,,,,,,,
3,Alvernia,O,ALB,1,,1.0,2.0,2.0,10.0,44.0,Run,Rush,44.0,Isaiah Shockley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,TD,14:53,1793,0,0,0,3,3,3,,,,,,,
4,Alvernia,K,ALB,1,,,,1.0,3.0,3.0,Extra Pt.,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jack Heuer,,,Good,,,,,,,,,14:39,1779,6,0,6,3,3,3,,,,,,,
5,Alvernia,K,ALB,1,,,,1.0,10.0,-35.0,KO,Return,,,,,,,,,Malik Allen,Tyrell Russell,,,,,,Neeko Scurlock,12,42.0,Jack Heuer,35.0,30.0,Return,,,,,,,,,,,,,,,,,,14:39,1779,7,0,7,3,3,3,Personal Foul,ALB,Makir Compton,,,,15.0
6,Alvernia,D,ALV,1,,1.0,1.0,0.0,10.0,43.0,Run,Rush,7.0,Malcolm Carey,,,,,,,Daniel Vital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:34,1774,0,7,7,3,3,3,,,,,,,
7,Alvernia,D,ALV,1,,1.0,2.0,2.0,3.0,36.0,Run,Rush,2.0,Malcolm Carey,,,,,,,Alvaro Baez,Sam Viera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:34,1774,0,7,7,3,3,3,,,,,,,
8,Alvernia,D,ALV,1,,1.0,3.0,3.0,1.0,34.0,Run,Rush,10.0,Malcolm Carey,,,,,,,Omar Sesay,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,14:34,1774,0,7,7,3,3,3,,,,,,,
9,Alvernia,D,ALV,1,,1.0,4.0,1.0,10.0,24.0,Pass,Complete,3.0,,Nick Rosahac,Complete,Owen Morton,,,,Sam Viera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:34,1774,0,7,7,3,3,3,,,,,,,
10,Alvernia,D,ALV,1,,1.0,5.0,2.0,7.0,21.0,Run,Rush,8.0,Lorenzo Green,,,,,,,Armon Jefferson,Eric Martin,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,14:34,1774,0,7,7,3,3,3,,,,,,,
