PLAY #,OPP TEAM,ODK,OFF TEAM,QTR,OT #,SERIES,SERIES #,DN,DIST,YARD LN,PLAY TYPE,RESULT,GN/LS,RUSHER,PASSER,PASS RESULT,PASS TARGET,BROKEN UP BY,INTERCEPTED BY,HURRIED BY,TACKLER1,TACKLER2,FUMBLE,FUMBLED BY,FORCED BY,RECOVER TEAM,RECOVERED BY,RETURNER,RETURN YDS,RETURN TO,KICKER,KICK YDS,KICK TO,KICK RESULT,PUNTER,PUNT YDS,PUNT TO,PUNT RESULT,BLOCKED BY,PK,FG DIST,FG RESULT,XP RESULT,2 PT RESULT,TAKEN BY,FIRST DOWN,TOUCHDOWN,NO PLAY,NULLIFIED,SAFETY,SERIES END,TIME STAMP,TIME LEFT,OFF SCORE,DEF SCORE,SCORE DIFF,TOL,OFF TOL,DEF TOL,PENALTY1,PEN TEAM1,AGAINST1,PENALTY2,PEN TEAM2,AGAINST2,PENALTY YDS
1,FDU-Florham,K,LIONS,1,,,,,,,KO,Return,,,,,,,,,Sidney Walker,,,,,,,Brendan Dennis,20,37.0,Jack Heuer,48.0,17.0,Return,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
2,FDU-Florham,D,FDU,1,,1.0,1.0,0.0,10.0,-37.0,Pass,Complete,6.0,,Anthony Caserta,Complete,Connor Perez,,,,Omar Sesay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:54,1794,0,0,0,3,3,3,,,,,,,
3,FDU-Florham,D,FDU,1,,1.0,2.0,2.0,4.0,-43.0,Pass,Complete,8.0,,Anthony Caserta,Complete,Connor Perez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,14:54,1794,0,0,0,3,3,3,,,,,,,
4,FDU-Florham,D,FDU,1,,1.0,3.0,1.0,10.0,49.0,Pass,Complete,7.0,,Anthony Caserta,Complete,Brendan Godfrey,,,,Taylor Heflin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:54,1794,0,0,0,3,3,3,,,,,,,
5,FDU-Florham,D,FDU,1,,1.0,4.0,2.0,3.0,42.0,Pass,Complete,6.0,,Anthony Caserta,Complete,Adrian Reese,,,,Javontae Wayman,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,14:54,1794,0,0,0,3,3,3,,,,,,,
6,FDU-Florham,D,FDU,1,,1.0,5.0,1.0,10.0,36.0,Run,Rush,0.0,Alnazir Blackman,,,,,,,Daniel Vital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:54,1794,0,0,0,3,3,3,,,,,,,
7,FDU-Florham,D,FDU,1,,1.0,6.0,2.0,10.0,36.0,Pass,Complete,6.0,,Anthony Caserta,Complete,Connor Perez,,,,Ryan MacFarlane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:54,1794,0,0,0,3,3,3,,,,,,,
8,FDU-Florham,D,FDU,1,,1.0,7.0,3.0,4.0,30.0,Pass,Complete,5.0,,Anthony Caserta,Complete,Connor Perez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,14:54,1794,0,0,0,3,3,3,,,,,,,
9,FDU-Florham,D,FDU,1,,1.0,8.0,1.0,10.0,25.0,Pass,Incomplete,0.0,,Anthony Caserta,Incomplete,Connor Perez,,,,Omar Sesay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:54,1794,0,0,0,3,3,3,,,,,,,
10,FDU-Florham,D,FDU,1,,1.0,9.0,2.0,10.0,25.0,Pass,Complete,25.0,,Anthony Caserta,Complete,Connor Perez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,TD,14:54,1794,0,0,0,3,3,3,,,,,,,
11,FDU-Florham,K,FDU,1,,,,1.0,3.0,3.0,Extra Pt. Block,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chris Dimedio,,,Good,,,,,,,,,11:15,1575,6,0,-6,3,3,3,,,,,,,
12,FDU-Florham,K,FDU,1,,,,1.0,-35.0,-35.0,KO Ret,Return,,,,,,,,,Nathan Saccal,Derick Moreau,,,,,,Lucas Roselli,19,28.0,Christian Korchma,56.0,9.0,Return,,,,,,,,,,,,,,,,,,11:15,1575,7,0,-7,3,3,3,,,,,,,
13,FDU-Florham,O,LIONS,1,,1.0,1.0,0.0,10.0,-28.0,Run,Rush,4.0,Kareem McCoy,,,,,,,Christian Riedinger,Kenny Hands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:07,1567,0,7,-7,3,3,3,,,,,,,
14,FDU-Florham,O,LIONS,1,,1.0,2.0,2.0,6.0,-32.0,Run,Rush,-2.0,Nolan Null,,,,,,,Isaiah Massey,Matthew Gambert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:07,1567,0,7,-7,3,3,3,,,,,,,
15,FDU-Florham,O,LIONS,1,,1.0,3.0,3.0,8.0,-30.0,Pass,Incomplete,0.0,,Todd Shelley,Incomplete,Lucas Roselli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,11:07,1567,0,7,-7,3,3,3,,,,,,,
16,FDU-Florham,,LIONS,1,,,,4.0,8.0,-30.0,Penalty,Penalty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:07,1567,0,7,-7,3,3,3,delay of game,LIONS,Todd Shelley,,,,5.0
17,FDU-Florham,K,LIONS,1,,,,4.0,13.0,-25.0,Punt,Return,,,,,,,,,Jihad Turner,,,,,,,Adrian Reese,3,44.0,,,,,Todd Shelley,34.0,41.0,Return,,,,,,,,,,,,,,11:07,1567,0,7,-7,3,3,3,,,,,,,
18,FDU-Florham,,FDU,1,,,,1.0,10.0,-44.0,Penalty,Penalty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:29,1469,7,0,-7,3,3,3,illegal formation,LIONS,,,,,5.0
19,FDU-Florham,D,FDU,1,,2.0,1.0,0.0,5.0,-49.0,Run,Rush,4.0,Alnazir Blackman,,,,,,,Daniel Vital,Sam Viera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:29,1469,7,0,-7,3,3,3,,,,,,,
20,FDU-Florham,D,FDU,1,,2.0,2.0,2.0,1.0,47.0,Pass,Complete,9.0,,Anthony Caserta,Complete,Nicolas Santavicca,,,,Javontae Wayman,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,09:29,1469,7,0,-7,3,3,3,,,,,,,
