PLAY #,OPP TEAM,ODK,OFF TEAM,QTR,OT #,SERIES,SERIES #,DN,DIST,YARD LN,PLAY TYPE,RESULT,GN/LS,RUSHER,PASSER,PASS RESULT,PASS TARGET,BROKEN UP BY,INTERCEPTED BY,HURRIED BY,TACKLER1,TACKLER2,FUMBLE,FUMBLED BY,FORCED BY,RECOVER TEAM,RECOVERED BY,RETURNER,RETURN YDS,RETURN TO,KICKER,KICK YDS,KICK TO,KICK RESULT,PUNTER,PUNT YDS,PUNT TO,PUNT RESULT,BLOCKED BY,PK,FG DIST,FG RESULT,XP RESULT,2 PT RESULT,TAKEN BY,FIRST DOWN,TOUCHDOWN,NO PLAY,NULLIFIED,SAFETY,SERIES END,TIME STAMP,TIME LEFT,OFF SCORE,DEF SCORE,SCORE DIFF,TOL,OFF TOL,DEF TOL,PENALTY1,PEN TEAM1,AGAINST1,PENALTY2,PEN TEAM2,AGAINST2,PENALTY YDS
1,WestConn,K,WCSU,1,,,,,,,KO Ret,Return,,,,,,,,,Ethan Cerian,,,,,,,Kevin Zehner,33,2134.0,A. Weidtman,64.0,211.0,Return,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
2,WestConn,O,ALBFB21,1,,1.0,1.0,0.0,10.0,2134.0,Pass,Complete,6.0,,Todd Shelley,Complete,,,,,Matt Forti,Stephen Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
3,WestConn,O,ALBFB21,1,,1.0,2.0,2.0,4.0,2140.0,Run,Rush,-2.0,Isai Shockley,,,,,,,Stephen Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
4,WestConn,O,ALBFB21,1,,1.0,3.0,3.0,6.0,2138.0,Run,Rush,0.0,Todd Shelley,,,,,,,Brian Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,15:00,1800,0,0,0,3,3,3,,,,,,,
5,WestConn,K,ALBFB21,1,,,,4.0,6.0,2138.0,Punt,Return,,,,,,,,,,,True,,,ALBFB21,,Walter Crain,0,40.0,,,,,Todd Shelley,22.0,40.0,Return,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
6,WestConn,O,ALBFB21,1,,2.0,1.0,0.0,10.0,41.0,Pass,Incomplete,0.0,,Todd Shelley,Incomplete,Malik Bootman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:40,1660,0,0,0,3,3,3,,,,,,,
7,WestConn,O,ALBFB21,1,,2.0,2.0,2.0,10.0,41.0,Run,Rush,9.0,Malik Bootman,,,,,,,Mileeq Green,Nosa Uzamere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:40,1660,0,0,0,3,3,3,,,,,,,
8,WestConn,O,ALBFB21,1,,2.0,3.0,3.0,1.0,32.0,Run,Rush,11.0,Malik Bootman,,,,,,,George Doherty,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,12:40,1660,0,0,0,3,3,3,,,,,,,
9,WestConn,O,ALBFB21,1,,2.0,4.0,1.0,10.0,21.0,Run,Rush,4.0,Isai Shockley,,,,,,,Matt Forti,Brian Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:40,1660,0,0,0,3,3,3,,,,,,,
10,WestConn,O,ALBFB21,1,,2.0,5.0,2.0,6.0,17.0,Run,Rush,11.0,Isai Shockley,,,,,,,Mileeq Green,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,12:40,1660,0,0,0,3,3,3,,,,,,,
11,WestConn,O,ALBFB21,1,,2.0,6.0,1.0,6.0,6.0,Run,Rush,-2.0,Isai Shockley,,,,,,,Matt Forti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:40,1660,0,0,0,3,3,3,,,,,,,
12,WestConn,O,ALBFB21,1,,2.0,7.0,2.0,8.0,8.0,Pass,Incomplete,0.0,,Todd Shelley,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:40,1660,0,0,0,3,3,3,,,,,,,
13,WestConn,O,ALBFB21,1,,2.0,8.0,3.0,8.0,8.0,Pass,Incomplete,0.0,,Todd Shelley,Incomplete,,,,,George Doherty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FG,12:40,1660,0,0,0,3,3,3,,,,,,,
14,WestConn,K,ALBFB21,1,,,,4.0,8.0,8.0,FG,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,Good,,,,,,,,,,12:40,1660,0,0,0,3,3,3,,,,,,,
15,WestConn,K,ALBFB21,1,,,,1.0,2135.0,2135.0,KO,Out of bounds,,,,,,,,,,,,,,,,,,,,37.0,28.0,Out of bounds,,,,,,,,,,,,,,,,,,09:29,1469,3,0,3,3,3,3,,,,,,,
16,WestConn,D,WCSU,1,,1.0,1.0,0.0,10.0,-35.0,Run,Rush,6.0,R. Penn-Cosenti,,,,,,,Sam Viera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:29,1469,0,3,3,3,3,3,,,,,,,
17,WestConn,D,WCSU,1,,1.0,2.0,2.0,4.0,-41.0,Pass,Complete,6.0,,John Giller,Complete,A. Gonzalez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,09:29,1469,0,3,3,3,3,3,,,,,,,
18,WestConn,D,WCSU,1,,1.0,3.0,1.0,10.0,-47.0,Pass,Complete,17.0,,John Giller,Complete,David Ross,,,,Omar Sesay,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,09:29,1469,0,3,3,3,3,3,,,,,,,
19,WestConn,D,WCSU,1,,1.0,4.0,1.0,10.0,2136.0,Pass,Complete,6.0,,John Giller,Complete,R. Penn-Cosenti,,,,Armo Jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:29,1469,0,3,3,3,3,3,,,,,,,
20,WestConn,D,WCSU,1,,1.0,5.0,2.0,4.0,2130.0,Run,Rush,5.0,R. Penn-Cosenti,,,,,,,Ry MacFarlane,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,09:29,1469,0,3,3,3,3,3,,,,,,,
21,WestConn,D,WCSU,1,,1.0,6.0,1.0,10.0,2125.0,Pass,Complete,25.0,,John Giller,Complete,Michael Matich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,TD,09:29,1469,0,3,3,3,3,3,,,,,,,
22,WestConn,K,WCSU,1,,,,1.0,2103.0,2103.0,Extra Pt. Block,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,A. Weidtman,,,Good,,,,,,,,,06:44,1304,6,3,-3,3,3,3,,,,,,,
23,WestConn,K,WCSU,1,,,,1.0,-35.0,-35.0,KO Ret,Out of bounds,,,,,,,,,,,,,,,,,,,A. Weidtman,51.0,2114.0,Out of bounds,,,,,,,,,,,,,,True,,,,06:44,1304,7,3,-4,3,3,3,illegal formation,WCSU,A. Weidtman,,,,0.0
24,WestConn,K,WCSU,1,,,,1.0,-35.0,-35.0,KO Ret,Out of bounds,,,,,,,,,,,,,,,,,,,A. Weidtman,46.0,2119.0,Out of bounds,,,,,,,,,,,,,,,,,,06:44,1304,7,3,-4,3,3,3,,,,,,,
25,WestConn,O,ALBFB21,1,,3.0,1.0,0.0,10.0,2135.0,Run,Rush,5.0,Malik Bootman,,,,,,,George Doherty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:44,1304,3,7,-4,3,3,3,,,,,,,
26,WestConn,O,ALBFB21,1,,3.0,2.0,2.0,5.0,2140.0,Pass,Incomplete,0.0,,Todd Shelley,Incomplete,Dorien Forbes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:44,1304,3,7,-4,3,3,3,,,,,,,
27,WestConn,O,ALBFB21,1,,3.0,3.0,3.0,5.0,2140.0,Pass,Incomplete,0.0,,Todd Shelley,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,06:44,1304,3,7,-4,3,3,3,,,,,,,
28,WestConn,K,ALBFB21,1,,,,4.0,5.0,2140.0,Punt,,,,,,,,,,,,,,,,,,,,,,,,Todd Shelley,26.0,34.0,,,,,,,,,,,,,,,06:44,1304,3,7,-4,3,3,3,,,,,,,
