PLAY #,OPP TEAM,ODK,OFF TEAM,QTR,OT #,SERIES,SERIES #,DN,DIST,YARD LN,FIELD ZONE,PLAY TYPE,RESULT,GN/LS,RUSHER PBP,PASSER PBP,PASS RESULT,PASS TARGET PBP,BROKEN UP BY PBP,INTERCEPTED BY PBP,HURRIED BY PBP,TACKLER1 PBP,TACKLER2 PBP,FUMBLE,FUMBLED BY PBP,FORCED BY PBP,RECOVER TEAM,RECOVERED BY PBP,RETURNER PBP,RETURN YDS,RETURN TO,KICKER PBP,KICK YDS,KICK TO,KICK RESULT,ON-SIDE KICK,PUNTER PBP,PUNT YDS,PUNT TO,PUNT RESULT,BLOCKED BY PBP,PK,FG DIST,FG RESULT,XP RESULT,2 PT RESULT,TAKEN BY,FIRST DOWN,TOUCHDOWN,NO PLAY,NULLIFIED,SAFETY,SERIES END,TIME STAMP,TIME LEFT,OFF SCORE,DEF SCORE,SCORE DIFF,TOL,OFF TOL,DEF TOL,PENALTY1,PEN TEAM1,AGAINST1,PENALTY2,PEN TEAM2,AGAINST2,PENALTY YDS
1,Rockford,K,RUFB,1,,,,,,,,KO Rec,Return,,,,,,,,,Gerardo Zamudio,,,,,,,Ashton Moultrie,19,21.0,Gerardo Zamudio,63.0,2.0,Return,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,holding,GUFB,,,,,10.0
2,Rockford,O,GUFB,1,,1.0,1.0,0.0,10.0,-11.0,Coming Out,Run,Rush,11.0,C. Butterfield,,,,,,,Jordan Johnson,Ja'aun Joiner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
3,Rockford,O,GUFB,1,,1.0,2.0,1.0,10.0,-22.0,Coming Out,Pass,Incomplete,0.0,,C. Butterfield,Incomplete,Seth Logan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
4,Rockford,O,GUFB,1,,1.0,3.0,2.0,10.0,-22.0,Coming Out,Run,Rush,5.0,Matthew Tiger,,,,,,,Martiez Bowins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
5,Rockford,O,GUFB,1,,1.0,4.0,3.0,5.0,-27.0,Gold Zone,Pass,Complete,33.0,,C. Butterfield,Complete,Paul Garrett,,,,Ja'aun Joiner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
6,Rockford,O,GUFB,1,,1.0,5.0,1.0,10.0,40.0,Go Zone,Run,Rush,1.0,Paul Garrett,,,,,,,Gar McGregor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
7,Rockford,O,GUFB,1,,1.0,6.0,2.0,9.0,39.0,Go Zone,Run,Rush,13.0,Adrian Hinton,,,,,,,Gar McGregor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
8,Rockford,O,GUFB,1,,1.0,7.0,1.0,10.0,26.0,Take A Shot,Pass,Complete,26.0,,C. Butterfield,Complete,Delrey Crowder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,TD,15:00,1800,0,0,0,3,3,3,,,,,,,
9,Rockford,K,GUFB,1,,,,,,,,Extra Pt.,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lucas Hermo,,,Good,,,,,,,,,11:45,1605,6,0,6,3,3,3,,,,,,,
10,Rockford,K,GUFB,1,,,,,,,,KO,Return,,,,,,,,,Greg Fletcher,,,,,,,,7,22.0,Lucas Hermo,50.0,15.0,Return,,,,,,,,,,,,,,,,,,,11:45,1605,7,0,7,3,3,3,,,,,,,
11,Rockford,D,RUFB,1,,1.0,1.0,0.0,10.0,-22.0,Coming Out,Pass,Complete,7.0,,,Complete,,,,,Lakari Benjamin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:45,1605,0,7,7,3,3,3,,,,,,,
12,Rockford,D,RUFB,1,,1.0,2.0,2.0,3.0,-29.0,Gold Zone,Run,Rush,1.0,,,,,,,,J. Apple-Gibbs,Javiera Bovell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:45,1605,0,7,7,3,3,3,,,,,,,
13,Rockford,D,RUFB,1,,1.0,3.0,3.0,2.0,-30.0,Gold Zone,Pass,Complete,4.0,,,Complete,,,,,Dewayne Garrett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:45,1605,0,7,7,3,3,3,,,,,,,
14,Rockford,D,RUFB,1,,1.0,4.0,1.0,10.0,-34.0,Gold Zone,Run,Rush,8.0,,,,,,,,Dewayne Garrett,Thomas Linnear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:45,1605,0,7,7,3,3,3,,,,,,,
15,Rockford,D,RUFB,1,,1.0,5.0,2.0,2.0,-42.0,Gold Zone,Run,Rush,0.0,,,,,,,,Isaac Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:45,1605,0,7,7,3,3,3,,,,,,,
16,Rockford,D,RUFB,1,,1.0,6.0,3.0,2.0,-42.0,Gold Zone,Run,Rush,-2.0,,,,,,,,Ashton Moultrie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,11:45,1605,0,7,7,3,3,3,,,,,,,
17,Rockford,K,RUFB,1,,,,4.0,4.0,-40.0,Gold Zone,Punt Rec,Return,,,,,,,,,Gar McGregor,Maddux Rigsby,,,,,,Paul Garrett,7,25.0,,,,,,Gerardo Zamudio,42.0,18.0,Return,,,,,,,,,,,,,,11:45,1605,0,7,7,3,3,3,,,,,,,
18,Rockford,O,GUFB,1,,2.0,1.0,0.0,10.0,-25.0,Coming Out,Pass,Complete,5.0,,C. Butterfield,Complete,Matthew Tiger,,,,Martiez Bowins,Amari Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:04,1384,7,0,7,3,3,3,,,,,,,
19,Rockford,O,GUFB,1,,2.0,2.0,2.0,5.0,-30.0,Gold Zone,Run,Rush,4.0,Paul Garrett,,,,,,,Andrew Heath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:04,1384,7,0,7,3,3,3,,,,,,,
20,Rockford,O,GUFB,1,,2.0,3.0,3.0,1.0,-34.0,Gold Zone,Run,Rush,9.0,Paul Garrett,,,,,,,Jordan Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:04,1384,7,0,7,3,3,3,,,,,,,
21,Rockford,O,GUFB,1,,2.0,4.0,1.0,10.0,-43.0,Gold Zone,Run,Rush,4.0,Adrian Hinton,,,,,,,Amari Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:04,1384,7,0,7,3,3,3,,,,,,,
22,Rockford,O,GUFB,1,,2.0,5.0,2.0,6.0,-47.0,Go Zone,Pass,Incomplete,0.0,,C. Butterfield,Incomplete,Seth Logan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,08:04,1384,7,0,7,3,3,3,pass interference,RUFB,,,,,15.0
23,Rockford,O,GUFB,1,,2.0,6.0,1.0,10.0,38.0,Go Zone,Pass,Complete,8.0,,C. Butterfield,Complete,Matthew Tiger,,,,Jacob Peachey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:04,1384,7,0,7,3,3,3,,,,,,,
24,Rockford,,GUFB,1,,,,2.0,2.0,30.0,Take A Shot,Timeout,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greenville,,,,,,,08:04,1384,7,0,7,3,3,3,,,,,,,
25,Rockford,O,GUFB,1,,2.0,7.0,2.0,2.0,30.0,Take A Shot,Pass,Incomplete,0.0,,C. Butterfield,Incomplete,Robert Regans,,,,Andrew Heath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05:05,1205,7,0,7,2,2,3,,,,,,,
26,Rockford,O,GUFB,1,,2.0,8.0,3.0,2.0,30.0,Take A Shot,Run,Rush,10.0,Paul Garrett,,,,,,,Jacob Peachey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05:05,1205,7,0,7,2,2,3,,,,,,,
27,Rockford,O,GUFB,1,,2.0,9.0,1.0,10.0,20.0,Red Zone High,Pass,Complete,18.0,,C. Butterfield,Complete,Delrey Crowder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05:05,1205,7,0,7,2,2,3,,,,,,,
