PLAY #,OPP TEAM,ODK,OFF TEAM,QTR,OT #,SERIES,SERIES #,DN,DIST,YARD LN,FIELD ZONE,PLAY TYPE,RESULT,GN/LS,RUSHER PBP,PASSER PBP,PASS RESULT,PASS TARGET PBP,BROKEN UP BY PBP,INTERCEPTED BY PBP,HURRIED BY PBP,TACKLER1 PBP,TACKLER2 PBP,FUMBLE,FUMBLED BY PBP,FORCED BY PBP,RECOVER TEAM,RECOVERED BY PBP,RETURNER PBP,RETURN YDS,RETURN TO,KICKER PBP,KICK YDS,KICK TO,KICK RESULT,ON-SIDE KICK,PUNTER PBP,PUNT YDS,PUNT TO,PUNT RESULT,BLOCKED BY PBP,PK,FG DIST,FG RESULT,XP RESULT,2 PT RESULT,TAKEN BY,FIRST DOWN,TOUCHDOWN,NO PLAY,NULLIFIED,SAFETY,SERIES END,TIME STAMP,TIME LEFT,OFF SCORE,DEF SCORE,SCORE DIFF,TOL,OFF TOL,DEF TOL,PENALTY1,PEN TEAM1,AGAINST1,PENALTY2,PEN TEAM2,AGAINST2,PENALTY YDS
1,Lake Forest,K,LFC,1,,,,,,,,KO Rec,Touchback,,,,,,,,,,,,,,,,,,,Logan Persson,65.0,0.0,Touchback,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
2,Lake Forest,O,COR,1,,1.0,1.0,0.0,10.0,-25.0,Coming Out,Run,Rush,1.0,Peni Waqairatu,,,,,,,Dominic Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
3,Lake Forest,O,COR,1,,1.0,2.0,2.0,9.0,-26.0,Gold Zone,Pass,Interception,0.0,,Isaak Hahn,Interception,,,Danny Baker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,TD,15:00,1800,0,0,0,3,3,3,,,,,,,
4,Lake Forest,K,LFC,1,,,,1.0,3.0,3.0,Red Zone Low,Extra Pt. Block,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Patrick Goldammer,,,Good,,,,,,,,,14:16,1756,6,0,-6,3,3,3,,,,,,,
5,Lake Forest,K,LFC,1,,,,1.0,10.0,-35.0,Gold Zone,KO Rec,Return,,,,,,,,,Kobee Marion,,,,,,,Trey Birdsong,31,34.0,Logan Persson,62.0,3.0,Return,,,,,,,,,,,,,,,,,,,14:16,1756,7,0,-7,3,3,3,,,,,,,
6,Lake Forest,O,COR,1,,2.0,1.0,0.0,10.0,-34.0,Gold Zone,Run,Rush,4.0,Sam Yager,,,,,,,Jacob Fitch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:09,1749,0,7,-7,3,3,3,,,,,,,
7,Lake Forest,O,COR,1,,2.0,2.0,2.0,6.0,-38.0,Gold Zone,Run,Rush,6.0,Tom Martushev,,,,,,,Trenton Brail,Dominic Johnson,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,14:09,1749,0,7,-7,3,3,3,,,,,,,
8,Lake Forest,O,COR,1,,2.0,3.0,1.0,10.0,-44.0,Gold Zone,Run,Rush,2.0,Sam Yager,,,,,,,Gavin Stapley,Jacob Fitch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:09,1749,0,7,-7,3,3,3,,,,,,,
9,Lake Forest,O,COR,1,,2.0,4.0,2.0,8.0,-46.0,Go Zone,Run,Rush,1.0,Peni Waqairatu,,,,,,,Jacob Fitch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:09,1749,0,7,-7,3,3,3,,,,,,,
10,Lake Forest,,COR,1,,,,3.0,7.0,-47.0,Go Zone,Penalty,Penalty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:09,1749,0,7,-7,3,3,3,Offside,LFC,Dominic Johnson,,,,5.0
