PLAY #,OPP TEAM,ODK,OFF TEAM,QTR,OT #,SERIES,SERIES #,DN,DIST,YARD LN,FIELD ZONE,PLAY TYPE,RESULT,GN/LS,RUSHER PBP,PASSER PBP,PASS RESULT,PASS TARGET PBP,BROKEN UP BY PBP,INTERCEPTED BY PBP,HURRIED BY PBP,TACKLER1 PBP,TACKLER2 PBP,FUMBLE,FUMBLED BY PBP,FORCED BY PBP,RECOVER TEAM,RECOVERED BY PBP,RETURNER PBP,RETURN YDS,RETURN TO,KICKER PBP,KICK YDS,KICK TO,KICK RESULT,ON-SIDE KICK,PUNTER PBP,PUNT YDS,PUNT TO,PUNT RESULT,BLOCKED BY PBP,PK,FG DIST,FG RESULT,XP RESULT,2 PT RESULT,TAKEN BY,FIRST DOWN,TOUCHDOWN,NO PLAY,NULLIFIED,SAFETY,SERIES END,TIME STAMP,TIME LEFT,OFF SCORE,DEF SCORE,SCORE DIFF,TOL,OFF TOL,DEF TOL,PENALTY1,PEN TEAM1,AGAINST1,PENALTY2,PEN TEAM2,AGAINST2,PENALTY YDS
1,Monmouth (IL),K,MON,1,,,,,,,,KO Rec,Return,,,,,,,,,Glen-Louis,Cole Jackson,,,,,,Mason Davis,5,20.0,Cody Szelc,50.0,15.0,Return,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,Illegal Block in Back,COR,,,,,10.0
2,Monmouth (IL),,COR,1,,,,1.0,10.0,-10.0,Backed Up,Penalty,Penalty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:53,1793,0,0,0,3,3,3,Offside ,MON,,,,,5.0
3,Monmouth (IL),O,COR,1,,1.0,1.0,0.0,5.0,-15.0,Coming Out,Run,Rush,-3.0,Peni Waqairatu,,,,,,,Korbyn Personett,Drake Dietrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:53,1793,0,0,0,3,3,3,,,,,,,
4,Monmouth (IL),O,COR,1,,1.0,2.0,2.0,8.0,-12.0,Coming Out,Pass,Incomplete,0.0,,Isaak Hahn,Incomplete,Marcellus Parks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:53,1793,0,0,0,3,3,3,,,,,,,
5,Monmouth (IL),O,COR,1,,1.0,3.0,3.0,8.0,-12.0,Coming Out,Run,Rush,9.0,Isaak Hahn,,,,,,,Evan Otto,Michael Lord,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,14:53,1793,0,0,0,3,3,3,,,,,,,
6,Monmouth (IL),O,COR,1,,1.0,4.0,1.0,10.0,-21.0,Coming Out,Run,Rush,-1.0,Peni Waqairatu,,,,,,,Reggie Willis,Jalen Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:53,1793,0,0,0,3,3,3,,,,,,,
7,Monmouth (IL),O,COR,1,,1.0,5.0,2.0,11.0,-20.0,Coming Out,Run,Rush,0.0,Tom Martushev,,,,,,,Matthew McMillan,Evan Otto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:53,1793,0,0,0,3,3,3,,,,,,,
8,Monmouth (IL),O,COR,1,,1.0,6.0,3.0,11.0,-20.0,Coming Out,Run,Rush,2.0,Isaak Hahn,,,,,,,Matthew McMillan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,14:53,1793,0,0,0,3,3,3,,,,,,,
9,Monmouth (IL),K,COR,1,,,,4.0,9.0,-22.0,Coming Out,Punt,Return,,,,,,,,,Colden Clark,,,,,,,,9,40.0,,,,,,Landon Lockington,47.0,31.0,Return,,,,,,,,,,,,,,14:53,1793,0,0,0,3,3,3,,,,,,,
10,Monmouth (IL),D,MON,1,,1.0,1.0,0.0,10.0,-40.0,Gold Zone,Run,Rush,-1.0,,,,,,,,Jeremiah Sherrill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:25,1585,0,0,0,3,3,3,,,,,,,
