PLAY #,OPP TEAM,ODK,OFF TEAM,QTR,OT #,SERIES,SERIES #,DN,DIST,YARD LN,FIELD ZONE,PLAY TYPE,RESULT,GN/LS,RUSHER PBP,PASSER PBP,PASS RESULT,PASS TARGET PBP,BROKEN UP BY PBP,INTERCEPTED BY PBP,HURRIED BY PBP,TACKLER1 PBP,TACKLER2 PBP,FUMBLE,FUMBLED BY PBP,FORCED BY PBP,RECOVER TEAM,RECOVERED BY PBP,RETURNER PBP,RETURN YDS,RETURN TO,KICKER PBP,KICK YDS,KICK TO,KICK RESULT,ON-SIDE KICK,PUNTER PBP,PUNT YDS,PUNT TO,PUNT RESULT,BLOCKED BY PBP,PK,FG DIST,FG RESULT,XP RESULT,2 PT RESULT,TAKEN BY,FIRST DOWN,TOUCHDOWN,NO PLAY,NULLIFIED,SAFETY,SERIES END,TIME STAMP,TIME LEFT,OFF SCORE,DEF SCORE,SCORE DIFF,TOL,OFF TOL,DEF TOL,PENALTY1,PEN TEAM1,AGAINST1,PENALTY2,PEN TEAM2,AGAINST2,PENALTY YDS
1,UW-Eau Claire,K,UWEC,1,,,,,,,,KO Rec,Return,,,,,,,,,Ryan Kuechle,,,,,,,Peter MacCudden,17,30.0,Brady Frantal,52.0,13.0,Return,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
2,UW-Eau Claire,O,UWO,1,,1.0,1.0,0.0,10.0,-30.0,Gold Zone,Pass,Complete,70.0,,Kobe Berghammer,Complete,Tony Steger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,TD,15:00,1800,0,0,0,3,3,3,,,,,,,
3,UW-Eau Claire,K,UWO,1,,,,,,,,Extra Pt.,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaydon Haag,,,Good,,,,,,,,,14:42,1782,6,0,6,3,3,3,,,,,,,
4,UW-Eau Claire,K,UWO,1,,,,,,,,KO,Return,,,,,,,,,,,True,Isaac Garside,CJ Sykes,UWO,Tijs Santiago,Isaac Garside,10,32.0,Sam Kiesner,45.0,20.0,Return,,,,,,,,,,,,,,,,,,,14:42,1782,7,0,7,3,3,3,,,,,,,
5,UW-Eau Claire,O,UWO,1,,2.0,1.0,0.0,10.0,32.0,Take A Shot,Pass,Incomplete,0.0,,Kobe Berghammer,Incomplete,Stephan Flores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:36,1776,7,0,7,3,3,3,,,,,,,
6,UW-Eau Claire,O,UWO,1,,2.0,2.0,2.0,10.0,32.0,Take A Shot,Run,Rush,27.0,Mitch Gerhartz,,,,,,,Noah Nephew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:36,1776,7,0,7,3,3,3,,,,,,,
7,UW-Eau Claire,O,UWO,1,,2.0,3.0,1.0,5.0,5.0,Red Zone Low,Run,Rush,3.0,Mitch Gerhartz,,,,,,,S. Van Pieterso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:36,1776,7,0,7,3,3,3,,,,,,,
8,UW-Eau Claire,O,UWO,1,,2.0,4.0,2.0,2.0,2.0,Red Zone Low,Run,Rush,1.0,Mitch Gerhartz,,,,,,,,,True,Mitch Gerhartz,Ryan Kuechle,UWO,S. Makinen,,,0.0,,,,,,,,,,,,,,,,,,True,,,,TD,14:36,1776,7,0,7,3,3,3,,,,,,,
9,UW-Eau Claire,K,UWO,1,,,,,,,,Extra Pt.,Blocked,,,,,,,,,,,,,,,,Trevor Nelson,,,,,,,,,,,,,Jaydon Haag,,,Blocked,,,,,,,,,13:20,1700,13,0,13,3,3,3,,,,,,,
10,UW-Eau Claire,K,UWO,1,,,,,,,,KO,Return,,,,,,,,,Bryce Hinn,,,,,,,Will Adair,17,19.0,Jaydon Haag,63.0,2.0,Return,,,,,,,,,,,,,,,,,,,13:20,1700,13,0,13,3,3,3,,,,,,,
