PLAY #,OPP TEAM,ODK,OFF TEAM,QTR,OT #,SERIES,SERIES #,DN,DIST,YARD LN,FIELD ZONE,PLAY TYPE,RESULT,GN/LS,RUSHER PBP,PASSER PBP,PASS RESULT,PASS TARGET PBP,BROKEN UP BY PBP,INTERCEPTED BY PBP,HURRIED BY PBP,TACKLER1 PBP,TACKLER2 PBP,FUMBLE,FUMBLED BY PBP,FORCED BY PBP,RECOVER TEAM,RECOVERED BY PBP,RETURNER PBP,RETURN YDS,RETURN TO,KICKER PBP,KICK YDS,KICK TO,KICK RESULT,ON-SIDE KICK,PUNTER PBP,PUNT YDS,PUNT TO,PUNT RESULT,BLOCKED BY PBP,PK,FG DIST,FG RESULT,XP RESULT,2 PT RESULT,TAKEN BY,FIRST DOWN,TOUCHDOWN,NO PLAY,NULLIFIED,SAFETY,SERIES END,TIME STAMP,TIME LEFT,OFF SCORE,DEF SCORE,SCORE DIFF,TOL,OFF TOL,DEF TOL,PENALTY1,PEN TEAM1,AGAINST1,PENALTY2,PEN TEAM2,AGAINST2,PENALTY YDS
1,Huntingdon College (Ala.),K,UWO,1,,,,,,,,KO,Return,,,,,,,,,Richard James,,,,,,,Malachi Harvey,29,35.0,Jaydon Haag,59.0,6.0,Return,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
2,Huntingdon College (Ala.),D,HC,1,,1.0,1.0,0.0,10.0,-35.0,Gold Zone,Run,Rush,-2.0,Kahari McReynol,,,,,,,Tory Jandrin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
3,Huntingdon College (Ala.),D,HC,1,,1.0,2.0,2.0,12.0,-33.0,Gold Zone,Run,Rush,6.0,Kahari McReynol,,,,,,,Tyler Staerkel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
4,Huntingdon College (Ala.),D,HC,1,,1.0,3.0,3.0,6.0,-39.0,Gold Zone,Pass,Incomplete,0.0,,Landon Cotney,Incomplete,Malachi Harvey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,15:00,1800,0,0,0,3,3,3,,,,,,,
5,Huntingdon College (Ala.),K,HC,1,,,,4.0,6.0,-39.0,Gold Zone,Punt Rec,Fair Catch,,,,,,,,,,,,,,,,,,,,,,,,Zach Johnson,35.0,26.0,Fair Catch,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
6,Huntingdon College (Ala.),O,UWO,1,,1.0,1.0,0.0,10.0,-26.0,Gold Zone,Run,Rush,6.0,Mitch Gerhartz,,,,,,,Casey Peppers,Tucker Spence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:32,1712,0,0,0,3,3,3,,,,,,,
7,Huntingdon College (Ala.),O,UWO,1,,1.0,2.0,2.0,4.0,-32.0,Gold Zone,Run,Rush,3.0,Mitch Gerhartz,,,,,,,Fred Flavors,Tucker Spence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:32,1712,0,0,0,3,3,3,,,,,,,
8,Huntingdon College (Ala.),,UWO,1,,,,3.0,1.0,-35.0,Gold Zone,Timeout,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UW-Oshkosh,,,,,,,13:32,1712,0,0,0,3,3,3,,,,,,,
9,Huntingdon College (Ala.),O,UWO,1,,1.0,3.0,3.0,1.0,-35.0,Gold Zone,Pass,Incomplete,0.0,,Kobe Berghammer,Incomplete,S. Makinen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,12:12,1632,0,0,0,2,2,3,,,,,,,
10,Huntingdon College (Ala.),K,UWO,1,,,,4.0,1.0,-35.0,Gold Zone,Punt,,,,,,,,,,,,,,,,,,,,,,,,,Jaydon Haag,37.0,28.0,,,,,,,,,,,,,,,12:12,1632,0,0,0,2,2,3,,,,,,,
11,Huntingdon College (Ala.),D,HC,1,,2.0,1.0,0.0,10.0,-28.0,Gold Zone,Run,Rush,0.0,Jalen Pugh,,,,,,,Tory Jandrin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:53,1613,0,0,0,2,3,2,,,,,,,
