PLAY #,OPP TEAM,ODK,OFF TEAM,QTR,OT #,SERIES,SERIES #,DN,DIST,YARD LN,PLAY TYPE,RESULT,GN/LS,RUSHER,PASSER,PASS RESULT,PASS TARGET,BROKEN UP BY,INTERCEPTED BY,HURRIED BY,TACKLER1,TACKLER2,FUMBLE,FUMBLED BY,FORCED BY,RECOVER TEAM,RECOVERED BY,RETURNER,RETURN YDS,RETURN TO,KICKER,KICK YDS,KICK TO,KICK RESULT,PUNTER,PUNT YDS,PUNT TO,PUNT RESULT,BLOCKED BY,PK,FG DIST,FG RESULT,XP RESULT,2 PT RESULT,TAKEN BY,FIRST DOWN,TOUCHDOWN,NO PLAY,NULLIFIED,SAFETY,SERIES END,TIME STAMP,TIME LEFT,OFF SCORE,DEF SCORE,SCORE DIFF,TOL,OFF TOL,DEF TOL,PENALTY1,PEN TEAM1,AGAINST1,PENALTY2,PEN TEAM2,AGAINST2,PENALTY YDS
1,Alvernia,K,LYC,1,,,,,,,KO,Touchback,,,,,,,,,,,,,,,,,,,,65.0,0.0,Touchback,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
2,Alvernia,,ALV,1,,,,1.0,10.0,-25.0,Penalty,Penalty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,Delay Of Game,ALV,Louis Sepe,,,,5.0
3,Alvernia,D,ALV,1,,1.0,1.0,0.0,15.0,-20.0,Run,Rush,6.0,Malcolm Carey,,,,,,,Abubakar Audu Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
4,Alvernia,D,ALV,1,,1.0,2.0,2.0,9.0,-26.0,Pass,Incomplete,0.0,,Louis Sepe,Incomplete,,Joey Trout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
5,Alvernia,D,ALV,1,,1.0,3.0,3.0,9.0,-26.0,Pass,Sack,-6.0,,Louis Sepe,Sack,,,,,David Tomb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,15:00,1800,0,0,0,3,3,3,,,,,,,
6,Alvernia,,ALV,1,,,,4.0,15.0,-20.0,Penalty,Penalty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,False Start,ALV,Marc Kauffman,,,,5.0
7,Alvernia,K,ALV,1,,,,4.0,20.0,-15.0,Punt Ret,,,,,,,,,,,,,,,,,,,,,,,,Ryan Long,19.0,-34.0,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
8,Alvernia,O,LYC,1,,1.0,1.0,0.0,10.0,34.0,Run,Rush,11.0,Kyle Powell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,13:34,1714,0,0,0,3,3,3,,,,,,,
9,Alvernia,,LYC,1,,,,1.0,10.0,23.0,Penalty,Penalty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:34,1714,0,0,0,3,3,3,False Start,LYC,Brent Newton,,,,5.0
10,Alvernia,O,LYC,1,,1.0,2.0,1.0,15.0,28.0,Pass,Incomplete,0.0,,Elijah Shemory,Incomplete,Tre' Leach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:34,1714,0,0,0,3,3,3,,,,,,,
11,Alvernia,O,LYC,1,,1.0,3.0,2.0,15.0,28.0,Run,Rush,4.0,Kyle Powell,,,,,,,Pasqu. Savarese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:34,1714,0,0,0,3,3,3,,,,,,,
12,Alvernia,O,LYC,1,,1.0,4.0,3.0,11.0,24.0,Pass,Incomplete,0.0,,Elijah Shemory,Incomplete,Tyjah During,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Missed FG,13:34,1714,0,0,0,3,3,3,,,,,,,
13,Alvernia,K,LYC,1,,,,4.0,11.0,24.0,FG,No Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ian Plankenhorn,34.0,No Good,,,,,,,,,,13:34,1714,0,0,0,3,3,3,,,,,,,
14,Alvernia,D,ALV,1,,2.0,1.0,0.0,10.0,-24.0,Run,Rush,-2.0,Malcolm Carey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:58,1618,0,0,0,3,3,3,,,,,,,
15,Alvernia,D,ALV,1,,2.0,2.0,2.0,12.0,-22.0,Pass,Incomplete,0.0,,Louis Sepe,Incomplete,,,,Kevin Gianoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:58,1618,0,0,0,3,3,3,Intentional Grounding,ALV,Louis Sepe,,,,
