PLAY #,OPP TEAM,ODK,OFF TEAM,QTR,OT #,SERIES,SERIES #,DN,DIST,YARD LN,PLAY TYPE,RESULT,GN/LS,RUSHER,PASSER,PASS RESULT,PASS TARGET,BROKEN UP BY,INTERCEPTED BY,HURRIED BY,TACKLER1,TACKLER2,FUMBLE,FUMBLED BY,FORCED BY,RECOVER TEAM,RECOVERED BY,RETURNER,RETURN YDS,RETURN TO,KICKER,KICK YDS,KICK TO,KICK RESULT,ON-SIDE KICK,PUNTER,PUNT YDS,PUNT TO,PUNT RESULT,BLOCKED BY,PK,FG DIST,FG RESULT,XP RESULT,2 PT RESULT,TAKEN BY,FIRST DOWN,TOUCHDOWN,NO PLAY,NULLIFIED,SAFETY,SERIES END,TIME STAMP,TIME LEFT,OFF SCORE,DEF SCORE,SCORE DIFF,TOL,OFF TOL,DEF TOL,PENALTY1,PEN TEAM1,AGAINST1,PENALTY2,PEN TEAM2,AGAINST2,PENALTY YDS
1,Albright,K,ALBFB21,1,,,,,,,KO Rec,Return,,,,,,,,,Tro Frederick,Ry MacFarlane,,,,,,Carlos Artson,13,24.0,Jack Heuer,54.0,11.0,Return,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
2,Albright,O,MIFB,1,,1.0,1.0,0.0,10.0,-24.0,Run,Rush,-2.0,,David Cromwell,,,,,,Eric Martin,Devine Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
3,Albright,O,MIFB,1,,1.0,2.0,2.0,12.0,-22.0,Run,Rush,-2.0,,Dallas Engel,,,,,,,,True,Dallas Engel,,MIFB,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
4,Albright,O,MIFB,1,,1.0,3.0,3.0,13.0,-21.0,Pass,Interception,0.0,,Dallas Engel,Interception,,,Armo Jefferson,,David Cromwell,,,,,,,Armo Jefferson,30,-44.0,,,,,,,,,,,,,,,,,,,,,,Interception,15:00,1800,0,0,0,3,3,3,,,,,,,
5,Albright,D,ALBFB21,1,,1.0,1.0,0.0,10.0,14.0,Pass,Complete,14.0,,Todd Shelley,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,TD,13:24,1704,0,0,0,3,3,3,,,,,,,
6,Albright,K,ALBFB21,1,,,,1.0,3.0,3.0,Extra Pt. Block,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Good,,,,,,,,,13:17,1697,6,0,-6,3,3,3,,,,,,,
7,Albright,K,ALBFB21,1,,,,1.0,35.0,35.0,KO Rec,Return,,,,,,,,,Ry MacFarlane,,,,,,,Carlos Artson,26,39.0,,52.0,13.0,Return,,,,,,,,,,,,,,,,,,,13:17,1697,7,0,-7,3,3,3,,,,,,,
8,Albright,O,MIFB,1,,2.0,1.0,0.0,10.0,-39.0,Run,Rush,31.0,,David Cromwell,,,,,,Taylor Heflin,Omar Sesay,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,13:11,1691,0,7,-7,3,3,3,,,,,,,
9,Albright,O,MIFB,1,,2.0,2.0,1.0,10.0,30.0,Run,Rush,2.0,,Colten Peischl,,,,,,Jesse Modican,Eric Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:11,1691,0,7,-7,3,3,3,,,,,,,
10,Albright,O,MIFB,1,,2.0,3.0,2.0,8.0,28.0,Pass,Incomplete,0.0,,Dallas Engel,Incomplete,Willie Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:11,1691,0,7,-7,3,3,3,,,,,,,
11,Albright,O,MIFB,1,,2.0,4.0,3.0,8.0,28.0,Pass,Incomplete,0.0,,Dallas Engel,Incomplete,David Cromwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,13:11,1691,0,7,-7,3,3,3,,,,,,,
12,Albright,K,MIFB,1,,,,4.0,8.0,28.0,Punt,,,,,,,,,,,,,,,,,,,,,,,,,Dallas Engel,14.0,14.0,,,,,,,,,,,,,,,13:11,1691,0,7,-7,3,3,3,,,,,,,
13,Albright,D,ALBFB21,1,,2.0,1.0,0.0,10.0,14.0,Run,Rush,1.0,,Malik Bootman,,,,,,Logan Baxter,John Pearson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:45,1605,7,0,-7,3,3,3,,,,,,,
