PLAY #,OPP TEAM,ODK,OFF TEAM,QTR,OT #,SERIES,SERIES #,DN,DIST,YARD LN,FIELD ZONE,PLAY TYPE,RESULT,GN/LS,RUSHER PBP,PASSER PBP,PASS RESULT,PASS TARGET PBP,BROKEN UP BY PBP,INTERCEPTED BY PBP,HURRIED BY PBP,TACKLER1 PBP,TACKLER2 PBP,FUMBLE,FUMBLED BY PBP,FORCED BY PBP,RECOVER TEAM,RECOVERED BY PBP,RETURNER PBP,RETURN YDS,RETURN TO,KICKER PBP,KICK YDS,KICK TO,KICK RESULT,ON-SIDE KICK,PUNTER PBP,PUNT YDS,PUNT TO,PUNT RESULT,BLOCKED BY PBP,PK,FG DIST,FG RESULT,XP RESULT,2 PT RESULT,TAKEN BY,FIRST DOWN,TOUCHDOWN,NO PLAY,NULLIFIED,SAFETY,SERIES END,TIME STAMP,TIME LEFT,OFF SCORE,DEF SCORE,SCORE DIFF,TOL,OFF TOL,DEF TOL,PENALTY1,PEN TEAM1,AGAINST1,PENALTY2,PEN TEAM2,AGAINST2,PENALTY YDS
1,Greensboro,K,GAL,1,,,,,,,,KO,Return,,,,,,,,,Eric Gregory,Luong Vong,,,,,,S. Clemons,6,19.0,J. Waterman,52.0,13.0,Return,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
2,Greensboro,D,GC,1,,1.0,1.0,0.0,10.0,-19.0,Coming Out,Pass,Complete,5.0,,Loughry II,Complete,Deaven Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
3,Greensboro,D,GC,1,,1.0,2.0,2.0,5.0,-24.0,Coming Out,Pass,Incomplete,0.0,,Loughry II,Incomplete,Cale Matthews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
4,Greensboro,D,GC,1,,1.0,3.0,3.0,5.0,-24.0,Coming Out,Pass,Complete,16.0,,Loughry II,Complete,Waylin Webb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,illegal block,GC,,,,,12.0
5,Greensboro,D,GC,1,,1.0,4.0,3.0,1.0,-28.0,Gold Zone,Run,Rush,0.0,Jaylin Bolden,,,,,,,Tyler Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,15:00,1800,0,0,0,3,3,3,,,,,,,
6,Greensboro,K,GC,1,,,,4.0,1.0,-28.0,Gold Zone,Punt Rec,,,,,,,,,,,,,,,,,,,,,,,,,Zach Allman,40.0,32.0,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
7,Greensboro,O,GAL,1,,1.0,1.0,0.0,10.0,-32.0,Gold Zone,Run,Rush,25.0,Mikka Harvey,,,,,,,Zach Shaw,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,13:18,1698,0,0,0,3,3,3,,,,,,,
8,Greensboro,O,GAL,1,,1.0,2.0,1.0,10.0,43.0,Go Zone,Run,Rush,-2.0,Timel Benton,,,,,,,,,True,Timel Benton,,GAL,Timel Benton,,,,,,,,,,,,,,,,,,,,,,,,,,13:18,1698,0,0,0,3,3,3,,,,,,,
9,Greensboro,O,GAL,1,,1.0,3.0,2.0,13.0,46.0,Go Zone,Pass,Incomplete,0.0,,Timel Benton,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:18,1698,0,0,0,3,3,3,,,,,,,
10,Greensboro,O,GAL,1,,1.0,4.0,3.0,13.0,46.0,Go Zone,Pass,Incomplete,0.0,,Timel Benton,Incomplete,D'Mitri Lofton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,13:18,1698,0,0,0,3,3,3,,,,,,,
11,Greensboro,K,GAL,1,,,,4.0,13.0,46.0,Go Zone,Punt,Return,,,,,,,,,John Werner Jr.,,,,,,,Waylin Webb,9,19.0,,,,,,N. Maccini,36.0,10.0,Return,,,,,,,,,,,,,,13:18,1698,0,0,0,3,3,3,,,,,,,
12,Greensboro,,GC,1,,,,1.0,10.0,-19.0,Coming Out,Penalty,Penalty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:47,1607,0,0,0,3,3,3,false start,GC,,,,,5.0
13,Greensboro,D,GC,1,,2.0,1.0,0.0,15.0,-14.0,Coming Out,Pass,Incomplete,0.0,,Loughry II,Incomplete,Cale Matthews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:47,1607,0,0,0,3,3,3,,,,,,,
14,Greensboro,D,GC,1,,2.0,2.0,2.0,15.0,-14.0,Coming Out,Pass,Complete,6.0,,Loughry II,Complete,Zach Atkinson,,,,Laron Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:47,1607,0,0,0,3,3,3,,,,,,,
15,Greensboro,D,GC,1,,2.0,3.0,3.0,9.0,-20.0,Coming Out,Pass,Complete,8.0,,Loughry II,Complete,Zach Atkinson,,,,Laron Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,11:47,1607,0,0,0,3,3,3,,,,,,,
16,Greensboro,K,GC,1,,,,4.0,1.0,-28.0,Gold Zone,Punt Rec,,,,,,,,,,,,,,,,,,,,,,,,,Zach Allman,49.0,23.0,,,,,,,,,,,,,,,11:47,1607,0,0,0,3,3,3,,,,,,,
17,Greensboro,O,GAL,1,,2.0,1.0,0.0,10.0,-23.0,Coming Out,Run,Rush,11.0,D. Shelbon,,,,,,,Malik Hargrove,D. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,09:49,1489,0,0,0,3,3,3,,,,,,,
18,Greensboro,O,GAL,1,,2.0,2.0,1.0,10.0,-34.0,Gold Zone,Run,Rush,16.0,Preston Garrett,,,,,,,Zach Shaw,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,09:49,1489,0,0,0,3,3,3,,,,,,,
19,Greensboro,O,GAL,1,,2.0,3.0,1.0,10.0,-50.0,Go Zone,Run,Rush,3.0,D. Shelbon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:49,1489,0,0,0,3,3,3,,,,,,,
20,Greensboro,O,GAL,1,,2.0,4.0,2.0,7.0,47.0,Go Zone,Run,Rush,18.0,D. Shelbon,,,,,,,Taiseng Brown,Jamin Snellins,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,09:49,1489,0,0,0,3,3,3,,,,,,,
21,Greensboro,O,GAL,1,,2.0,5.0,1.0,10.0,29.0,Take A Shot,Pass,Incomplete,0.0,,Timel Benton,Incomplete,Preston Garrett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:49,1489,0,0,0,3,3,3,,,,,,,
22,Greensboro,O,GAL,1,,2.0,6.0,2.0,10.0,29.0,Take A Shot,Run,Rush,-1.0,D. Shelbon,,,,,,,,,True,D. Shelbon,,GC,Max Steele,,,,,,,,,,,,,,,,,,,,,,,,,Fumble,09:49,1489,0,0,0,3,3,3,,,,,,,
