PLAY #,OPP TEAM,ODK,OFF TEAM,QTR,OT #,SERIES,SERIES #,DN,DIST,YARD LN,FIELD ZONE,PLAY TYPE,RESULT,GN/LS,RUSHER PBP,PASSER PBP,PASS RESULT,PASS TARGET PBP,BROKEN UP BY PBP,INTERCEPTED BY PBP,HURRIED BY PBP,TACKLER1 PBP,TACKLER2 PBP,FUMBLE,FUMBLED BY PBP,FORCED BY PBP,RECOVER TEAM,RECOVERED BY PBP,RETURNER PBP,RETURN YDS,RETURN TO,KICKER PBP,KICK YDS,KICK TO,KICK RESULT,ON-SIDE KICK,PUNTER PBP,PUNT YDS,PUNT TO,PUNT RESULT,BLOCKED BY PBP,PK,FG DIST,FG RESULT,XP RESULT,2 PT RESULT,TAKEN BY,FIRST DOWN,TOUCHDOWN,NO PLAY,NULLIFIED,SAFETY,SERIES END,TIME STAMP,TIME LEFT,OFF SCORE,DEF SCORE,SCORE DIFF,TOL,OFF TOL,DEF TOL,PENALTY1,PEN TEAM1,AGAINST1,PENALTY2,PEN TEAM2,AGAINST2,PENALTY YDS
1,Thaddeus Stevens,K,TSC,1,,,,,,,,KO Rec,Return,,,,,,,,,Mason Brill,,,,,,,B. Washington,22,25.0,A. Romanowski,62.0,3.0,Return,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
2,Thaddeus Stevens,O,GAL,1,,1.0,1.0,0.0,10.0,-25.0,Coming Out,Run,Rush,0.0,N. Maccini,,,,,,,Mason Brill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
3,Thaddeus Stevens,O,GAL,1,,1.0,2.0,2.0,10.0,-25.0,Coming Out,Run,Rush,4.0,Joseph Mendis,,,,,,,Carl Valentine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
4,Thaddeus Stevens,O,GAL,1,,1.0,3.0,3.0,6.0,-29.0,Gold Zone,Run,Rush,3.0,D'Mitri Lofton,,,,,,,Eric Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,15:00,1800,0,0,0,3,3,3,,,,,,,
5,Thaddeus Stevens,K,GAL,1,,,,4.0,3.0,-32.0,Gold Zone,Punt,Return,,,,,,,,,T. Sellers,,,,,,,Jacob Alcorn,0,28.0,,,,,,N. Maccini,40.0,28.0,Return,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
6,Thaddeus Stevens,D,TSC,1,,1.0,1.0,0.0,10.0,-28.0,Gold Zone,Run,Rush,5.0,Michael Massey,,,,,,,Eric Gregory,Tyler Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:47,1667,0,0,0,3,3,3,,,,,,,
7,Thaddeus Stevens,D,TSC,1,,1.0,2.0,2.0,5.0,-33.0,Gold Zone,Run,Rush,0.0,Michael Massey,,,,,,,Jacob Hartman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:47,1667,0,0,0,3,3,3,,,,,,,
8,Thaddeus Stevens,D,TSC,1,,1.0,3.0,3.0,5.0,-33.0,Gold Zone,Pass,Incomplete,0.0,,Meleik Crenshaw,Incomplete,Samuel Hess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,12:47,1667,0,0,0,3,3,3,,,,,,,
9,Thaddeus Stevens,K,TSC,1,,,,4.0,5.0,-33.0,Gold Zone,Punt Rec,,,,,,,,,,,,,,,,,,,,,,,,,A. Romanowski,23.0,44.0,,,,,,,,,,,,,,,12:47,1667,0,0,0,3,3,3,,,,,,,
10,Thaddeus Stevens,O,GAL,1,,2.0,1.0,0.0,10.0,-44.0,Gold Zone,Run,Rush,37.0,N. Maccini,,,,,,,Kamiron Webster,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,11:16,1576,0,0,0,3,3,3,,,,,,,
11,Thaddeus Stevens,O,GAL,1,,2.0,2.0,1.0,10.0,19.0,Red Zone High,Run,Rush,2.0,D'Mitri Lofton,,,,,,,Concepcion-Mena,Mason Brill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:16,1576,0,0,0,3,3,3,,,,,,,
12,Thaddeus Stevens,O,GAL,1,,2.0,3.0,2.0,8.0,17.0,Red Zone High,Run,Rush,4.0,Mikka Harvey,,,,,,,Joshua Gibson,Eric Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:16,1576,0,0,0,3,3,3,,,,,,,
13,Thaddeus Stevens,,GAL,1,,,,3.0,4.0,13.0,Red Zone,Penalty,Penalty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:16,1576,0,0,0,3,3,3,delay of game,GAL,N. Maccini,,,,5.0
14,Thaddeus Stevens,O,GAL,1,,2.0,4.0,3.0,9.0,18.0,Red Zone High,Pass,Incomplete,0.0,,N. Maccini,Incomplete,D. Mackall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:16,1576,0,0,0,3,3,3,,,,,,,
15,Thaddeus Stevens,O,GAL,1,,2.0,5.0,4.0,9.0,18.0,Red Zone High,Pass,Complete,18.0,,N. Maccini,Complete,B. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,TD,11:16,1576,0,0,0,3,3,3,,,,,,,
16,Thaddeus Stevens,K,GAL,1,,,,,,,,Extra Pt.,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jack Gray,,,Good,,,,,,,,,08:38,1418,6,0,6,3,3,3,,,,,,,
17,Thaddeus Stevens,K,GAL,1,,,,,,,,KO,Return,,,,,,,,,Stefan Anderson,T. Sellers,,,,,,T. Rodgers,15,30.0,Jack Gray,50.0,15.0,Return,,,,,,,,,,,,,,,,,,,08:38,1418,7,0,7,3,3,3,,,,,,,
18,Thaddeus Stevens,D,TSC,1,,2.0,1.0,0.0,10.0,-30.0,Gold Zone,Run,Rush,1.0,Michael Massey,,,,,,,R. Burford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:32,1412,0,7,7,3,3,3,holding,TSC,Joshua Clark,,,,10.0
19,Thaddeus Stevens,D,TSC,1,,2.0,2.0,1.0,19.0,-21.0,Coming Out,Pass,Complete,34.0,,Meleik Crenshaw,Complete,Joshua Clark,,,,Laron Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,08:32,1412,0,7,7,3,3,3,Not found,GAL,,Not found,TSC,,
20,Thaddeus Stevens,D,TSC,1,,2.0,3.0,1.0,19.0,-21.0,Coming Out,Run,Rush,10.0,Christian Selby,,,,,,,Eric Gregory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:32,1412,0,7,7,3,3,3,,,,,,,
21,Thaddeus Stevens,D,TSC,1,,2.0,4.0,2.0,9.0,-31.0,Gold Zone,Run,Rush,3.0,Christian Selby,,,,,,,T. Sellers,Jacob Hartman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:32,1412,0,7,7,3,3,3,,,,,,,
22,Thaddeus Stevens,D,TSC,1,,2.0,5.0,3.0,6.0,-34.0,Gold Zone,Pass,Complete,10.0,,Meleik Crenshaw,Complete,T. Fuller-Bryan,,,,Miguel Pavao,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,08:32,1412,0,7,7,3,3,3,,,,,,,
23,Thaddeus Stevens,D,TSC,1,,2.0,6.0,1.0,10.0,-44.0,Gold Zone,Run,Rush,5.0,Christian Selby,,,,,,,Miguel Pavao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:32,1412,0,7,7,3,3,3,,,,,,,
