PLAY #,OPP TEAM,ODK,OFF TEAM,QTR,OT #,SERIES,SERIES #,DN,DIST,YARD LN,FIELD ZONE,PLAY TYPE,RESULT,GN/LS,RUSHER PBP,PASSER PBP,PASS RESULT,PASS TARGET PBP,BROKEN UP BY PBP,INTERCEPTED BY PBP,HURRIED BY PBP,TACKLER1 PBP,TACKLER2 PBP,FUMBLE,FUMBLED BY PBP,FORCED BY PBP,RECOVER TEAM,RECOVERED BY PBP,RETURNER PBP,RETURN YDS,RETURN TO,KICKER PBP,KICK YDS,KICK TO,KICK RESULT,ON-SIDE KICK,PUNTER PBP,PUNT YDS,PUNT TO,PUNT RESULT,BLOCKED BY PBP,PK,FG DIST,FG RESULT,XP RESULT,2 PT RESULT,TAKEN BY,FIRST DOWN,TOUCHDOWN,NO PLAY,NULLIFIED,SAFETY,SERIES END,TIME STAMP,TIME LEFT,OFF SCORE,DEF SCORE,SCORE DIFF,TOL,OFF TOL,DEF TOL,PENALTY1,PEN TEAM1,AGAINST1,PENALTY2,PEN TEAM2,AGAINST2,PENALTY YDS
1,Greenville,K,MILLIKIN,1,,,,,,,,KO,Return,,,,,,,,,N. Miller,,,,,,,Terrance Brown,14,34.0,,45.0,20.0,Return,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
2,Greenville,D,GUFB,1,,1.0,1.0,0.0,10.0,-34.0,Gold Zone,Run,Rush,5.0,Paul Garrett,,,,,,,Teicher,Grant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
3,Greenville,D,GUFB,1,,1.0,2.0,2.0,5.0,-39.0,Gold Zone,Pass,Complete,6.0,,C. Butterfield,Complete,Seth Logan,,,,Harrell,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
4,Greenville,D,GUFB,1,,1.0,3.0,1.0,10.0,-45.0,Go Zone,Pass,Sack,-3.0,,C. Butterfield,Sack,,,,,C. Vogt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
5,Greenville,D,GUFB,1,,1.0,4.0,2.0,13.0,-42.0,Gold Zone,Run,Rush,-4.0,Matthew Tiger,,,,,,,Meyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
6,Greenville,D,GUFB,1,,1.0,5.0,3.0,17.0,-38.0,Gold Zone,Pass,Incomplete,0.0,,C. Butterfield,Incomplete,Seth Logan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,15:00,1800,0,0,0,3,3,3,,,,,,,
7,Greenville,K,GUFB,1,,,,4.0,17.0,-38.0,Gold Zone,Punt Rec,Fair Catch,,,,,,,,,,,,,,,,,,,,,,,,Dylan Carns,35.0,27.0,Fair Catch,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
8,Greenville,O,MILLIKIN,1,,1.0,1.0,0.0,10.0,-27.0,Gold Zone,Run,Rush,5.0,,,,,,,,Thomas Linnear,Tabias Coleman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:43,1663,0,0,0,3,3,3,,,,,,,
9,Greenville,O,MILLIKIN,1,,1.0,2.0,2.0,5.0,-32.0,Gold Zone,Run,Rush,9.0,,,,,,,,J. Apple-Gibbs,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,12:43,1663,0,0,0,3,3,3,,,,,,,
10,Greenville,,MILLIKIN,1,,,,1.0,10.0,-41.0,Gold Zone,Penalty,Penalty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:43,1663,0,0,0,3,3,3,false start,MILLIKIN,,,,,5.0
