PLAY #,OPP TEAM,ODK,OFF TEAM,QTR,OT #,SERIES,SERIES #,DN,DIST,YARD LN,FIELD ZONE,PLAY TYPE,RESULT,GN/LS,RUSHER PBP,PASSER PBP,PASS RESULT,PASS TARGET PBP,BROKEN UP BY PBP,INTERCEPTED BY PBP,HURRIED BY PBP,TACKLER1 PBP,TACKLER2 PBP,FUMBLE,FUMBLED BY PBP,FORCED BY PBP,RECOVER TEAM,RECOVERED BY PBP,RETURNER PBP,RETURN YDS,RETURN TO,KICKER PBP,KICK YDS,KICK TO,KICK RESULT,ON-SIDE KICK,PUNTER PBP,PUNT YDS,PUNT TO,PUNT RESULT,BLOCKED BY PBP,PK,FG DIST,FG RESULT,XP RESULT,2 PT RESULT,TAKEN BY,FIRST DOWN,TOUCHDOWN,NO PLAY,NULLIFIED,SAFETY,SERIES END,TIME STAMP,TIME LEFT,OFF SCORE,DEF SCORE,SCORE DIFF,TOL,OFF TOL,DEF TOL,PENALTY1,PEN TEAM1,AGAINST1,PENALTY2,PEN TEAM2,AGAINST2,PENALTY YDS
1,Elmhurst,K,ELM,1,,,,,,,,KO Rec,Return,,,,,,,,,Jairus Bowman,,,,,,,Matthew Salazar,5,10.0,Sandro Quintanilla,60.0,5.0,Return,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
2,Elmhurst,O,MIL,1,,1.0,1.0,0.0,10.0,-10.0,Backed Up,Pass,Incomplete,0.0,,Cal Pohrte,Incomplete,Antonio Brown,Jeremy Inniss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:54,1794,0,0,0,3,3,3,,,,,,,
3,Elmhurst,O,MIL,1,,1.0,2.0,2.0,10.0,-10.0,Backed Up,Pass,Complete,0.0,,Cal Pohrte,Complete,Donald McGhee,,,,Gabe Boyd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:54,1794,0,0,0,3,3,3,,,,,,,
4,Elmhurst,O,MIL,1,,1.0,3.0,3.0,10.0,-10.0,Backed Up,Pass,Complete,19.0,,Cal Pohrte,Complete,Jahlil Lipkin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,14:54,1794,0,0,0,3,3,3,,,,,,,
5,Elmhurst,,MIL,1,,,,1.0,10.0,-29.0,Gold Zone,Penalty,Penalty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:54,1794,0,0,0,3,3,3,False Start ,MIL,,,,,5.0
6,Elmhurst,O,MIL,1,,1.0,4.0,1.0,15.0,-24.0,Coming Out,Pass,Incomplete,0.0,,Cal Pohrte,Incomplete,Antonio Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:54,1794,0,0,0,3,3,3,,,,,,,
7,Elmhurst,O,MIL,1,,1.0,5.0,2.0,15.0,-24.0,Coming Out,Pass,Complete,9.0,,Cal Pohrte,Complete,Stephen Gudino,,,,Gabe Boyd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:54,1794,0,0,0,3,3,3,,,,,,,
8,Elmhurst,,MIL,1,,,,2.0,15.0,-24.0,Coming Out,Timeout,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Millikin,,,,,,,14:54,1794,0,0,0,3,3,3,,,,,,,
9,Elmhurst,O,MIL,1,,1.0,6.0,3.0,6.0,-33.0,Gold Zone,Pass,Complete,14.0,,Cal Pohrte,Complete,Tyson Roedl,,,,Jake Masco,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,13:09,1689,0,0,0,2,2,3,,,,,,,
10,Elmhurst,O,MIL,1,,1.0,7.0,1.0,10.0,-47.0,Go Zone,Run,Rush,12.0,Tyson Roedl,,,,,,,Tristen James,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,13:09,1689,0,0,0,2,2,3,,,,,,,
11,Elmhurst,O,MIL,1,,1.0,8.0,1.0,10.0,41.0,Go Zone,Run,Rush,3.0,Tyson Roedl,,,,,,,Tyler Jolly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:09,1689,0,0,0,2,2,3,,,,,,,
12,Elmhurst,O,MIL,1,,1.0,9.0,2.0,7.0,38.0,Go Zone,Run,Rush,-1.0,Tyson Roedl,,,,,,,Tanner King,Jarmin Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:09,1689,0,0,0,2,2,3,,,,,,,
13,Elmhurst,O,MIL,1,,1.0,10.0,3.0,8.0,39.0,Go Zone,Pass,Incomplete,0.0,,Cal Pohrte,Incomplete,Tyson Roedl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,13:09,1689,0,0,0,2,2,3,,,,,,,
14,Elmhurst,K,MIL,1,,,,4.0,8.0,39.0,Go Zone,Punt,Out of bounds,,,,,,,,,,,,,,,,,,,,,,,,Tyson Roedl,19.0,20.0,Out of bounds,,,,,,,,,,,,,,13:09,1689,0,0,0,2,2,3,,,,,,,
15,Elmhurst,D,ELM,1,,1.0,1.0,0.0,10.0,-20.0,Coming Out,Pass,Complete,0.0,,Noah Henkel,Complete,Gabe Holtke,,,,Elisa Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:52,1552,0,0,0,2,3,2,,,,,,,
16,Elmhurst,D,ELM,1,,1.0,2.0,2.0,10.0,-20.0,Coming Out,Run,Rush,9.0,Noah Henkel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:52,1552,0,0,0,2,3,2,,,,,,,
