PLAY #,OPP TEAM,ODK,OFF TEAM,QTR,OT #,SERIES,SERIES #,DN,DIST,YARD LN,FIELD ZONE,PLAY TYPE,RESULT,GN/LS,RUSHER PBP,RUSH DIRECTION,PASSER PBP,PASS DEPTH,PASS DIRECTION,PASS RESULT,PASS TARGET PBP,BROKEN UP BY PBP,INTERCEPTED BY PBP,HURRIED BY PBP,TACKLER1 PBP,TACKLER2 PBP,FUMBLE,FUMBLED BY PBP,FORCED BY PBP,RECOVER TEAM,RECOVERED BY PBP,RETURNER PBP,RETURN YDS,RETURN TO,KICKER PBP,KICK YDS,KICK TO,KICK RESULT,ON-SIDE KICK,PUNTER PBP,PUNT YDS,PUNT TO,PUNT RESULT,BLOCKED BY PBP,PK,FG DIST,FG RESULT,XP RESULT,2 PT RESULT,TAKEN BY,FIRST DOWN,TOUCHDOWN,NO PLAY,NULLIFIED,SAFETY,SERIES END,TIME STAMP,TIME LEFT,OFF SCORE,DEF SCORE,SCORE DIFF,TOL,OFF TOL,DEF TOL,PENALTY1,PEN TEAM1,AGAINST1,PENALTY2,PEN TEAM2,AGAINST2,PENALTY YDS
1,Wartburg,K,LUT,1,,,,,,,,KO,Fair Catch,,,,,,,,,,,,,,,,,,,,,,Joseph Mehlhorn,17.0,48.0,Fair Catch,True,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
2,Wartburg,D,WAR,1,,1.0,1.0,0.0,10.0,-48.0,Go Zone,Run,Rush,51.0,Hunter Clasen,middle,,,,,,,,,Brandon Deas,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
3,Wartburg,D,WAR,1,,1.0,2.0,1.0,1.0,1.0,Red Zone Low,Run,Rush,-3.0,Ben Bryant,middle,,,,,,,,,,,True,Ben Bryant,,WAR,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
4,Wartburg,D,WAR,1,,1.0,3.0,2.0,4.0,4.0,Red Zone Low,Run,Rush,2.0,Hunter Clasen,right,,,,,,,,,Brayden Daly,Xavier Andrade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
5,Wartburg,D,WAR,1,,1.0,4.0,3.0,2.0,2.0,Red Zone Low,Pass,Incomplete,0.0,,,Nile McLaughlin,short,right,Incomplete,Owen Grover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Missed FG,15:00,1800,0,0,0,3,3,3,,,,,,,
6,Wartburg,K,WAR,1,,,,4.0,2.0,2.0,Red Zone Low,FG Block,No Good,,,,,,,,,,,,Patrick H: Mulholland,,,,,,,,,,,,,,,,,,,,Cael O'Neill,19.0,No Good,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
7,Wartburg,O,LUT,1,,1.0,1.0,0.0,10.0,-20.0,Coming Out,Pass,Complete,3.0,,,Beau Cornwell,short,right,Complete,Diego Lopez,,,,Drew Wyffels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:14,1694,0,0,0,3,3,3,,,,,,,
8,Wartburg,O,LUT,1,,1.0,2.0,2.0,7.0,-23.0,Coming Out,Pass,Complete,3.0,,,Beau Cornwell,short,right,Complete,Vershon Brooks,,,,Drew Wyffels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:14,1694,0,0,0,3,3,3,,,,,,,
9,Wartburg,O,LUT,1,,1.0,3.0,3.0,10.0,-20.0,Coming Out,Pass,Incomplete,0.0,,,Beau Cornwell,short,right,Incomplete,Tommy Kaktis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,13:14,1694,0,0,0,3,3,3,,,,,,,
10,Wartburg,K,LUT,1,,,,4.0,10.0,-20.0,Coming Out,Punt,Out of bounds,,,,,,,,,,,,,,,,,,,,,,,,,,,Beau Cornwell,35.0,45.0,Out of bounds,,,,,,,,,,,,,,13:14,1694,0,0,0,3,3,3,,,,,,,
11,Wartburg,D,WAR,1,,2.0,1.0,0.0,10.0,-45.0,Go Zone,Pass,Complete,8.0,,,Nile McLaughlin,short,left,Complete,Drake George,,,,Sam Bundy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:49,1609,0,0,0,3,3,3,,,,,,,
12,Wartburg,D,WAR,1,,2.0,2.0,2.0,2.0,47.0,Go Zone,Run,Rush,47.0,Bricen White,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,TD,11:49,1609,0,0,0,3,3,3,,,,,,,
13,Wartburg,K,WAR,1,,,,1.0,3.0,3.0,Red Zone Low,Extra Pt. Block,Blocked,,,,,,,,,,,,Sam Feine,,,,,,,,,,,,,,,,,,,Sam Feine,Cael O'Neill,,,Blocked,,,,,,,,,11:17,1577,6,0,-6,3,3,3,,,,,,,
