PLAY #,OPP TEAM,ODK,OFF TEAM,QTR,OT #,SERIES,SERIES #,DN,DIST,YARD LN,FIELD ZONE,PLAY TYPE,RESULT,GN/LS,RUSHER PBP,PASSER PBP,PASS RESULT,PASS TARGET PBP,BROKEN UP BY PBP,INTERCEPTED BY PBP,HURRIED BY PBP,TACKLER1 PBP,TACKLER2 PBP,FUMBLE,FUMBLED BY PBP,FORCED BY PBP,RECOVER TEAM,RECOVERED BY PBP,RETURNER PBP,RETURN YDS,RETURN TO,KICKER PBP,KICK YDS,KICK TO,KICK RESULT,ON-SIDE KICK,PUNTER PBP,PUNT YDS,PUNT TO,PUNT RESULT,BLOCKED BY PBP,PK,FG DIST,FG RESULT,XP RESULT,2 PT RESULT,TAKEN BY,FIRST DOWN,TOUCHDOWN,NO PLAY,NULLIFIED,SAFETY,SERIES END,TIME STAMP,TIME LEFT,OFF SCORE,DEF SCORE,SCORE DIFF,TOL,OFF TOL,DEF TOL,PENALTY1,PEN TEAM1,AGAINST1,PENALTY2,PEN TEAM2,AGAINST2,PENALTY YDS
1,Simpson,K,WAR,1,,,,,,,,KO,Return,,,,,,,,,Gavin Dooley,,,,,,,Cameron Jones,10,21.0,A. Muhamedagic,54.0,11.0,Return,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
2,Simpson,D,SIM,1,,1.0,1.0,0.0,10.0,-21.0,Coming Out,Run,Rush,1.0,Hunter Ogle,,,,,,,Riley Konrardy,Alex Lahmon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:56,1796,0,0,0,3,3,3,,,,,,,
3,Simpson,D,SIM,1,,1.0,2.0,2.0,9.0,-22.0,Coming Out,Run,Rush,4.0,Hunter Ogle,,,,,,,Riley Konrardy,A. Santillan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:56,1796,0,0,0,3,3,3,,,,,,,
4,Simpson,D,SIM,1,,1.0,3.0,3.0,5.0,-26.0,Gold Zone,Pass,Incomplete,0.0,,Brett Bobinet,Incomplete,Austin Bell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,14:56,1796,0,0,0,3,3,3,,,,,,,
5,Simpson,K,SIM,1,,,,4.0,5.0,-26.0,Gold Zone,Punt Rec,,,,,,,,,,,,,,,,,,,,,,,,,Brady Berkey,44.0,30.0,,,,,,,,,,,,,,,14:56,1796,0,0,0,3,3,3,,,,,,,
6,Simpson,O,WAR,1,,1.0,1.0,0.0,10.0,-30.0,Gold Zone,Pass,Complete,5.0,,Jace Moore,Complete,Darius Whaley,,,,Boston Draper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:41,1721,0,0,0,3,3,3,,,,,,,
7,Simpson,O,WAR,1,,1.0,2.0,2.0,5.0,-35.0,Gold Zone,Run,Rush,20.0,Hunter Clasen,,,,,,,Lanny Herzog,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,13:41,1721,0,0,0,3,3,3,,,,,,,
8,Simpson,O,WAR,1,,1.0,3.0,1.0,10.0,45.0,Go Zone,Pass,Complete,7.0,,Jace Moore,Complete,Drake George,,,,Lanny Herzog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:41,1721,0,0,0,3,3,3,,,,,,,
9,Simpson,O,WAR,1,,1.0,4.0,2.0,3.0,38.0,Go Zone,Run,Rush,30.0,Hunter Clasen,,,,,,,Jaden Henrichs,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,13:41,1721,0,0,0,3,3,3,,,,,,,
10,Simpson,O,WAR,1,,1.0,5.0,1.0,8.0,8.0,Red Zone,Run,Rush,2.0,Hunter Clasen,,,,,,,Tyreese Jackson,Wyatt Schaben,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:41,1721,0,0,0,3,3,3,,,,,,,
