PLAY #,OPP TEAM,ODK,OFF TEAM,QTR,OT #,SERIES,SERIES #,DN,DIST,YARD LN,FIELD ZONE,PLAY TYPE,RESULT,GN/LS,RUSHER PBP,PASSER PBP,PASS RESULT,PASS TARGET PBP,BROKEN UP BY PBP,INTERCEPTED BY PBP,HURRIED BY PBP,TACKLER1 PBP,TACKLER2 PBP,FUMBLE,FUMBLED BY PBP,FORCED BY PBP,RECOVER TEAM,RECOVERED BY PBP,RETURNER PBP,RETURN YDS,RETURN TO,KICKER PBP,KICK YDS,KICK TO,KICK RESULT,ON-SIDE KICK,PUNTER PBP,PUNT YDS,PUNT TO,PUNT RESULT,BLOCKED BY PBP,PK,FG DIST,FG RESULT,XP RESULT,2 PT RESULT,TAKEN BY,FIRST DOWN,TOUCHDOWN,NO PLAY,NULLIFIED,SAFETY,SERIES END,TIME STAMP,TIME LEFT,OFF SCORE,DEF SCORE,SCORE DIFF,TOL,OFF TOL,DEF TOL,PENALTY1,PEN TEAM1,AGAINST1,PENALTY2,PEN TEAM2,AGAINST2,PENALTY YDS
1,Monmouth (IL),K,WAR,1,,,,,,,,KO,Return,,,,,,,,,Ben Weepie,Trent Roling,,,,,,Nathan Graham,0,22.0,Kain Eagle,43.0,22.0,Return,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
2,Monmouth (IL),D,MON,1,,1.0,1.0,0.0,10.0,-22.0,Coming Out,Run,Rush,31.0,Devin Lawrence,,,,,,,Eli Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,14:14,1754,0,0,0,3,3,3,,,,,,,
3,Monmouth (IL),D,MON,1,,1.0,2.0,1.0,10.0,47.0,Go Zone,Run,Rush,2.0,Devin Lawrence,,,,,,,Jordan Downing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:14,1754,0,0,0,3,3,3,,,,,,,
4,Monmouth (IL),D,MON,1,,1.0,3.0,2.0,8.0,45.0,Go Zone,Run,Rush,0.0,Carter Boyer,,,,,,,Jordan Downing,Ben Weepie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:14,1754,0,0,0,3,3,3,,,,,,,
5,Monmouth (IL),,MON,1,,,,3.0,8.0,45.0,Go Zone,Penalty,Penalty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:14,1754,0,0,0,3,3,3,Delay Of Game,MON,Carter Boyer,,,,5.0
6,Monmouth (IL),D,MON,1,,1.0,4.0,3.0,13.0,50.0,Go Zone,Pass,Complete,37.0,,Carter Boyer,Complete,Nathaniel Thornton,,,,Sam Joerger,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,14:14,1754,0,0,0,3,3,3,,,,,,,
7,Monmouth (IL),,MON,1,,,,1.0,10.0,13.0,Red Zone,Penalty,Penalty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:14,1754,0,0,0,3,3,3,False Start,MON,Matthew Shimko,,,,5.0
8,Monmouth (IL),D,MON,1,,1.0,5.0,1.0,15.0,18.0,Red Zone High,Run,Rush,5.0,Carter Boyer,,,,,,,Antonio Santillan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:14,1754,0,0,0,3,3,3,,,,,,,
9,Monmouth (IL),D,MON,1,,1.0,6.0,2.0,10.0,13.0,Red Zone,Run,Rush,0.0,Devin Lawrence,,,,,,,Freddie Hosch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:14,1754,0,0,0,3,3,3,,,,,,,
10,Monmouth (IL),D,MON,1,,1.0,7.0,3.0,10.0,13.0,Red Zone,Run,Rush,5.0,Devin Lawrence,,,,,,,Jaden Van Roekel,Freddie Hosch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Missed FG,14:14,1754,0,0,0,3,3,3,,,,,,,
