PLAY #,OPP TEAM,ODK,OFF TEAM,QTR,OT #,SERIES,SERIES #,DN,DIST,YARD LN,FIELD ZONE,PLAY TYPE,RESULT,GN/LS,RUSHER PBP,PASSER PBP,PASS RESULT,PASS TARGET PBP,BROKEN UP BY PBP,INTERCEPTED BY PBP,HURRIED BY PBP,TACKLER1 PBP,TACKLER2 PBP,FUMBLE,FUMBLED BY PBP,FORCED BY PBP,RECOVER TEAM,RECOVERED BY PBP,RETURNER PBP,RETURN YDS,RETURN TO,KICKER PBP,KICK YDS,KICK TO,KICK RESULT,ON-SIDE KICK,PUNTER PBP,PUNT YDS,PUNT TO,PUNT RESULT,BLOCKED BY PBP,PK,FG DIST,FG RESULT,XP RESULT,2 PT RESULT,TAKEN BY,FIRST DOWN,TOUCHDOWN,NO PLAY,NULLIFIED,SAFETY,SERIES END,TIME STAMP,TIME LEFT,OFF SCORE,DEF SCORE,SCORE DIFF,TOL,OFF TOL,DEF TOL,PENALTY1,PEN TEAM1,AGAINST1,PENALTY2,PEN TEAM2,AGAINST2,PENALTY YDS
1,Buena Vista,K,COE,1,,,,,,,,KO,Return,,,,,,,,,Evan Ellis,,,,,,,Eric Pacheco,34,40.0,Evan Ellis,59.0,6.0,Return,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
2,Buena Vista,D,BVU,1,,1.0,1.0,0.0,10.0,-40.0,Gold Zone,Run,Rush,15.0,Jeremy Woodward,,,,,,,Bridger Aucutt,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,14:53,1793,0,0,0,3,3,3,,,,,,,
3,Buena Vista,D,BVU,1,,1.0,2.0,1.0,10.0,45.0,Go Zone,Pass,Complete,15.0,,Brandon Kyles,Complete,Colby Laughlin,,,,Trevor Eckols,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,14:53,1793,0,0,0,3,3,3,,,,,,,
4,Buena Vista,D,BVU,1,,1.0,3.0,1.0,10.0,30.0,Take A Shot,Run,Rush,5.0,Brandon Kyles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:53,1793,0,0,0,3,3,3,,,,,,,
5,Buena Vista,D,BVU,1,,1.0,4.0,2.0,5.0,25.0,Take A Shot,Run,Rush,10.0,Jeremy Woodward,,,,,,,Bridger Aucutt,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,14:53,1793,0,0,0,3,3,3,,,,,,,
6,Buena Vista,D,BVU,1,,1.0,5.0,1.0,10.0,15.0,Red Zone High,Pass,Incomplete,0.0,,Brandon Kyles,Incomplete,Cody Buresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:53,1793,0,0,0,3,3,3,,,,,,,
7,Buena Vista,D,BVU,1,,1.0,6.0,2.0,10.0,15.0,Red Zone High,Run,Rush,9.0,Brandon Kyles,,,,,,,Heath Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:53,1793,0,0,0,3,3,3,,,,,,,
8,Buena Vista,D,BVU,1,,1.0,7.0,3.0,1.0,6.0,Red Zone,Run,Rush,1.0,Jeremy Woodward,,,,,,,Jon Bell,Heath Henderson,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,14:53,1793,0,0,0,3,3,3,,,,,,,
9,Buena Vista,D,BVU,1,,1.0,8.0,1.0,5.0,5.0,Red Zone Low,Run,Rush,4.0,Jeremy Woodward,,,,,,,Jon Bell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:53,1793,0,0,0,3,3,3,,,,,,,
10,Buena Vista,D,BVU,1,,1.0,9.0,2.0,1.0,1.0,Red Zone Low,Run,Rush,0.0,Jeremy Woodward,,,,,,,Heath Henderson,Cedric Nah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:53,1793,0,0,0,3,3,3,,,,,,,
11,Buena Vista,D,BVU,1,,1.0,10.0,3.0,1.0,1.0,Red Zone Low,Run,Rush,1.0,Brandon Kyles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,TD,14:53,1793,0,0,0,3,3,3,,,,,,,
12,Buena Vista,K,BVU,1,,,,1.0,3.0,3.0,Red Zone Low,Extra Pt. Block,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ramon Garcia,,,Good,,,,,,,,,11:43,1603,6,0,-6,3,3,3,,,,,,,
13,Buena Vista,K,BVU,1,,,,1.0,10.0,-35.0,Gold Zone,KO Rec,Return,,,,,,,,,Trey Ortman,,,,,,,Dominic Shepardson,15,33.0,Brandon Woodland,47.0,18.0,Return,,,,,,,,,,,,,,,,,,,11:43,1603,7,0,-7,3,3,3,,,,,,,
14,Buena Vista,,COE,1,,,,1.0,10.0,-33.0,Gold Zone,Penalty,Penalty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:37,1597,0,7,-7,3,3,3,UNS: Unsportsmanlike Conduct,BVU,Chris Chedester,,,,15.0
15,Buena Vista,O,COE,1,,1.0,1.0,0.0,10.0,-48.0,Go Zone,Run,Rush,-10.0,Nick Casey,,,,,,,,,True,Nick Casey,,COE,Nick Casey,,,,,,,,,,,,,,,,,,,,,,,,,,11:37,1597,0,7,-7,3,3,3,,,,,,,
16,Buena Vista,O,COE,1,,1.0,2.0,2.0,20.0,-38.0,Gold Zone,Pass,Complete,15.0,,Nick Casey,Complete,Amel Saric,,,,Tanner Frost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:37,1597,0,7,-7,3,3,3,,,,,,,
17,Buena Vista,O,COE,1,,1.0,3.0,3.0,5.0,47.0,Go Zone,Pass,Incomplete,0.0,,Nick Casey,Incomplete,Amel Saric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,,,11:37,1597,0,7,-7,3,3,3,Offside,BVU,Nate Pedersen,,,,5.0
18,Buena Vista,O,COE,1,,1.0,4.0,1.0,10.0,42.0,Go Zone,Run,Rush,4.0,Ray Seidel,,,,,,,Mason Wickett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:37,1597,0,7,-7,3,3,3,,,,,,,
19,Buena Vista,O,COE,1,,1.0,5.0,2.0,6.0,38.0,Go Zone,Run,Rush,0.0,Ray Seidel,,,,,,,Tanner Frost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:37,1597,0,7,-7,3,3,3,,,,,,,
20,Buena Vista,O,COE,1,,1.0,6.0,3.0,6.0,38.0,Go Zone,Pass,Incomplete,0.0,,Nick Casey,Incomplete,Tre Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,11:37,1597,0,7,-7,3,3,3,,,,,,,
21,Buena Vista,K,COE,1,,,,4.0,6.0,38.0,Go Zone,Punt,Return,,,,,,,,,,,,,,,,Eric Pacheco,10,24.0,,,,,,Evan Ellis,24.0,14.0,Return,,,,,,,,,,,,,,11:37,1597,0,7,-7,3,3,3,,,,,,,
22,Buena Vista,D,BVU,1,,2.0,1.0,0.0,10.0,-24.0,Coming Out,Pass,Incomplete,0.0,,Brandon Kyles,Incomplete,Colby Laughlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:09,1449,7,0,-7,3,3,3,,,,,,,
23,Buena Vista,D,BVU,1,,2.0,2.0,2.0,10.0,-24.0,Coming Out,Pass,Complete,19.0,,Brandon Kyles,Complete,Colby Laughlin,,,,Anthony Bullard,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,09:09,1449,7,0,-7,3,3,3,Pass Interference,BVU,,,,,12.0
24,Buena Vista,D,BVU,1,,2.0,3.0,2.0,22.0,-12.0,Coming Out,Pass,Complete,5.0,,Brandon Kyles,Complete,Colby Laughlin,,,,Manny Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:09,1449,7,0,-7,3,3,3,,,,,,,
25,Buena Vista,D,BVU,1,,2.0,4.0,3.0,17.0,-17.0,Coming Out,Run,Rush,1.0,Jeremy Woodward,,,,,,,Jay Oostendorp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,09:09,1449,7,0,-7,3,3,3,,,,,,,
26,Buena Vista,K,BVU,1,,,,4.0,16.0,-18.0,Coming Out,Punt Rec,Blocked,,,,,,,,,,,,,,,,,,,,,,,,Brandon Woodland,32.0,-50.0,Blocked,Trey Holub,,,,,,,,,,,,,09:09,1449,7,0,-7,3,3,3,,,,,,,
27,Buena Vista,O,COE,1,,2.0,1.0,0.0,10.0,50.0,Go Zone,Pass,Complete,3.0,,Nick Casey,Complete,Ray Seidel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,07:32,1352,0,7,-7,3,3,3,Illegal Formation,COE,,,,,5.0
