PLAY #,OPP TEAM,ODK,OFF TEAM,QTR,OT #,SERIES,SERIES #,DN,DIST,YARD LN,FIELD ZONE,PLAY TYPE,RESULT,GN/LS,RUSHER PBP,PASSER PBP,PASS RESULT,PASS TARGET PBP,BROKEN UP BY PBP,INTERCEPTED BY PBP,HURRIED BY PBP,TACKLER1 PBP,TACKLER2 PBP,FUMBLE,FUMBLED BY PBP,FORCED BY PBP,RECOVER TEAM,RECOVERED BY PBP,RETURNER PBP,RETURN YDS,RETURN TO,KICKER PBP,KICK YDS,KICK TO,KICK RESULT,ON-SIDE KICK,PUNTER PBP,PUNT YDS,PUNT TO,PUNT RESULT,BLOCKED BY PBP,PK,FG DIST,FG RESULT,XP RESULT,2 PT RESULT,TAKEN BY,FIRST DOWN,TOUCHDOWN,NO PLAY,NULLIFIED,SAFETY,SERIES END,TIME STAMP,TIME LEFT,OFF SCORE,DEF SCORE,SCORE DIFF,TOL,OFF TOL,DEF TOL,PENALTY1,PEN TEAM1,AGAINST1,PENALTY2,PEN TEAM2,AGAINST2,PENALTY YDS
1,Hope,K,Coe,1,,,,,,,,KO,Touchback,,,,,,,,,,,,,,,,,,,Evan Ellis,65.0,0.0,Touchback,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
2,Hope,D,HCO,1,,1.0,1.0,0.0,10.0,-25.0,Coming Out,Pass,Incomplete,0.0,,Chase Brown,Incomplete,Ian Rampersad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,Encroachment,HCO,,,,,
3,Hope,D,HCO,1,,1.0,2.0,2.0,10.0,-25.0,Coming Out,Run,Rush,1.0,Dan Romano,,,,,,,Alex Aitchison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
4,Hope,D,HCO,1,,1.0,3.0,3.0,9.0,-26.0,Gold Zone,Pass,Sack,-4.0,,Chase Brown,Sack,,,,,Cam Elam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,15:00,1800,0,0,0,3,3,3,,,,,,,
5,Hope,K,HCO,1,,,,4.0,13.0,-22.0,Coming Out,Punt Rec,Out of bounds,,,,,,,,,,,,,,,,,,,,,,,,Dylan Hillger,12.0,-34.0,Out of bounds,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
6,Hope,O,Coe,1,,1.0,1.0,0.0,10.0,34.0,Take A Shot,Pass,Complete,13.0,,Carter Maske,Complete,Amel Saric,,,,Travis Vredeveld,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,13:52,1732,0,0,0,3,3,3,,,,,,,
7,Hope,O,Coe,1,,1.0,2.0,1.0,10.0,21.0,Take A Shot,Run,Rush,5.0,Alphonso Soko,,,,,,,Brady Howe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:52,1732,0,0,0,3,3,3,,,,,,,
8,Hope,O,Coe,1,,1.0,3.0,2.0,5.0,16.0,Red Zone High,Pass,Complete,1.0,,Carter Maske,Complete,Alphonso Soko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:52,1732,0,0,0,3,3,3,,,,,,,
9,Hope,O,Coe,1,,1.0,4.0,3.0,4.0,15.0,Red Zone High,Pass,Sack,-10.0,,Carter Maske,Sack,,,,,Andrew Debri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:52,1732,0,0,0,3,3,3,,,,,,,
10,Hope,O,Coe,1,,1.0,5.0,4.0,14.0,25.0,Take A Shot,Pass,Interception,0.0,,Carter Maske,Interception,,,Travis Vredeveld,,,,,,,,,Travis Vredeveld,27,4.0,,,,,,,,,,,,,,,,,,,,,,Interception,13:52,1732,0,0,0,3,3,3,,,,,,,
11,Hope,D,HCO,1,,2.0,1.0,0.0,10.0,-31.0,Gold Zone,Pass,Incomplete,0.0,,Chase Brown,Incomplete,Ian Rampersad,,,Cedric Nah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:57,1617,0,0,0,3,3,3,,,,,,,
12,Hope,D,HCO,1,,2.0,2.0,2.0,10.0,-31.0,Gold Zone,Run,Rush,1.0,Dan Romano,,,,,,,Samuel Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:57,1617,0,0,0,3,3,3,,,,,,,
13,Hope,D,HCO,1,,2.0,3.0,3.0,9.0,-32.0,Gold Zone,Pass,Sack,-7.0,,Chase Brown,Sack,,,,,Cam Elam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,11:57,1617,0,0,0,3,3,3,,,,,,,
14,Hope,K,HCO,1,,,,4.0,16.0,-25.0,Coming Out,Punt Rec,Fair Catch,,,,,,,,,,,,,,,,,,,,,,,,Dylan Hillger,28.0,,Fair Catch,,,,,,,,,,,,,,11:57,1617,0,0,0,3,3,3,,,,,,,
15,Hope,O,Coe,1,,2.0,1.0,0.0,10.0,,,Run,Rush,5.0,Alphonso Soko,,,,,,,Brady Howe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:32,1532,0,0,0,3,3,3,,,,,,,
16,Hope,O,Coe,1,,2.0,2.0,2.0,5.0,48.0,Go Zone,Run,Rush,5.0,Alphonso Soko,,,,,,,Brady Howe,Drew Althouse,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,10:32,1532,0,0,0,3,3,3,,,,,,,
17,Hope,O,Coe,1,,2.0,3.0,1.0,10.0,43.0,Go Zone,Pass,Complete,12.0,,Carter Maske,Complete,Dominic Shepardson,,,,Travis Vredeveld,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,10:32,1532,0,0,0,3,3,3,,,,,,,
18,Hope,O,Coe,1,,2.0,4.0,1.0,10.0,31.0,Take A Shot,Run,Rush,1.0,Alphonso Soko,,,,,,,Marcus Arens,Andrew Debri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:32,1532,0,0,0,3,3,3,,,,,,,
19,Hope,O,Coe,1,,2.0,5.0,2.0,9.0,30.0,Take A Shot,Pass,Incomplete,0.0,,Carter Maske,Incomplete,Joshua Bishop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:32,1532,0,0,0,3,3,3,,,,,,,
20,Hope,O,Coe,1,,2.0,6.0,3.0,9.0,30.0,Take A Shot,Pass,Incomplete,0.0,,Carter Maske,Incomplete,Dominic Shepardson,Andrew Debri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:32,1532,0,0,0,3,3,3,,,,,,,
21,Hope,O,Coe,1,,2.0,7.0,4.0,9.0,30.0,Take A Shot,Run,Rush,8.0,Carter Maske,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Downs,10:32,1532,0,0,0,3,3,3,,,,,,,
22,Hope,D,HCO,1,,3.0,1.0,0.0,10.0,-22.0,Coming Out,Run,Rush,3.0,Terrell Harris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,08:20,1400,0,0,0,3,3,3,Holding,HCO,Eric Hoogland,,,,10.0
