PLAY #,OPP TEAM,ODK,OFF TEAM,QTR,OT #,SERIES,SERIES #,DN,DIST,YARD LN,PLAY TYPE,RESULT,GN/LS,RUSHER,PASSER,PASS RESULT,PASS TARGET,BROKEN UP BY,INTERCEPTED BY,HURRIED BY,TACKLER1,TACKLER2,FUMBLE,FUMBLED BY,FORCED BY,RECOVER TEAM,RECOVERED BY,RETURNER,RETURN YDS,RETURN TO,KICKER,KICK YDS,KICK TO,KICK RESULT,PUNTER,PUNT YDS,PUNT TO,PUNT RESULT,PK,FG DIST,FG RESULT,XP RESULT,2 PT RESULT,TAKEN BY,FIRST DOWN,TOUCHDOWN,NO PLAY,SAFETY,SERIES END,TIME STAMP,TIME LEFT,OFF SCORE,DEF SCORE,SCORE DIFF,TOL,OFF TOL,DEF TOL,PENALTY1,PEN TEAM1,AGAINST1,PENALTY2,PEN TEAM2,AGAINST2,PENALTY YDS
101,Moravian,O,M,3,,5.0,5.0,2.0,4.0,38.0,Run,Rush,6.0,Jermaine Conyer,,,,,,,Renard Nicholso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:25,1465,0,10,-10,3,3,3,,,,,,,
102,Moravian,O,M,3,,5.0,6.0,1.0,10.0,32.0,Run,Rush,4.0,Jermaine Conyer,,,,,,,Jeremiah Espino,Javi Espinal-Ka,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:25,1465,0,10,-10,3,3,3,,,,,,,
103,Moravian,O,M,3,,5.0,7.0,2.0,6.0,28.0,Run,Rush,7.0,Jermaine Conyer,,,,,,,Francis Lagreca,Jackson Buskirk,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:25,1465,0,10,-10,3,3,3,,,,,,,
104,Moravian,O,M,3,,5.0,8.0,1.0,10.0,21.0,Run,Rush,4.0,Jermaine Conyer,,,,,,,Renard Nicholso,Francis Lagreca,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:25,1465,0,10,-10,3,3,3,,,,,,,
105,Moravian,O,M,3,,5.0,9.0,2.0,6.0,17.0,Run,Rush,17.0,Jermaine Conyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,TD,09:25,1465,0,10,-10,3,3,3,,,,,,,
106,Moravian,K,M,3,,,,,,,Extra Pt.,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,Laurence Miller,,,Good,,,,,,,,04:40,1180,6,10,-4,3,3,3,,,,,,,
107,Moravian,K,M,3,,,,,,,KO,,,,,,,,,,Matt Scully,,,,,,,Nick Weston,17,34.0,Jack Rodenberge,48.0,-17.0,,,,,,,,,,,,,,,,,04:40,1180,7,10,-3,3,3,3,,,,,,,
108,Moravian,D,MOR,3,,9.0,1.0,0.0,10.0,-34.0,Run,Rush,4.0,Nate Boyle,,,,,,,Peter Orio,Calvin Krippner,,,,,,,,,,,,,,,,,,,,,,,,,,,,04:31,1171,10,7,-3,3,3,3,,,,,,,
109,Moravian,D,MOR,3,,9.0,2.0,2.0,6.0,-38.0,Pass,Incomplete,0.0,,Christopher Mil,Incomplete,Tim Garlick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04:31,1171,10,7,-3,3,3,3,,,,,,,
110,Moravian,D,MOR,3,,9.0,3.0,3.0,6.0,-38.0,Pass,Sack,-4.0,,Christopher Mil,Sack,,,,,Jeff Decker,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,04:31,1171,10,7,-3,3,3,3,,,,,,,
111,Moravian,K,MOR,3,,,,4.0,10.0,-34.0,Punt Ret,,,,,,,,,,Chris Ortalano,,,,,,,Dan DiBeneditto,,19.0,,,,,Trevor Yacubosk,40.0,26.0,,,,,,,,,,,,,04:31,1171,10,7,-3,3,3,3,,,,,,,
112,Moravian,O,M,3,,6.0,1.0,0.0,10.0,-19.0,Pass,Complete,4.0,,Logan Clouse,Complete,Drew Benfatti,,,,Romello Walters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03:00,1080,7,10,-3,3,3,3,,,,,,,
113,Moravian,O,M,3,,6.0,2.0,2.0,6.0,-23.0,Run,Rush,9.0,Keshon Farmer,,,,,,,Renard Nicholso,Francis Lagreca,,,,,,,,,,,,,,,,,,,,,,,,,,,,03:00,1080,7,10,-3,3,3,3,,,,,,,
114,Moravian,O,M,3,,6.0,3.0,1.0,10.0,-32.0,Run,Rush,1.0,Keshon Farmer,,,,,,,Francis Lagreca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03:00,1080,7,10,-3,3,3,3,,,,,,,
115,Moravian,O,M,3,,6.0,4.0,2.0,9.0,-33.0,Pass,Incomplete,0.0,,Logan Clouse,Incomplete,Jack O'Hearen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03:00,1080,7,10,-3,3,3,3,,,,,,,
116,Moravian,O,M,3,,6.0,5.0,3.0,9.0,-33.0,Pass,Complete,7.0,,Logan Clouse,Complete,Drew Benfatti,,,,Romello Walters,Jackson Buskirk,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,03:00,1080,7,10,-3,3,3,3,,,,,,,
117,Moravian,K,M,3,,,,4.0,2.0,-40.0,Punt,Fair Catch,,,,,,,,,,,,,,,,,,,,,,,Jack Rodenberge,45.0,-15.0,Fair Catch,,,,,,,,,,,,03:00,1080,7,10,-3,3,3,3,,,,,,,
118,Moravian,D,MOR,3,,10.0,1.0,0.0,10.0,-15.0,Run,Rush,11.0,Nate Boyle,,,,,,,Amare Conley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:13,913,10,7,-3,3,3,3,,,,,,,
119,Moravian,D,MOR,4,,10.0,2.0,1.0,10.0,-26.0,Pass,Incomplete,0.0,,Christopher Mil,Incomplete,Jordan Lewis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,15:00,900,10,7,-3,3,3,3,pass interference,MOR,Jordan Lewis,,,,13.0
120,Moravian,D,MOR,4,,10.0,3.0,1.0,23.0,-13.0,Run,Rush,5.0,Nate Boyle,,,,,,,Amare Conley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,900,10,7,-3,3,3,3,,,,,,,
121,Moravian,D,MOR,4,,10.0,4.0,2.0,18.0,-18.0,Pass,Interception,0.0,,Nate Boyle,Interception,,,Dan DiBeneditto,,,,,,,,,Dan DiBeneditto,0,-43.0,,,,,,,,,,,,,,,,,True,,,15:00,900,10,7,-3,3,3,3,,,,,,,15.0
122,Moravian,D,MOR,4,,10.0,5.0,1.0,10.0,-33.0,Run,Rush,5.0,Nate Boyle,,,,,,,Peyton Snopek,Luke Strauss,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,900,10,7,-3,3,3,3,,,,,,,
123,Moravian,D,MOR,4,,10.0,6.0,2.0,5.0,-38.0,Run,Rush,4.0,Nate Boyle,,,,,,,Thomas Downs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,900,10,7,-3,3,3,3,,,,,,,
124,Moravian,D,MOR,4,,10.0,7.0,3.0,1.0,-42.0,Run,Rush,0.0,Christopher Mil,,,,,,,Brian Lafty,Peyton Snopek,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,900,10,7,-3,3,3,3,,,,,,,
125,Moravian,D,MOR,4,,10.0,8.0,4.0,1.0,-42.0,Run,Rush,1.0,Nate Boyle,,,,,,,Kevonte Beard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,900,10,7,-3,3,3,3,,,,,,,
126,Moravian,D,MOR,4,,10.0,9.0,1.0,10.0,-43.0,Pass,Complete,13.0,,Christopher Mil,Complete,Tim Garlick,,,,Thomas Downs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,900,10,7,-3,3,3,3,,,,,,,
127,Moravian,D,MOR,4,,10.0,10.0,1.0,10.0,44.0,Pass,Complete,6.0,,Christopher Mil,Complete,Tim Garlick,,,,Colin Lavigne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,900,10,7,-3,3,3,3,,,,,,,
128,Moravian,D,MOR,4,,10.0,11.0,2.0,4.0,38.0,Run,Rush,2.0,Nate Boyle,,,,,,,Luke Strauss,Calvin Krippner,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,900,10,7,-3,3,3,3,,,,,,,
129,Moravian,D,MOR,4,,10.0,12.0,3.0,2.0,36.0,Run,Rush,1.0,Carrington Smit,,,,,,,Peter Orio,Calvin Krippner,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,900,10,7,-3,3,3,3,,,,,,,
130,Moravian,D,MOR,4,,10.0,13.0,4.0,1.0,35.0,Run,Rush,5.0,Nate Boyle,,,,,,,Thomas Downs,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,15:00,900,10,7,-3,3,3,3,face mask,MOR,Ryan Kennedy,,,,20.0
131,Moravian,K,MOR,4,,,,4.0,16.0,-50.0,Punt Ret,Fair Catch,,,,,,,,,,,,,,,,,,,,,,,Trevor Yacubosk,30.0,20.0,Fair Catch,,,,,,,,,,,,15:00,900,10,7,-3,3,3,3,,,,,,,
132,Moravian,O,M,4,,7.0,1.0,0.0,10.0,-20.0,Run,Rush,4.0,Jermaine Conyer,,,,,,,Jeremiah Espino,Brandon Nemeth,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:20,560,7,10,-3,3,3,3,,,,,,,
133,Moravian,O,M,4,,7.0,2.0,2.0,6.0,-24.0,Pass,,0.0,,Logan Clouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:20,560,7,10,-3,3,3,3,,,,,,,
134,Moravian,O,M,4,,7.0,3.0,3.0,6.0,-24.0,Pass,Complete,13.0,,Logan Clouse,Complete,Drew Benfatti,,,,Jackson Buskirk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:20,560,7,10,-3,3,3,3,,,,,,,
135,Moravian,O,M,4,,7.0,4.0,1.0,10.0,-37.0,Run,Rush,0.0,Logan Clouse,,,,,,,Renard Nicholso,Javi Espinal-Ka,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:20,560,7,10,-3,3,3,3,,,,,,,
136,Moravian,O,M,4,,7.0,5.0,2.0,10.0,-37.0,Run,Rush,4.0,Jermaine Conyer,,,,,,,Romello Walters,Javi Espinal-Ka,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:20,560,7,10,-3,3,3,3,,,,,,,
137,Moravian,O,M,4,,7.0,6.0,3.0,6.0,-41.0,Pass,Incomplete,0.0,,Logan Clouse,Incomplete,Jack O'Hearen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,09:20,560,7,10,-3,3,3,3,,,,,,,
138,Moravian,K,M,4,,,,4.0,6.0,-41.0,Punt,,,,,,,,,,,,True,Connor Lyon,,,,Connor Lyon,0,4.0,,,,,Jack Rodenberge,55.0,-4.0,,,,,,,,,,,,,09:20,560,7,10,-3,3,3,3,,,,,,,
139,Moravian,D,MOR,4,,11.0,1.0,0.0,-1.0,-1.0,Run,Rush,0.0,Keshon Farmer,,,,,,,Chad Newhard,Nicholas Azpeit,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:07,367,10,7,-3,3,3,3,,,,,,,
140,Moravian,D,MOR,4,,11.0,2.0,2.0,-1.0,-1.0,Run,Rush,1.0,Jermaine Conyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,06:07,367,10,7,-3,3,3,3,,,,,,,
141,Moravian,K,MOR,4,,,,,,,Extra Pt. Block,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,Laurence Miller,,,Good,,,,,,,,05:22,322,16,7,-9,3,3,3,,,,,,,
142,Moravian,,MOR,4,,,,1.0,10.0,35.0,Penalty,Penalty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05:22,322,10,14,-10,3,3,3,,,,,,,15.0
143,Moravian,K,MOR,4,,,,,,,KO Ret,,,,,,,,,,Daniel Shakal,Nick Rios,,,,,,Jalen Richardso,10,-36.0,Jack Rodenberge,54.0,-26.0,,,,,,,,,,,,,,,,,05:22,322,10,14,-10,3,3,3,,,,,,,
144,Moravian,D,MOR,4,,12.0,1.0,0.0,10.0,-36.0,Pass,Complete,11.0,,Christopher Mil,Complete,Tim Garlick,,,,Thomas Downs,Colin Lavigne,,,,,,,,,,,,,,,,,,,,,,,,,,,,05:13,313,10,14,-10,3,3,3,,,,,,,
145,Moravian,D,MOR,4,,12.0,2.0,1.0,10.0,-47.0,Run,Rush,6.0,Nate Boyle,,,,,,,Calvin Krippner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05:13,313,10,14,-10,3,3,3,,,,,,,
146,Moravian,D,MOR,4,,12.0,3.0,2.0,4.0,47.0,Pass,Incomplete,0.0,,Christopher Mil,Incomplete,Tim Garlick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05:13,313,10,14,-10,3,3,3,,,,,,,
147,Moravian,D,MOR,4,,12.0,4.0,3.0,4.0,47.0,Pass,Complete,0.0,,Christopher Mil,Complete,Jordan Lewis,,,,Dan DiBeneditto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05:13,313,10,14,-10,3,3,3,,,,,,,
148,Moravian,D,MOR,4,,12.0,5.0,4.0,4.0,47.0,Pass,Incomplete,0.0,,Christopher Mil,Incomplete,Trevor Cunningh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Downs,05:13,313,10,14,-10,3,3,3,,,,,,,
149,Moravian,O,M,4,,8.0,1.0,0.0,10.0,-47.0,Run,Rush,3.0,Keshon Farmer,,,,,,,,,True,MOR Brady,Romello Walters,MOR,Brady Hornbaker,,,,,,,,,,,,,,,,,,,,,,Fumble,03:02,182,14,10,-10,3,3,3,,,,,,,
150,Moravian,D,MOR,4,,13.0,1.0,0.0,10.0,-50.0,Pass,Complete,7.0,,Christopher Mil,Complete,Christopher Mil,,,,Jake Perloski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02:57,177,10,14,-10,3,3,3,,,,,,,
151,Moravian,D,MOR,4,,13.0,2.0,2.0,17.0,-43.0,Run,Rush,6.0,Nate Boyle,,,,,,,Calvin Krippner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02:57,177,10,14,-10,3,3,3,,,,,,,
152,Moravian,,MOR,4,,,,3.0,11.0,-49.0,Timeout,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moravian,,,,,,02:57,177,10,14,-10,3,3,3,,,,,,,
153,Moravian,D,MOR,4,,13.0,3.0,3.0,11.0,-49.0,Pass,Incomplete,0.0,,Christopher Mil,Incomplete,Tim Garlick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02:13,133,10,14,-10,3,2,3,,,,,,,
154,Moravian,,MOR,4,,,,4.0,11.0,-49.0,Timeout,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Franklin & Marsh,,,,,,02:13,133,10,14,-10,3,2,3,,,,,,,
155,Moravian,D,MOR,4,,13.0,4.0,4.0,11.0,-49.0,Pass,Sack,-8.0,,Christopher Mil,Sack,,,,,Kevonte Beard,,True,Christopher Mil,,,,,,,,,,,,,,,,,,,,,,,,,Fumble,02:08,128,10,14,-10,2,2,2,,,,,,,15.0
156,Moravian,O,M,4,,9.0,1.0,0.0,10.0,-45.0,Run,Rush,0.0,Jermaine Conyer,,,,,,,Javi Espinal-Ka,Brandon Nemeth,,,,,,,,,,,,,,,,,,,,,,,,,,,,01:59,119,14,10,-10,2,2,2,,,,,,,
157,Moravian,,M,4,,,,2.0,10.0,-45.0,Timeout,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moravian,,,,,,01:59,119,14,10,-10,2,2,2,,,,,,,
158,Moravian,O,M,4,,9.0,2.0,2.0,10.0,-45.0,Run,Rush,0.0,Jermaine Conyer,,,,,,,Jack Gawlik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01:54,114,14,10,-10,2,2,1,,,,,,,
159,Moravian,O,M,4,,9.0,3.0,3.0,10.0,-45.0,Run,Rush,-4.0,Logan Clouse,,,,,,,Nicholas Azpeit,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,01:54,114,14,10,-10,2,2,1,,,,,,,
160,Moravian,,M,4,,,,4.0,14.0,-41.0,Timeout,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moravian,,,,,,01:54,114,14,10,-10,2,2,1,,,,,,,
161,Moravian,K,M,4,,,,4.0,14.0,-41.0,Punt,,,,,,,,,,,,,,,,,,,,,,,,Jack Rodenberge,42.0,-17.0,,,,,,,,,,,,,01:22,82,14,10,-10,2,2,0,,,,,,,
162,Moravian,D,MOR,4,,14.0,1.0,0.0,10.0,-17.0,Pass,Complete,12.0,,Carter Hallgren,Complete,Trevor Cunningh,,,,Colin Lavigne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01:08,68,10,14,-10,2,0,2,,,,,,,
163,Moravian,D,MOR,4,,14.0,2.0,1.0,10.0,-29.0,Pass,Complete,3.0,,Carter Hallgren,Complete,Chris Carpini,,,,Peter Orio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01:08,68,10,14,-10,2,0,2,,,,,,,
164,Moravian,D,MOR,4,,14.0,3.0,2.0,7.0,-32.0,Pass,Interception,0.0,,Carter Hallgren,Interception,,,Thomas Downs,,Carrington Smit,,,,,,,Thomas Downs,44,38.0,,,,,,,,,,,,,,,,,,,Interception,01:08,68,10,14,-10,2,0,2,Not found,MOR,,,,,
165,Moravian,O,M,4,,10.0,1.0,0.0,10.0,18.0,Run,Rush,-2.0,TEAM rush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Game,00:15,15,14,10,-10,2,2,0,,,,,,,
