PLAY #,OPP TEAM,ODK,OFF TEAM,QTR,OT #,SERIES,SERIES #,DN,DIST,YARD LN,PLAY TYPE,RESULT,GN/LS,RUSHER,PASSER,PASS RESULT,PASS TARGET,BROKEN UP BY,INTERCEPTED BY,HURRIED BY,TACKLER1,TACKLER2,FUMBLE,FUMBLED BY,FORCED BY,RECOVER TEAM,RECOVERED BY,RETURNER,RETURN YDS,RETURN TO,KICKER,KICK YDS,KICK TO,KICK RESULT,PUNTER,PUNT YDS,PUNT TO,PUNT RESULT,PK,FG DIST,FG RESULT,XP RESULT,2 PT RESULT,TAKEN BY,FIRST DOWN,TOUCHDOWN,NO PLAY,SAFETY,SERIES END,TIME STAMP,TIME LEFT,OFF SCORE,DEF SCORE,SCORE DIFF,TOL,OFF TOL,DEF TOL,PENALTY1,PEN TEAM1,AGAINST1,PENALTY2,PEN TEAM2,AGAINST2,PENALTY YDS
19,(RV) Susquehanna,D,SUS,1,,2.0,4.0,3.0,11.0,25.0,Pass,Incomplete,0.0,,Michael Ruisch,Incomplete,Eddie Nugent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Missed FG,08:09,1389,0,0,0,3,3,3,,,,,,,
20,(RV) Susquehanna,K,SUS,1,,,,4.0,11.0,25.0,FG Block,No Good,,,,,,,,,,,,,,,,,,,,,,,,,,,Elijah Hoffman,42.0,No Good,,,,,,,,,08:09,1389,0,0,0,3,3,3,sideline interference,FMC,,,,,0.0
21,(RV) Susquehanna,O,FMC,1,,2.0,1.0,0.0,10.0,-25.0,Pass,Incomplete,0.0,,Logan Clouse,Incomplete,Jack O'Hearen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:26,1286,0,0,0,3,3,3,,,,,,,
22,(RV) Susquehanna,O,FMC,1,,2.0,2.0,2.0,10.0,-25.0,Run,Rush,2.0,J. Conyers,,,,,,,Anthony Scicchi,Riley Gaughan,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:26,1286,0,0,0,3,3,3,,,,,,,
23,(RV) Susquehanna,,FMC,1,,,,3.0,8.0,-27.0,Timeout,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Franklin & Marshall,,,,,,06:26,1286,0,0,0,3,3,3,,,,,,,
24,(RV) Susquehanna,O,FMC,1,,2.0,3.0,3.0,8.0,-27.0,Pass,Complete,4.0,,Logan Clouse,Complete,Tyler Caso,,,,Aaron Beverly,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,05:41,1241,0,0,0,2,2,3,,,,,,,
25,(RV) Susquehanna,K,FMC,1,,,,4.0,4.0,-31.0,Punt,Return,,,,,,,,,Luke Dauberman,,,,,,,Kyle Good,6,29.0,,,,,J. Rodenberger,46.0,23.0,Return,,,,,,,,,,,,05:41,1241,0,0,0,2,2,3,,,,,,,
26,(RV) Susquehanna,D,SUS,1,,3.0,1.0,0.0,10.0,-29.0,Run,Rush,11.0,Kyle Good,,,,,,,Manny Quiles,Thomas Downs,,,,,,,,,,,,,,,,,,,,,,,,,,,,04:47,1187,0,0,0,2,3,2,,,,,,,
27,(RV) Susquehanna,D,SUS,1,,3.0,2.0,1.0,10.0,-40.0,Run,Rush,3.0,Frankie Negrini,,,,,,,Dan DiBeneditto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04:47,1187,0,0,0,2,3,2,,,,,,,
28,(RV) Susquehanna,D,SUS,1,,3.0,3.0,2.0,7.0,-43.0,Pass,Complete,6.0,,Michael Ruisch,Complete,Michael Lefever,,,,Manny Quiles,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,04:47,1187,0,0,0,2,3,2,holding,SUS,,,,,7.0
29,(RV) Susquehanna,D,SUS,1,,3.0,4.0,2.0,14.0,-36.0,Pass,Complete,12.0,,Michael Ruisch,Complete,Kyle Good,,,,Dan DiBeneditto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04:47,1187,0,0,0,2,3,2,,,,,,,
30,(RV) Susquehanna,D,SUS,1,,3.0,5.0,3.0,2.0,-48.0,Run,Rush,4.0,Michael Ruisch,,,,,,,Dan DiBeneditto,Peter Orio,,,,,,,,,,,,,,,,,,,,,,,,,,,,04:47,1187,0,0,0,2,3,2,,,,,,,
31,(RV) Susquehanna,D,SUS,1,,3.0,6.0,1.0,10.0,48.0,Run,Rush,-1.0,Kyle Good,,,,,,,Calvin Krippner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04:47,1187,0,0,0,2,3,2,,,,,,,
32,(RV) Susquehanna,D,SUS,1,,3.0,7.0,2.0,11.0,49.0,Pass,Complete,23.0,,Michael Ruisch,Complete,Eddie Nugent,,,,Dan DiBeneditto,Kevonte Beard,,,,,,,,,,,,,,,,,,,,,,,,,,,,04:47,1187,0,0,0,2,3,2,,,,,,,
33,(RV) Susquehanna,D,SUS,1,,3.0,8.0,1.0,10.0,26.0,Pass,Complete,2.0,,Michael Ruisch,Complete,Michael Lefever,,,,Trey Glass,Manny Quiles,,,,,,,,,,,,,,,,,,,,,,,,,,,,04:47,1187,0,0,0,2,3,2,,,,,,,
34,(RV) Susquehanna,D,SUS,2,,3.0,9.0,2.0,8.0,24.0,Pass,Complete,6.0,,Michael Ruisch,Complete,Kyle Good,,,,Kell Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,900,0,0,0,2,3,2,,,,,,,
35,(RV) Susquehanna,D,SUS,2,,3.0,10.0,3.0,2.0,18.0,Run,Rush,1.0,Michael Ruisch,,,,,,,Calvin Krippner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,900,0,0,0,2,3,2,,,,,,,
36,(RV) Susquehanna,,SUS,2,,,,4.0,1.0,17.0,Timeout,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Susquehanna,,,,,,15:00,900,0,0,0,2,3,2,,,,,,,
37,(RV) Susquehanna,D,SUS,2,,3.0,11.0,4.0,1.0,17.0,Run,Rush,17.0,Michael Ruisch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,TD,13:54,834,0,0,0,2,2,2,,,,,,,
38,(RV) Susquehanna,K,SUS,2,,,,,,,Extra Pt. Block,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,Elijah Hoffman,,,Good,,,,,,,,13:47,827,6,0,-6,2,2,2,,,,,,,
39,(RV) Susquehanna,K,SUS,2,,,,,,,KO Ret,Return,,,,,,,,,Andrew Wells,Cj Weh,,,,,,Nate Costley,28,28.0,Elijah Hoffman,65.0,0.0,Return,,,,,,,,,,,,,,,,13:47,827,7,0,-7,2,2,2,,,,,,,
40,(RV) Susquehanna,O,FMC,2,,3.0,1.0,0.0,10.0,-28.0,Run,Rush,5.0,J. Conyers,,,,,,,Andrew Wells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:38,818,0,7,-7,2,2,2,,,,,,,
41,(RV) Susquehanna,O,FMC,2,,3.0,2.0,2.0,5.0,-33.0,Pass,Complete,9.0,,Logan Clouse,Complete,Tim Walters,,,,Brendan Krumena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:38,818,0,7,-7,2,2,2,,,,,,,
42,(RV) Susquehanna,O,FMC,2,,3.0,3.0,1.0,10.0,-42.0,Run,Rush,2.0,J. Conyers,,,,,,,Riley Gaughan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:38,818,0,7,-7,2,2,2,,,,,,,
43,(RV) Susquehanna,O,FMC,2,,3.0,4.0,2.0,8.0,-44.0,Pass,Incomplete,0.0,,Logan Clouse,Incomplete,Trey Glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,13:38,818,0,7,-7,2,2,2,roughing the passer,SUS,Riley Gaughan,,,,15.0
44,(RV) Susquehanna,O,FMC,2,,3.0,5.0,1.0,10.0,41.0,Pass,Incomplete,0.0,,Logan Clouse,Incomplete,Trey Glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:38,818,0,7,-7,2,2,2,,,,,,,
45,(RV) Susquehanna,O,FMC,2,,3.0,6.0,2.0,10.0,41.0,Run,Rush,1.0,J. Conyers,,,,,,,Salvatore Gurna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:38,818,0,7,-7,2,2,2,,,,,,,
46,(RV) Susquehanna,O,FMC,2,,3.0,7.0,3.0,9.0,40.0,Pass,Incomplete,0.0,,Logan Clouse,Incomplete,,,,,Brendan Krumena,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,13:38,818,0,7,-7,2,2,2,,,,,,,
47,(RV) Susquehanna,K,FMC,2,,,,4.0,9.0,40.0,Punt,Out of bounds,,,,,,,,,,,,,,,,,,,,,,,J. Rodenberger,29.0,11.0,Out of bounds,,,,,,,,,,,,13:38,818,0,7,-7,2,2,2,,,,,,,
48,(RV) Susquehanna,D,SUS,2,,4.0,1.0,0.0,10.0,-11.0,Pass,Incomplete,0.0,,Michael Ruisch,Incomplete,Michael Lefever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,10:39,639,7,0,-7,2,2,2,pass interference,FMC,Isaiah Chery,,,,15.0
49,(RV) Susquehanna,D,SUS,2,,4.0,2.0,1.0,10.0,-26.0,Run,Rush,0.0,Gavin Coles,,,,,,,Kyle Addis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:39,639,7,0,-7,2,2,2,,,,,,,
50,(RV) Susquehanna,D,SUS,2,,4.0,3.0,2.0,10.0,-26.0,Pass,Sack,-5.0,,Michael Ruisch,Sack,,,,,Dan DiBeneditto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:39,639,7,0,-7,2,2,2,,,,,,,
51,(RV) Susquehanna,D,SUS,2,,4.0,4.0,3.0,15.0,-21.0,Pass,,0.0,,Michael Ruisch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,10:39,639,7,0,-7,2,2,2,,,,,,,
52,(RV) Susquehanna,K,SUS,2,,,,4.0,15.0,-21.0,Punt Ret,,,,,,,,,,,,,,,,,,,,,,,,Clay Olley,38.0,41.0,,,,,,,,,,,,,10:39,639,7,0,-7,2,2,2,,,,,,,
53,(RV) Susquehanna,O,FMC,2,,4.0,1.0,0.0,10.0,-41.0,Run,Rush,2.0,Logan Clouse,,,,,,,Craig Roumes,Brendan Krumena,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:49,529,0,7,-7,2,2,2,,,,,,,
54,(RV) Susquehanna,O,FMC,2,,4.0,2.0,2.0,8.0,-43.0,Run,Rush,2.0,Logan Clouse,,,,,,,Tim Alliegro,Drew Robinson,,,,,,,,,,,,,,,,,,,,,,,,,True,,,08:49,529,0,7,-7,2,2,2,holding,FMC,Sean Heckler,,,,10.0
55,(RV) Susquehanna,O,FMC,2,,4.0,3.0,2.0,18.0,-33.0,Run,Rush,-1.0,Nate Costley,,,,,,,Brendan Krumena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:49,529,0,7,-7,2,2,2,,,,,,,
56,(RV) Susquehanna,O,FMC,2,,4.0,4.0,3.0,19.0,-32.0,Pass,Sack,-8.0,,Logan Clouse,Sack,,,,,John Nicosia,Dahmir Barefiel,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,08:49,529,0,7,-7,2,2,2,,,,,,,
57,(RV) Susquehanna,K,FMC,2,,,,4.0,27.0,-24.0,Punt,Return,,,,,,,,,Isaiah Brown,,,,,,,Kyle Good,1,42.0,,,,,J. Rodenberger,35.0,41.0,Return,,,,,,,,,,,,08:49,529,0,7,-7,2,2,2,,,,,,,
58,(RV) Susquehanna,D,SUS,2,,5.0,1.0,0.0,10.0,-42.0,Pass,Complete,5.0,,Michael Ruisch,Complete,Kyle Good,,,,Luke Strauss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:06,366,7,0,-7,2,2,2,,,,,,,
59,(RV) Susquehanna,D,SUS,2,,5.0,2.0,2.0,5.0,-47.0,Pass,Complete,0.0,,Michael Ruisch,Complete,Kyle Good,,,,Calvin Krippner,Colin Lavigne,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:06,366,7,0,-7,2,2,2,,,,,,,
60,(RV) Susquehanna,D,SUS,2,,5.0,3.0,3.0,5.0,-47.0,Pass,Incomplete,0.0,,Michael Ruisch,Incomplete,Eddie Nugent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,06:06,366,7,0,-7,2,2,2,,,,,,,
61,(RV) Susquehanna,K,SUS,2,,,,4.0,5.0,-47.0,Punt Ret,Out of bounds,,,,,,,,,,,,,,,,,,,,,,,Clay Olley,33.0,20.0,Out of bounds,,,,,,,,,,,,06:06,366,7,0,-7,2,2,2,,,,,,,
62,(RV) Susquehanna,O,FMC,2,,5.0,1.0,0.0,10.0,-20.0,Pass,Complete,8.0,,Logan Clouse,Complete,Jack O'Hearen,,,,Craig Roumes,Anthony Scicchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,04:30,270,0,7,-7,2,2,2,,,,,,,
63,(RV) Susquehanna,O,FMC,2,,5.0,2.0,2.0,2.0,-28.0,Run,Rush,1.0,J. Conyers,,,,,,,Riley Gaughan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04:30,270,0,7,-7,2,2,2,,,,,,,
64,(RV) Susquehanna,O,FMC,2,,5.0,3.0,3.0,1.0,-29.0,Run,Rush,2.0,J. Conyers,,,,,,,Craig Roumes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04:30,270,0,7,-7,2,2,2,,,,,,,
65,(RV) Susquehanna,O,FMC,2,,5.0,4.0,1.0,10.0,-31.0,Pass,,0.0,,Logan Clouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04:30,270,0,7,-7,2,2,2,,,,,,,
66,(RV) Susquehanna,O,FMC,2,,5.0,5.0,2.0,10.0,-31.0,Pass,Complete,16.0,,Logan Clouse,Complete,Trey Glass,,,,Frankie Negrini,Trey Stinnette,,,,,,,,,,,,,,,,,,,,,,,,,,,,04:30,270,0,7,-7,2,2,2,,,,,,,
67,(RV) Susquehanna,O,FMC,2,,5.0,6.0,1.0,10.0,-47.0,Run,Rush,2.0,J. Conyers,,,,,,,Cameron Noble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04:30,270,0,7,-7,2,2,2,,,,,,,
68,(RV) Susquehanna,O,FMC,2,,5.0,7.0,2.0,8.0,-49.0,Pass,Interception,0.0,,Logan Clouse,Interception,,,David Gilchrist,,Trey Glass,,,,,,,David Gilchrist,,21.0,,,,,,,,,,,,,,,,,,,Interception,04:30,270,0,7,-7,2,2,2,,,,,,,
69,(RV) Susquehanna,D,SUS,2,,6.0,1.0,0.0,10.0,-19.0,Pass,Complete,10.0,,Michael Ruisch,Complete,Samuel Darrell,,,,Calvin Krippner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01:24,84,7,0,-7,2,2,2,,,,,,,
70,(RV) Susquehanna,D,SUS,2,,6.0,2.0,1.0,10.0,-29.0,Pass,Incomplete,0.0,,Michael Ruisch,Incomplete,Eddie Nugent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01:24,84,7,0,-7,2,2,2,,,,,,,
71,(RV) Susquehanna,D,SUS,2,,6.0,3.0,2.0,10.0,-29.0,Pass,Complete,23.0,,Michael Ruisch,Complete,Jacob Erb,,,,Thomas Downs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01:24,84,7,0,-7,2,2,2,,,,,,,
72,(RV) Susquehanna,D,SUS,2,,6.0,4.0,1.0,10.0,48.0,Pass,Complete,4.0,,Michael Ruisch,Complete,David Gilchrist,,,,Kell Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01:24,84,7,0,-7,2,2,2,,,,,,,
73,(RV) Susquehanna,,SUS,2,,,,2.0,6.0,44.0,Timeout,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Franklin & Marshall,,,,,,01:24,84,7,0,-7,2,2,2,,,,,,,
74,(RV) Susquehanna,D,SUS,2,,6.0,5.0,2.0,6.0,44.0,Pass,Incomplete,0.0,,Michael Ruisch,Incomplete,Eddie Nugent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:51,51,7,0,-7,1,2,1,,,,,,,
75,(RV) Susquehanna,D,SUS,2,,6.0,6.0,3.0,6.0,44.0,Run,Rush,3.0,Gavin Coles,,,,,,,Kevonte Beard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:51,51,7,0,-7,1,2,1,,,,,,,
76,(RV) Susquehanna,,SUS,2,,,,4.0,3.0,41.0,Timeout,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Susquehanna,,,,,,00:51,51,7,0,-7,1,2,1,,,,,,,
77,(RV) Susquehanna,D,SUS,2,,6.0,7.0,4.0,3.0,41.0,Pass,Incomplete,0.0,,Michael Ruisch,Incomplete,Michael Lefever,,,,Kyle Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,Downs,00:33,33,7,0,-7,1,1,1,,,,,,,
78,(RV) Susquehanna,O,FMC,2,,6.0,1.0,0.0,10.0,-41.0,Run,Rush,3.0,J. Conyers,,,,,,,Zack Falls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:29,29,0,7,-7,1,1,1,,,,,,,
79,(RV) Susquehanna,,FMC,2,,,,2.0,7.0,-44.0,Timeout,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Franklin & Marshall,,,,,,00:29,29,0,7,-7,1,1,1,,,,,,,
80,(RV) Susquehanna,O,FMC,2,,6.0,2.0,2.0,7.0,-44.0,Pass,Sack,-4.0,,Logan Clouse,Sack,,,,,Zack Falls,,,,,,,,,,,,,,,,,,,,,,,,,,,,Half,00:19,19,0,7,-7,0,0,1,,,,,,,
81,(RV) Susquehanna,K,SUS,3,,,,,,,KO Ret,Return,,,,,,,,,Josh Buck,,,,,,,Matt Scully,37,39.0,Elijah Hoffman,63.0,2.0,Return,,,,,,,,,,,,,,,,15:00,1800,7,0,-7,3,3,3,,,,,,,
82,(RV) Susquehanna,O,FMC,3,,7.0,1.0,0.0,10.0,-39.0,Run,Rush,0.0,J. Conyers,,,,,,,Mikey Giancaspr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,7,-7,3,3,3,,,,,,,
83,(RV) Susquehanna,O,FMC,3,,7.0,2.0,2.0,10.0,-39.0,Pass,Complete,4.0,,Logan Clouse,Complete,Tim Walters,,,,Mikey Giancaspr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,7,-7,3,3,3,,,,,,,
84,(RV) Susquehanna,O,FMC,3,,7.0,3.0,3.0,6.0,-43.0,Pass,Complete,1.0,,Logan Clouse,Complete,J. Conyers,,,,Craig Roumes,Cj Weh,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,7,-7,3,3,3,,,,,,,
85,(RV) Susquehanna,O,FMC,3,,7.0,4.0,4.0,7.0,-42.0,Pass,Incomplete,0.0,,J. Rodenberger,Incomplete,Isaiah Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Downs,15:00,1800,0,7,-7,3,3,3,,,,,,,
86,(RV) Susquehanna,D,SUS,3,,7.0,1.0,0.0,10.0,42.0,Run,Rush,1.0,Dashon Bundy,,,,,,,Calvin Krippner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:48,1668,7,0,-7,3,3,3,,,,,,,
87,(RV) Susquehanna,D,SUS,3,,7.0,2.0,2.0,9.0,41.0,Pass,Complete,10.0,,Michael Ruisch,Complete,Eddie Nugent,,,,Colin Lavigne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:48,1668,7,0,-7,3,3,3,,,,,,,
88,(RV) Susquehanna,D,SUS,3,,7.0,3.0,1.0,10.0,31.0,Run,Rush,4.0,Dashon Bundy,,,,,,,Dan DiBeneditto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:48,1668,7,0,-7,3,3,3,,,,,,,
89,(RV) Susquehanna,D,SUS,3,,7.0,4.0,2.0,6.0,27.0,Run,Rush,-1.0,Dashon Bundy,,,,,,,Kevonte Beard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:48,1668,7,0,-7,3,3,3,,,,,,,
90,(RV) Susquehanna,D,SUS,3,,7.0,5.0,3.0,7.0,28.0,Pass,Incomplete,0.0,,Michael Ruisch,Incomplete,Eddie Nugent,,,,Kell Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:48,1668,7,0,-7,3,3,3,,,,,,,
91,(RV) Susquehanna,D,SUS,3,,7.0,6.0,4.0,7.0,28.0,Pass,Incomplete,0.0,,Michael Ruisch,Incomplete,Samuel Darrell,,,,Colin Lavigne,,,,,,,,,,,,,,,,,,,,,,,,,,,,Downs,12:48,1668,7,0,-7,3,3,3,,,,,,,
92,(RV) Susquehanna,O,FMC,3,,8.0,1.0,0.0,10.0,-28.0,Pass,Complete,18.0,,Logan Clouse,Complete,Tim Walters,,,,Aaron Beverly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:19,1519,0,7,-7,3,3,3,,,,,,,
93,(RV) Susquehanna,O,FMC,3,,8.0,2.0,1.0,10.0,-46.0,Pass,Complete,15.0,,Logan Clouse,Complete,Trey Glass,,,,David Gilchrist,Andrew Wells,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:19,1519,0,7,-7,3,3,3,,,,,,,
94,(RV) Susquehanna,O,FMC,3,,8.0,3.0,1.0,10.0,39.0,Run,Rush,7.0,Trey Glass,,,,,,,Andrew Wells,Craig Roumes,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:19,1519,0,7,-7,3,3,3,,,,,,,
95,(RV) Susquehanna,O,FMC,3,,8.0,4.0,2.0,3.0,32.0,Run,Rush,2.0,J. Conyers,,,,,,,Cameron Noble,Jasmir Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:19,1519,0,7,-7,3,3,3,,,,,,,
