PLAY #,OPP TEAM,ODK,OFF TEAM,QTR,OT #,SERIES,SERIES #,DN,DIST,YARD LN,PLAY TYPE,RESULT,GN/LS,RUSHER,PASSER,PASS RESULT,PASS TARGET,BROKEN UP BY,INTERCEPTED BY,HURRIED BY,TACKLER1,TACKLER2,FUMBLE,FUMBLED BY,FORCED BY,RECOVER TEAM,RECOVERED BY,RETURNER,RETURN YDS,RETURN TO,KICKER,KICK YDS,KICK TO,KICK RESULT,PUNTER,PUNT YDS,PUNT TO,PUNT RESULT,PK,FG DIST,FG RESULT,XP RESULT,2 PT RESULT,TAKEN BY,FIRST DOWN,TOUCHDOWN,NO PLAY,SAFETY,SERIES END,TIME STAMP,TIME LEFT,OFF SCORE,DEF SCORE,SCORE DIFF,TOL,OFF TOL,DEF TOL,PENALTY1,PEN TEAM1,AGAINST1,PENALTY2,PEN TEAM2,AGAINST2,PENALTY YDS
16,#17 Muhlenberg,D,MUHL,1,,1.0,9.0,2.0,11.0,-49.0,Pass,Complete,8.0,,Michael Hnatkow,Complete,James Nye,,,,Dan DiBeneditto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:00,1620,0,0,0,3,3,3,,,,,,,
17,#17 Muhlenberg,D,MUHL,1,,1.0,10.0,3.0,3.0,43.0,Pass,Complete,24.0,,Michael Hnatkow,Complete,Michael Feaster,,,,Peter Orio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:00,1620,0,0,0,3,3,3,,,,,,,
18,#17 Muhlenberg,D,MUHL,1,,1.0,11.0,1.0,10.0,19.0,Pass,Complete,17.0,,Michael Hnatkow,Complete,Thomas Murphy,,,,Kevonte Beard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:00,1620,0,0,0,3,3,3,,,,,,,
19,#17 Muhlenberg,D,MUHL,1,,1.0,12.0,1.0,2.0,2.0,Run,Rush,0.0,Rory DeLuca,,,,,,,Kevonte Beard,Peter Orio,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:00,1620,0,0,0,3,3,3,,,,,,,
20,#17 Muhlenberg,,MUHL,1,,,,2.0,2.0,2.0,Penalty,Penalty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:00,1620,0,0,0,3,3,3,false start,MUHL,Zach Deldin,,,,5.0
21,#17 Muhlenberg,,MUHL,1,,,,2.0,7.0,7.0,Timeout,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muhlenberg,,,,,,12:00,1620,0,0,0,3,3,3,,,,,,,
22,#17 Muhlenberg,D,MUHL,1,,1.0,13.0,2.0,7.0,7.0,Pass,Complete,7.0,,Michael Hnatkow,Complete,James Nye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,TD,06:44,1304,0,0,0,3,2,3,,,,,,,
23,#17 Muhlenberg,K,MUHL,1,,,,,,,Extra Pt. Block,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,Nick Stannard,,,Good,,,,,,,,06:38,1298,6,0,-6,3,2,3,,,,,,,
24,#17 Muhlenberg,K,MUHL,1,,,,,,,KO Ret,,,,,,,,,,Tim Higgins,Tyler Ekstrom,,,,,,Matt Scully,27,36.0,Nick Stannard,56.0,9.0,,,,,,,,,,,,,,True,,,06:38,1298,7,0,-7,3,2,3,Not found,MUHL,,Not found,FMC,,
25,#17 Muhlenberg,K,MUHL,1,,,,,,,KO Ret,,,,,,,,,,Owen Daddona,Joshua Barnett,,,,,,Matt Scully,15,26.0,Nick Stannard,54.0,11.0,,,,,,,,,,,,,,,,,06:38,1298,7,0,-7,3,2,3,,,,,,,
26,#17 Muhlenberg,,FMC,1,,,,1.0,10.0,-26.0,Penalty,Penalty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:26,1286,0,7,-7,3,3,2,offside,MUHL,Quentin Ogren,,,,5.0
27,#17 Muhlenberg,O,FMC,1,,2.0,1.0,0.0,5.0,-31.0,Run,Rush,7.0,J. Conyers,,,,,,,Spencer Kirin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:26,1286,0,7,-7,3,3,2,,,,,,,
28,#17 Muhlenberg,O,FMC,1,,2.0,2.0,1.0,10.0,-38.0,Pass,Complete,10.0,,Logan Clouse,Complete,Drew Benfatti,,,,Steve Sanders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:26,1286,0,7,-7,3,3,2,,,,,,,
29,#17 Muhlenberg,O,FMC,1,,2.0,3.0,1.0,10.0,-48.0,Run,Rush,-2.0,J. Conyers,,,,,,,Steve Sanders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:26,1286,0,7,-7,3,3,2,,,,,,,
30,#17 Muhlenberg,O,FMC,1,,2.0,4.0,2.0,12.0,-46.0,Pass,Complete,4.0,,Logan Clouse,Complete,Drew Benfatti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:26,1286,0,7,-7,3,3,2,,,,,,,
31,#17 Muhlenberg,O,FMC,1,,2.0,5.0,3.0,8.0,-50.0,Pass,Complete,16.0,,Logan Clouse,Complete,Drew Benfatti,,,,Kyle Dormer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:26,1286,0,7,-7,3,3,2,,,,,,,
32,#17 Muhlenberg,O,FMC,1,,2.0,6.0,1.0,10.0,34.0,Run,Rush,9.0,Logan Clouse,,,,,,,Spencer Kirin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:26,1286,0,7,-7,3,3,2,,,,,,,
33,#17 Muhlenberg,O,FMC,1,,2.0,7.0,2.0,1.0,25.0,Run,Rush,5.0,J. Conyers,,,,,,,Pat Palmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:26,1286,0,7,-7,3,3,2,,,,,,,
34,#17 Muhlenberg,O,FMC,1,,2.0,8.0,1.0,10.0,20.0,Run,Rush,-1.0,J. Conyers,,,,,,,Quentin Ogren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:26,1286,0,7,-7,3,3,2,,,,,,,
35,#17 Muhlenberg,O,FMC,1,,2.0,9.0,2.0,11.0,21.0,Run,Rush,4.0,J. Conyers,,,,,,,Spencer Kirin,Jack Carroll,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:26,1286,0,7,-7,3,3,2,,,,,,,
36,#17 Muhlenberg,O,FMC,1,,2.0,10.0,3.0,7.0,17.0,Run,Rush,6.0,J. Conyers,,,,,,,Jack Carroll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:26,1286,0,7,-7,3,3,2,,,,,,,
37,#17 Muhlenberg,O,FMC,2,,2.0,11.0,4.0,1.0,11.0,Run,Rush,5.0,J. Conyers,,,,,,,Spencer Kirin,Kyle Dormer,True,FMC J,Kyle Dormer,FMC,J. Conyers,,,6.0,,,,,,,,,,,,,,,,,,,,15:00,900,0,7,-7,3,3,2,,,,,,,
38,#17 Muhlenberg,O,FMC,2,,2.0,12.0,1.0,6.0,6.0,Run,Rush,1.0,J. Conyers,,,,,,,Isaiah Lobelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,900,0,7,-7,3,3,2,,,,,,,
39,#17 Muhlenberg,O,FMC,2,,2.0,13.0,2.0,5.0,5.0,Run,Rush,3.0,Logan Clouse,,,,,,,Spencer Kirin,Joshua Barnett,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,900,0,7,-7,3,3,2,,,,,,,
40,#17 Muhlenberg,O,FMC,2,,2.0,14.0,3.0,2.0,2.0,Run,Rush,0.0,J. Conyers,,,,,,,Joshua Barnett,,,,,,,,,,,,,,,,,,,,,,,,,,,,FG,15:00,900,0,7,-7,3,3,2,,,,,,,
41,#17 Muhlenberg,K,FMC,2,,,,4.0,2.0,2.0,FG,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,Laurence Miller,19.0,Good,,,,,,,,,15:00,900,0,7,-7,3,3,2,,,,,,,
42,#17 Muhlenberg,K,FMC,2,,,,,,,KO,,,,,,,,,,Kyle Jones,,,,,,,Thomas Jenkins,7,18.0,J. Rodenberger,54.0,11.0,,,,,,,,,,,,,,,,,12:07,727,3,7,-4,3,3,2,illegal block,MUHL,Steve Sanders,,,,9.0
43,#17 Muhlenberg,D,MUHL,2,,2.0,1.0,0.0,10.0,-9.0,Pass,Complete,7.0,,Michael Hnatkow,Complete,Thomas Jenkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:36,696,7,3,-4,3,2,3,,,,,,,
44,#17 Muhlenberg,D,MUHL,2,,2.0,2.0,2.0,3.0,-16.0,Run,Rush,2.0,Ethan Brader,,,,,,,Calvin Krippner,Peyton Snopek,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:36,696,7,3,-4,3,2,3,,,,,,,
45,#17 Muhlenberg,D,MUHL,2,,2.0,3.0,3.0,1.0,-18.0,Pass,Incomplete,0.0,,Michael Hnatkow,Incomplete,Michael Feaster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,11:36,696,7,3,-4,3,2,3,,,,,,,
46,#17 Muhlenberg,K,MUHL,2,,,,4.0,1.0,-18.0,Punt Ret,,,,,,,,,,,,,,,,,,,,,,,,Kevin Olifiers,42.0,40.0,,,,,,,,,,,,,11:36,696,7,3,-4,3,2,3,,,,,,,
47,#17 Muhlenberg,O,FMC,2,,3.0,1.0,0.0,10.0,-40.0,Pass,Incomplete,0.0,,Logan Clouse,Incomplete,Drew Benfatti,,,,Nick Sirico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:59,659,3,7,-4,3,3,2,,,,,,,
48,#17 Muhlenberg,O,FMC,2,,3.0,2.0,2.0,10.0,-40.0,Run,Rush,2.0,J. Conyers,,,,,,,Keshon Davila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:59,659,3,7,-4,3,3,2,,,,,,,
49,#17 Muhlenberg,O,FMC,2,,3.0,3.0,3.0,8.0,-42.0,Pass,Complete,2.0,,Logan Clouse,Complete,Nate Calderone,,,,John Lohrer,,,,,,,,,,,,,,,,,,,,,,,,,,,,TD,10:59,659,3,7,-4,3,3,2,,,,,,,
50,#17 Muhlenberg,K,FMC,2,,,,4.0,6.0,-44.0,Punt,,,,,,,,,,blocked by Spencer Kirin,,,,,,,Tim Higgins,35,0.0,,,,,J. Rodenberger,,-35.0,,,,,,,,,True,,,,10:59,659,3,7,-4,3,3,2,,,,,,,
51,#17 Muhlenberg,K,MUHL,2,,,,,,,Extra Pt. Block,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,Nick Stannard,,,Good,,,,,,,,08:59,539,7,9,2,3,2,3,,,,,,,
52,#17 Muhlenberg,K,MUHL,2,,,,,,,KO Ret,,,,,,,,,,Isaiah Lobelo,,,,,,,Matt Scully,17,20.0,Nick Stannard,62.0,3.0,,,,,,,,,,,,,,,,,08:59,539,14,3,1,3,2,3,,,,,,,
53,#17 Muhlenberg,O,FMC,2,,4.0,1.0,0.0,10.0,-20.0,Run,Rush,9.0,J. Conyers,,,,,,,Quentin Ogren,Spencer Kirin,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:52,532,3,14,1,3,3,2,,,,,,,
54,#17 Muhlenberg,O,FMC,2,,4.0,2.0,2.0,1.0,-29.0,Pass,Complete,4.0,,Logan Clouse,Complete,Drew Benfatti,,,,John Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:52,532,3,14,1,3,3,2,,,,,,,
55,#17 Muhlenberg,O,FMC,2,,4.0,3.0,3.0,5.0,-25.0,Run,Rush,4.0,J. Conyers,,,,,,,John Lohrer,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,08:52,532,3,14,1,3,3,2,,,,,,,
56,#17 Muhlenberg,K,FMC,2,,,,4.0,1.0,-29.0,Punt,Fair Catch,,,,,,,,,,,,,,,,,,,,,,,J. Rodenberger,32.0,39.0,Fair Catch,,,,,,,,,,,,08:52,532,3,14,1,3,3,2,,,,,,,
57,#17 Muhlenberg,D,MUHL,2,,3.0,1.0,0.0,10.0,-39.0,Pass,Complete,25.0,,Michael Hnatkow,Complete,Michael Feaster,,,,Owen Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:49,409,14,3,1,3,2,3,,,,,,,
58,#17 Muhlenberg,D,MUHL,2,,3.0,2.0,1.0,10.0,36.0,Run,Rush,3.0,Rory DeLuca,,,,,,,Peyton Snopek,Zhymir Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:49,409,14,3,1,3,2,3,,,,,,,
59,#17 Muhlenberg,D,MUHL,2,,3.0,3.0,2.0,7.0,33.0,Pass,,0.0,,Michael Hnatkow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:49,409,14,3,1,3,2,3,,,,,,,
60,#17 Muhlenberg,D,MUHL,2,,3.0,4.0,3.0,7.0,33.0,Run,Rush,9.0,Michael Hnatkow,,,,,,,Zhymir Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:49,409,14,3,1,3,2,3,personal foul,FMC,Zhymir Ball,,,,12.0
61,#17 Muhlenberg,D,MUHL,2,,3.0,5.0,1.0,10.0,12.0,Pass,Incomplete,0.0,,Michael Hnatkow,Incomplete,Zach Deldin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:49,409,14,3,1,3,2,3,,,,,,,
62,#17 Muhlenberg,D,MUHL,2,,3.0,6.0,2.0,10.0,12.0,Pass,Complete,8.0,,Michael Hnatkow,Complete,Michael Feaster,,,,Luke Strauss,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,06:49,409,14,3,1,3,2,3,personal foul,MUHL,Rory DeLuca,,,,15.0
63,#17 Muhlenberg,D,MUHL,2,,3.0,7.0,2.0,25.0,27.0,Pass,Complete,27.0,,Michael Hnatkow,Complete,Thomas Jenkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,TD,06:49,409,14,3,1,3,2,3,,,,,,,
64,#17 Muhlenberg,K,MUHL,2,,,,,,,Extra Pt. Block,No Good,,,,,,,,,,,,,,,,,,,,,,,,,,,Nick Stannard,,,No Good,,,,,,,,04:50,290,20,3,-17,3,2,3,,,,,,,
65,#17 Muhlenberg,K,MUHL,2,,,,,,,KO Ret,,,,,,,,,,,,,,,,,,,,Nick Stannard,65.0,0.0,,,,,,,,,,,,,,,,,04:50,290,20,3,-17,3,2,3,,,,,,,
66,#17 Muhlenberg,O,FMC,2,,5.0,1.0,0.0,10.0,-25.0,Run,Rush,22.0,J. Conyers,,,,,,,Spencer Kirin,Nick Sirico,,,,,,,,,,,,,,,,,,,,,,,,,,,,04:50,290,3,20,-17,3,3,2,,,,,,,
67,#17 Muhlenberg,O,FMC,2,,5.0,2.0,1.0,10.0,-47.0,Pass,Complete,6.0,,Logan Clouse,Complete,Drew Benfatti,,,,Spencer Kirin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04:50,290,3,20,-17,3,3,2,,,,,,,
68,#17 Muhlenberg,O,FMC,2,,5.0,3.0,2.0,4.0,47.0,Run,Rush,0.0,J. Conyers,,,,,,,Joshua Barnett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04:50,290,3,20,-17,3,3,2,,,,,,,
69,#17 Muhlenberg,O,FMC,2,,5.0,4.0,3.0,4.0,47.0,Pass,Complete,4.0,,Logan Clouse,Complete,Drew Benfatti,,,,Joshua Barnett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04:50,290,3,20,-17,3,3,2,,,,,,,
70,#17 Muhlenberg,O,FMC,2,,5.0,5.0,1.0,10.0,43.0,Run,Rush,3.0,J. Conyers,,,,,,,Spencer Kirin,Joshua Barnett,,,,,,,,,,,,,,,,,,,,,,,,,,,,04:50,290,3,20,-17,3,3,2,,,,,,,
71,#17 Muhlenberg,O,FMC,2,,5.0,6.0,2.0,7.0,40.0,Run,Rush,1.0,J. Conyers,,,,,,,Joshua Barnett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04:50,290,3,20,-17,3,3,2,,,,,,,
72,#17 Muhlenberg,O,FMC,2,,5.0,7.0,3.0,6.0,39.0,Pass,Incomplete,0.0,,Logan Clouse,Incomplete,Drew Benfatti,,,,Joshua Barnett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04:50,290,3,20,-17,3,3,2,,,,,,,
73,#17 Muhlenberg,,FMC,2,,,,4.0,6.0,39.0,Timeout,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muhlenberg,,,,,,04:50,290,3,20,-17,3,3,2,,,,,,,
74,#17 Muhlenberg,,FMC,2,,,,4.0,6.0,39.0,Timeout,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Franklin & Marshall,,,,,,00:48,48,3,20,-17,3,3,1,,,,,,,
75,#17 Muhlenberg,O,FMC,2,,5.0,8.0,4.0,6.0,39.0,Pass,Complete,39.0,,Logan Clouse,Complete,Jack O'Hearen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,TD,00:48,48,3,20,-17,2,2,1,,,,,,,
76,#17 Muhlenberg,K,FMC,2,,,,,,,Extra Pt.,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,Laurence Miller,,,Good,,,,,,,,00:36,36,9,20,-11,2,2,1,,,,,,,
77,#17 Muhlenberg,K,FMC,2,,,,,,,KO,,,,,,,,,,Daniel Shakal,,,,,,,Thomas Jenkins,5,26.0,J. Rodenberger,44.0,21.0,,,,,,,,,,,,,,,,,00:36,36,10,20,-10,2,2,1,,,,,,,
78,#17 Muhlenberg,D,MUHL,2,,4.0,1.0,0.0,10.0,-26.0,Run,Rush,-1.0,TEAM rush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Half,00:30,30,20,10,-10,2,1,2,,,,,,,
79,#17 Muhlenberg,K,FMC,3,,,,,,,KO,,,,,,,,,,,,,,,,,,,,J. Rodenberger,65.0,0.0,,,,,,,,,,,,,,,,,15:00,1800,10,20,-10,3,3,3,,,,,,,
80,#17 Muhlenberg,D,MUHL,3,,5.0,1.0,0.0,10.0,-25.0,Run,Rush,3.0,Rory DeLuca,,,,,,,Kevonte Beard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,20,10,-10,3,3,3,,,,,,,
81,#17 Muhlenberg,D,MUHL,3,,5.0,2.0,2.0,7.0,-28.0,Run,Rush,-11.0,TEAM rush,,,,,,,,,True,MUHL Michael,,MUHL,Michael Hnatkow,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,20,10,-10,3,3,3,,,,,,,
82,#17 Muhlenberg,D,MUHL,3,,5.0,3.0,3.0,18.0,-17.0,Pass,Complete,14.0,,Michael Hnatkow,Complete,Peter Taylor,,,,Zhymir Ball,Dan DiBeneditto,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,15:00,1800,20,10,-10,3,3,3,,,,,,,
83,#17 Muhlenberg,K,MUHL,3,,,,4.0,4.0,-31.0,Punt Ret,Fair Catch,,,,,,,,,,,,,,,,,,,,,,,Kevin Olifiers,44.0,25.0,Fair Catch,,,,,,,,,,,,15:00,1800,20,10,-10,3,3,3,,,,,,,
84,#17 Muhlenberg,O,FMC,3,,6.0,1.0,0.0,10.0,-25.0,Run,Rush,3.0,J. Conyers,,,,,,,Joshua Barnett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:19,1699,10,20,-10,3,3,3,,,,,,,
85,#17 Muhlenberg,O,FMC,3,,6.0,2.0,2.0,7.0,-28.0,Run,Rush,0.0,J. Conyers,,,,,,,Joshua Barnett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:19,1699,10,20,-10,3,3,3,,,,,,,
86,#17 Muhlenberg,O,FMC,3,,6.0,3.0,3.0,7.0,-28.0,Pass,Incomplete,0.0,,Logan Clouse,Incomplete,Tim Walters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,13:19,1699,10,20,-10,3,3,3,,,,,,,
87,#17 Muhlenberg,K,FMC,3,,,,4.0,7.0,-28.0,Punt,,,,,,,,,,Matt Scully,Luke Dauberman,,,,,,Tim Fitzpatrick,12,43.0,,,,,J. Rodenberger,41.0,31.0,,,,,,,,,,,,,13:19,1699,10,20,-10,3,3,3,,,,,,,
88,#17 Muhlenberg,D,MUHL,3,,6.0,1.0,0.0,10.0,-43.0,Pass,Complete,7.0,,Michael Hnatkow,Complete,Michael Feaster,,,,Kevonte Beard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:38,1598,20,10,-10,3,3,3,,,,,,,
89,#17 Muhlenberg,D,MUHL,3,,6.0,2.0,2.0,3.0,-50.0,Pass,Complete,13.0,,Michael Hnatkow,Complete,Michael Feaster,,,,Thomas Downs,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,11:38,1598,20,10,-10,3,3,3,holding,MUHL,Mitch Daniel,,,,10.0
90,#17 Muhlenberg,D,MUHL,3,,6.0,3.0,2.0,13.0,-40.0,Pass,Incomplete,0.0,,Michael Hnatkow,Incomplete,Zach Deldin,,,,Peter Orio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:38,1598,20,10,-10,3,3,3,,,,,,,
91,#17 Muhlenberg,D,MUHL,3,,6.0,4.0,3.0,13.0,-40.0,Pass,Complete,7.0,,Michael Hnatkow,Complete,Thomas Jenkins,,,,Colin Lavigne,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,11:38,1598,20,10,-10,3,3,3,,,,,,,
92,#17 Muhlenberg,K,MUHL,3,,,,4.0,6.0,-47.0,Punt Ret,Fair Catch,,,,,,,,,,,,,,,,,,,,,,,Kevin Olifiers,45.0,8.0,Fair Catch,,,,,,,,,,,,11:38,1598,20,10,-10,3,3,3,,,,,,,
93,#17 Muhlenberg,O,FMC,3,,7.0,1.0,0.0,10.0,-8.0,Pass,Sack,-2.0,,Logan Clouse,Sack,,,,,Jack Carroll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:46,1486,10,20,-10,3,3,3,,,,,,,
94,#17 Muhlenberg,O,FMC,3,,7.0,2.0,2.0,12.0,-6.0,Run,Rush,11.0,J. Conyers,,,,,,,John Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:46,1486,10,20,-10,3,3,3,,,,,,,
95,#17 Muhlenberg,O,FMC,3,,7.0,3.0,3.0,1.0,-17.0,Run,Rush,0.0,J. Conyers,,,,,,,Joshua Barnett,Matt Papa,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,09:46,1486,10,20,-10,3,3,3,,,,,,,
96,#17 Muhlenberg,K,FMC,3,,,,4.0,1.0,-17.0,Punt,,,,,,,,,,Derek Zewinski,Kyle Addis,,,,,,Tim Fitzpatrick,10,35.0,,,,,J. Rodenberger,44.0,39.0,,,,,,,,,,,,,09:46,1486,10,20,-10,3,3,3,illegal block,MUHL,Isaiah Williams,,,,10.0
