PLAY #,OPP TEAM,ODK,OFF TEAM,QTR,OT #,SERIES,SERIES #,DN,DIST,YARD LN,FIELD ZONE,PLAY TYPE,RESULT,GN/LS,RUSHER PBP,PASSER PBP,PASS RESULT,PASS TARGET PBP,BROKEN UP BY PBP,INTERCEPTED BY PBP,HURRIED BY PBP,TACKLER1 PBP,TACKLER2 PBP,FUMBLE,FUMBLED BY PBP,FORCED BY PBP,RECOVER TEAM,RECOVERED BY PBP,RETURNER PBP,RETURN YDS,RETURN TO,KICKER PBP,KICK YDS,KICK TO,KICK RESULT,ON-SIDE KICK,PUNTER PBP,PUNT YDS,PUNT TO,PUNT RESULT,BLOCKED BY PBP,PK,FG DIST,FG RESULT,XP RESULT,2 PT RESULT,TAKEN BY,FIRST DOWN,TOUCHDOWN,NO PLAY,NULLIFIED,SAFETY,SERIES END,TIME STAMP,TIME LEFT,OFF SCORE,DEF SCORE,SCORE DIFF,TOL,OFF TOL,DEF TOL,PENALTY1,PEN TEAM1,AGAINST1,PENALTY2,PEN TEAM2,AGAINST2,PENALTY YDS
1,Adrian,K,GUFB,1,,,,,,,,KO,Return,,,,,,,,,Claude Neeley,,,,,,,,19,27.0,Lucas Hermo,57.0,8.0,Return,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
2,Adrian,D,ACFB,1,,1.0,1.0,0.0,10.0,-27.0,Gold Zone,Pass,Incomplete,0.0,,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:53,1793,0,0,0,3,3,3,,,,,,,
3,Adrian,D,ACFB,1,,1.0,2.0,2.0,10.0,-27.0,Gold Zone,Pass,Complete,2.0,,,Complete,Donald for Scott,,,,Trevor Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:53,1793,0,0,0,3,3,3,,,,,,,
4,Adrian,D,ACFB,1,,1.0,3.0,3.0,8.0,-29.0,Gold Zone,Pass,Incomplete,0.0,,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,14:53,1793,0,0,0,3,3,3,,,,,,,
5,Adrian,K,ACFB,1,,,,4.0,8.0,-29.0,Gold Zone,Punt Rec,,,,,,,,,,,,,,,,,,,,,,,,,Austin punt Behnke,46.0,25.0,,,,,,,,,,,,,,,14:53,1793,0,0,0,3,3,3,,,,,,,
6,Adrian,O,GUFB,1,,1.0,1.0,0.0,10.0,-25.0,Coming Out,Pass,Incomplete,0.0,,C. Butterfield,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:52,1732,0,0,0,3,3,3,,,,,,,
7,Adrian,O,GUFB,1,,1.0,2.0,2.0,10.0,-25.0,Coming Out,Pass,Sack,-9.0,,C. Butterfield,Sack,,,,,Deandr Jennings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:52,1732,0,0,0,3,3,3,,,,,,,
8,Adrian,O,GUFB,1,,1.0,3.0,3.0,19.0,-16.0,Coming Out,Run,Rush,13.0,Peyton Bates,,,,,,,Deandr Jennings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,13:52,1732,0,0,0,3,3,3,,,,,,,
9,Adrian,K,GUFB,1,,,,4.0,6.0,-29.0,Gold Zone,Punt,Return,,,,,,,,,Delrey Crowder,,,,,,,,1,34.0,,,,,,Dylan Carns,38.0,33.0,Return,,,,,,,,,,,,,,13:52,1732,0,0,0,3,3,3,,,,,,,
10,Adrian,D,ACFB,1,,2.0,1.0,0.0,10.0,-34.0,Gold Zone,Run,Rush,8.0,,,,,,,,Trevor Stewart,Thomas Linnear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:11,1631,0,0,0,3,3,3,,,,,,,
11,Adrian,D,ACFB,1,,2.0,2.0,2.0,2.0,-42.0,Gold Zone,Pass,Complete,2.0,,,Complete,Cole for Seslar,,,,Isaac Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:11,1631,0,0,0,3,3,3,,,,,,,
12,Adrian,D,ACFB,1,,2.0,3.0,1.0,10.0,-44.0,Gold Zone,Run,Rush,3.0,,,,,,,,Ashton Moultrie,Javiera Bovell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:11,1631,0,0,0,3,3,3,,,,,,,
13,Adrian,D,ACFB,1,,2.0,4.0,2.0,7.0,-47.0,Go Zone,Pass,Incomplete,0.0,,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:11,1631,0,0,0,3,3,3,,,,,,,
14,Adrian,D,ACFB,1,,2.0,5.0,3.0,7.0,-47.0,Go Zone,Pass,Complete,16.0,,,Complete,Gage for Palus,,,,Ashton Moultrie,Lakari Benjamin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:11,1631,0,0,0,3,3,3,,,,,,,
