PLAY #,OPP TEAM,ODK,OFF TEAM,QTR,OT #,SERIES,SERIES #,DN,DIST,YARD LN,FIELD ZONE,PLAY TYPE,RESULT,GN/LS,RUSHER PBP,PASSER PBP,PASS RESULT,PASS TARGET PBP,BROKEN UP BY PBP,INTERCEPTED BY PBP,HURRIED BY PBP,TACKLER1 PBP,TACKLER2 PBP,FUMBLE,FUMBLED BY PBP,FORCED BY PBP,RECOVER TEAM,RECOVERED BY PBP,RETURNER PBP,RETURN YDS,RETURN TO,KICKER PBP,KICK YDS,KICK TO,KICK RESULT,ON-SIDE KICK,PUNTER PBP,PUNT YDS,PUNT TO,PUNT RESULT,BLOCKED BY PBP,PK,FG DIST,FG RESULT,XP RESULT,2 PT RESULT,TAKEN BY,FIRST DOWN,TOUCHDOWN,NO PLAY,NULLIFIED,SAFETY,SERIES END,TIME STAMP,TIME LEFT,OFF SCORE,DEF SCORE,SCORE DIFF,TOL,OFF TOL,DEF TOL,PENALTY1,PEN TEAM1,AGAINST1,PENALTY2,PEN TEAM2,AGAINST2,PENALTY YDS
1,Trinity Int'l,K,TIU,1,,,,,,,,KO Rec,Return,,,,,,,,,Judel Vilus,,,,,,,Ashton Moultrie,15,25.0,Cameron Outlaw,55.0,10.0,Return,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
2,Trinity Int'l,O,GUFB,1,,1.0,1.0,0.0,10.0,-25.0,Coming Out,Run,Rush,14.0,Paul Garrett,,,,,,,Moses Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
3,Trinity Int'l,O,GUFB,1,,1.0,2.0,1.0,10.0,-39.0,Gold Zone,Pass,Sack,-8.0,,C. Butterfield,Sack,,,,,Judel Vilus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
4,Trinity Int'l,O,GUFB,1,,1.0,3.0,2.0,18.0,-31.0,Gold Zone,Run,Rush,3.0,Paul Garrett,,,,,,,Kemon Reese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
5,Trinity Int'l,O,GUFB,1,,1.0,4.0,3.0,15.0,-34.0,Gold Zone,Pass,Complete,9.0,,C. Butterfield,Complete,Seth Logan,,,,Steven Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,15:00,1800,0,0,0,3,3,3,,,,,,,
6,Trinity Int'l,K,GUFB,1,,,,4.0,6.0,-43.0,Gold Zone,Punt,Out of bounds,,,,,,,,,,,,,,,,,,,,,,,,Dylan Carns,42.0,15.0,Out of bounds,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
7,Trinity Int'l,D,TIU,1,,1.0,1.0,0.0,10.0,-15.0,Coming Out,Run,Rush,6.0,Derek Lowe,,,,,,,Isaac Green,Thomas Linnear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:00,1680,0,0,0,3,3,3,,,,,,,
8,Trinity Int'l,D,TIU,1,,1.0,2.0,2.0,4.0,-21.0,Coming Out,Run,Rush,3.0,Derek Lowe,,,,,,,Lakari Benjamin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:00,1680,0,0,0,3,3,3,,,,,,,
9,Trinity Int'l,D,TIU,1,,1.0,3.0,3.0,1.0,-24.0,Coming Out,Run,Rush,-5.0,Khalid Humphrey,,,,,,,Thomas Linnear,J. Apple-Gibbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,13:00,1680,0,0,0,3,3,3,,,,,,,
10,Trinity Int'l,K,TIU,1,,,,4.0,6.0,-19.0,Coming Out,Punt Rec,,,,,,,,,,,,,,,,,,,,,,,,,Cameron Outlaw,43.0,38.0,,,,,,,,,,,,,,,13:00,1680,0,0,0,3,3,3,,,,,,,
11,Trinity Int'l,O,GUFB,1,,2.0,1.0,0.0,10.0,-38.0,Gold Zone,Run,Rush,15.0,Paul Garrett,,,,,,,Lorenzano Blake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:47,1547,0,0,0,3,3,3,,,,,,,
12,Trinity Int'l,O,GUFB,1,,2.0,2.0,1.0,10.0,47.0,Go Zone,Run,Rush,19.0,Terrance Brown,,,,,,,Steven Williams,Moses Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:47,1547,0,0,0,3,3,3,,,,,,,
13,Trinity Int'l,O,GUFB,1,,2.0,3.0,1.0,10.0,28.0,Take A Shot,Run,Rush,2.0,Paul Garrett,,,,,,,Kemon Reese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:47,1547,0,0,0,3,3,3,,,,,,,
14,Trinity Int'l,O,GUFB,1,,2.0,4.0,2.0,8.0,26.0,Take A Shot,Run,Rush,-1.0,Paul Garrett,,,,,,,Demetrius Jeste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:47,1547,0,0,0,3,3,3,,,,,,,
15,Trinity Int'l,O,GUFB,1,,2.0,5.0,3.0,9.0,27.0,Take A Shot,Pass,Complete,10.0,,C. Butterfield,Complete,Seth Logan,,,,Judel Vilus,Lorente Blakene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:47,1547,0,0,0,3,3,3,,,,,,,
16,Trinity Int'l,O,GUFB,1,,2.0,6.0,1.0,10.0,17.0,Red Zone High,Pass,Complete,17.0,,C. Butterfield,Complete,Seth Logan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,TD,10:47,1547,0,0,0,3,3,3,,,,,,,
17,Trinity Int'l,K,GUFB,1,,,,,,,,Extra Pt.,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lucas Hermo,,,Good,,,,,,,,,07:58,1378,6,0,6,3,3,3,,,,,,,
18,Trinity Int'l,K,GUFB,1,,,,,,,,KO,Return,,,,,,,,,Greg Fletcher,Tanner Eubanks,,,,,,Javier Acosta,16,28.0,Lucas Hermo,53.0,12.0,Return,,,,,,,,,,,,,,,,,,,07:58,1378,7,0,7,3,3,3,,,,,,,
