PLAY #,OPP TEAM,ODK,OFF TEAM,QTR,OT #,SERIES,SERIES #,DN,DIST,YARD LN,PLAY TYPE,RESULT,GN/LS,RUSHER,PASSER,PASS RESULT,PASS TARGET,BROKEN UP BY,INTERCEPTED BY,HURRIED BY,TACKLER1,TACKLER2,FUMBLE,FUMBLED BY,FORCED BY,RECOVER TEAM,RECOVERED BY,RETURNER,RETURN YDS,RETURN TO,KICKER,KICK YDS,KICK TO,KICK RESULT,PUNTER,PUNT YDS,PUNT TO,PUNT RESULT,BLOCKED BY,PK,FG DIST,FG RESULT,XP RESULT,2 PT RESULT,TAKEN BY,FIRST DOWN,TOUCHDOWN,NO PLAY,NULLIFIED,SAFETY,SERIES END,TIME STAMP,TIME LEFT,OFF SCORE,DEF SCORE,SCORE DIFF,TOL,OFF TOL,DEF TOL,PENALTY1,PEN TEAM1,AGAINST1,PENALTY2,PEN TEAM2,AGAINST2,PENALTY YDS
1,RPI,K,STE,1,,,,,,,KO,Return,,,,,,,,,Steven Senga,,,,,,,,24,26.0,Zachary Rutsch,63.0,2.0,Return,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
2,RPI,D,RPI,1,,1.0,1.0,0.0,10.0,-26.0,Pass,Complete,3.0,,George pass Marinopoulos,Complete,Peter for Lombardi,,,,Mario McIntyre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:54,1794,0,0,0,3,3,3,,,,,,,
3,RPI,,RPI,1,,,,1.0,10.0,-26.0,Timeout,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rensselaer,,,,,,,14:54,1794,0,0,0,3,3,3,,,,,,,
4,RPI,D,RPI,1,,1.0,2.0,2.0,7.0,-29.0,Pass,Complete,44.0,,George pass Marinopoulos,Complete,Peter for Lombardi,,,,Jacob Baytoff,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,14:05,1745,0,0,0,3,3,3,,,,,,,
5,RPI,D,RPI,1,,1.0,3.0,1.0,10.0,27.0,Run,Rush,13.0,Munoz Whatts,,,,,,,Mario McIntyre,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,14:05,1745,0,0,0,3,3,3,,,,,,,
6,RPI,D,RPI,1,,1.0,4.0,1.0,10.0,14.0,Pass,Complete,11.0,,George pass Marinopoulos,Complete,Peter for Lombardi,,,,Isaiah Snead,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,14:05,1745,0,0,0,3,3,3,,,,,,,
7,RPI,D,RPI,1,,1.0,5.0,1.0,3.0,3.0,Run,Rush,1.0,Munoz Whatts,,,,,,,Ethan Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:05,1745,0,0,0,3,3,3,,,,,,,
8,RPI,D,RPI,1,,1.0,6.0,2.0,2.0,2.0,Pass,Incomplete,0.0,,George pass Marinopoulos,Incomplete,Vinnie PENALTY McDonald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,,,14:05,1745,0,0,0,3,3,3,Pass Interference,STE,Jacob Baytoff,,,,1.0
9,RPI,D,RPI,1,,1.0,7.0,1.0,1.0,1.0,Run,Rush,0.0,Munoz Whatts,,,,,,,,,True,Munoz Whatts,,STE,Brennen Wright,,,1.0,,,,,,,,,,,,,,,,,,,,,Fumble,14:05,1745,0,0,0,3,3,3,,,,,,,
10,RPI,O,STE,1,,1.0,1.0,0.0,10.0,-20.0,Run,Rush,2.0,Kevin Joppy,,,,,,,Rensselaer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:23,1583,0,0,0,3,3,3,,,,,,,
