PLAY #,OPP TEAM,ODK,OFF TEAM,QTR,OT #,SERIES,SERIES #,DN,DIST,YARD LN,PLAY TYPE,RESULT,GN/LS,RUSHER,PASSER,PASS RESULT,PASS TARGET,BROKEN UP BY,INTERCEPTED BY,HURRIED BY,TACKLER1,TACKLER2,FUMBLE,FUMBLED BY,FORCED BY,RECOVER TEAM,RECOVERED BY,RETURNER,RETURN YDS,RETURN TO,KICKER,KICK YDS,KICK TO,KICK RESULT,PUNTER,PUNT YDS,PUNT TO,PUNT RESULT,BLOCKED BY,PK,FG DIST,FG RESULT,XP RESULT,2 PT RESULT,TAKEN BY,FIRST DOWN,TOUCHDOWN,NO PLAY,NULLIFIED,SAFETY,SERIES END,TIME STAMP,TIME LEFT,OFF SCORE,DEF SCORE,SCORE DIFF,TOL,OFF TOL,DEF TOL,PENALTY1,PEN TEAM1,AGAINST1,PENALTY2,PEN TEAM2,AGAINST2,PENALTY YDS
19,Johns Hopkins,D,JHU,1,,1.0,13.0,3.0,1.0,21.0,Run,Rush,3.0,Spencer Uggla,,,,,,,Marvin Manassa,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,07:50,1370,0,0,0,2,3,2,,,,,,,
20,Johns Hopkins,D,JHU,1,,1.0,14.0,1.0,10.0,18.0,Pass,Complete,6.0,,Ryan Stevens,Complete,H. Wellmann,,,,Sean Sullivan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:50,1370,0,0,0,2,3,2,,,,,,,
21,Johns Hopkins,D,JHU,1,,1.0,15.0,2.0,4.0,12.0,Run,Rush,0.0,Danny Wolf,,,,,,,J. Siegenthaler,John Avara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:50,1370,0,0,0,2,3,2,,,,,,,
22,Johns Hopkins,D,JHU,1,,1.0,16.0,3.0,4.0,12.0,Pass,Complete,5.0,,Ryan Stevens,Complete,H. Wellmann,,,,Isaiah Snead,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,07:50,1370,0,0,0,2,3,2,,,,,,,
23,Johns Hopkins,D,JHU,1,,1.0,17.0,1.0,7.0,7.0,Pass,Complete,7.0,,Ryan Stevens,Complete,Quinn Revere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,TD,07:50,1370,0,0,0,2,3,2,,,,,,,
24,Johns Hopkins,K,JHU,1,,,,,,,Extra Pt. Block,No Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kyle Battles,,,No Good,,,,,,,,,05:45,1245,6,0,-6,2,3,2,,,,,,,
25,Johns Hopkins,K,JHU,1,,,,,,,KO Ret,Return,,,,,,,,,M. Kilbane,,,,,,,Steven Smothers,24,25.0,Kyle Battles,64.0,1.0,Return,,,,,,,,,,,,,,,,,,05:45,1245,6,0,-6,2,3,2,,,,,,,
26,Johns Hopkins,O,STE,1,,2.0,1.0,0.0,10.0,-25.0,Run,Rush,5.0,Ryan Sedgwick,,,,,,,M. Kilbane,D. VanKouteren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05:38,1238,0,6,-6,2,2,3,,,,,,,
27,Johns Hopkins,O,STE,1,,2.0,2.0,2.0,5.0,-30.0,Pass,Complete,16.0,,Ryan Sedgwick,Complete,Steven Smothers,,,,D. VanKouteren,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,05:38,1238,0,6,-6,2,2,3,,,,,,,
28,Johns Hopkins,O,STE,1,,2.0,3.0,1.0,10.0,-46.0,Pass,Complete,3.0,,Ryan Sedgwick,Complete,D. Littlejohn,,,,Finn Zechman,D. VanKouteren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05:38,1238,0,6,-6,2,2,3,,,,,,,
29,Johns Hopkins,O,STE,1,,2.0,4.0,2.0,7.0,-49.0,Run,Rush,6.0,Kevin Joppy,,,,,,,D. VanKouteren,Nick Seidel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05:38,1238,0,6,-6,2,2,3,,,,,,,
30,Johns Hopkins,O,STE,1,,2.0,5.0,3.0,1.0,45.0,Run,Rush,0.0,Kevin Joppy,,,,,,,Nick Seidel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,05:38,1238,0,6,-6,2,2,3,,,,,,,
31,Johns Hopkins,,STE,1,,,,4.0,1.0,45.0,Timeout,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stevenson,,,,,,,05:38,1238,0,6,-6,2,2,3,,,,,,,
32,Johns Hopkins,K,STE,1,,,,4.0,1.0,45.0,Punt,Out of bounds,,,,,,,,,,,,,,,,,,,,,,,Kevin Sheehan,28.0,17.0,Out of bounds,,,,,,,,,,,,,,02:52,1072,0,6,-6,1,1,3,,,,,,,
33,Johns Hopkins,D,JHU,1,,2.0,1.0,0.0,10.0,-17.0,Run,Rush,1.0,Danny Wolf,,,,,,,Jason Scott,Sean Sullivan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02:45,1065,6,0,-6,1,3,1,,,,,,,
34,Johns Hopkins,D,JHU,1,,2.0,2.0,2.0,9.0,-18.0,Pass,Complete,52.0,,Ryan Stevens,Complete,Quinn Revere,,,,Ethan Joseph,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,02:45,1065,6,0,-6,1,3,1,,,,,,,
35,Johns Hopkins,D,JHU,1,,2.0,3.0,1.0,10.0,30.0,Pass,Incomplete,0.0,,Ryan Stevens,Incomplete,Quinn Revere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02:45,1065,6,0,-6,1,3,1,,,,,,,
36,Johns Hopkins,D,JHU,1,,2.0,4.0,2.0,10.0,30.0,Pass,Complete,30.0,,Ryan Stevens,Complete,H. Wellmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,TD,02:45,1065,6,0,-6,1,3,1,,,,,,,
37,Johns Hopkins,K,JHU,1,,,,,,,Extra Pt. Block,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kyle Battles,,,Good,,,,,,,,,01:44,1004,12,0,-12,1,3,1,,,,,,,
38,Johns Hopkins,,JHU,1,,,,1.0,-35.0,-35.0,Penalty,Penalty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01:44,1004,13,0,-13,1,3,1,unsportsmanlike conduct,JHU,H. Wellmann,,,,15.0
39,Johns Hopkins,K,JHU,1,,,,,,,KO Ret,Return,,,,,,,,,Isaac Scoville,,,,,,,D. Littlejohn,25,34.0,Kyle Battles,71.0,9.0,Return,,,,,,,,,,,,,,,,,,01:44,1004,13,0,-13,1,3,1,,,,,,,
40,Johns Hopkins,O,STE,1,,3.0,1.0,0.0,10.0,-34.0,Run,Rush,1.0,Kevin Joppy,,,,,,,Luke Schuermann,M. Kilbane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01:37,997,0,13,-13,1,1,3,,,,,,,
41,Johns Hopkins,O,STE,1,,3.0,2.0,2.0,9.0,-35.0,Pass,Complete,10.0,,Ryan Sedgwick,Complete,D. Littlejohn,,,,Finn Zechman,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,01:37,997,0,13,-13,1,1,3,,,,,,,
42,Johns Hopkins,O,STE,1,,3.0,3.0,1.0,10.0,-45.0,Run,Rush,6.0,Ryan Sedgwick,,,,,,,Isaac Scoville,M. Kilbane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01:37,997,0,13,-13,1,1,3,,,,,,,
43,Johns Hopkins,O,STE,2,,3.0,4.0,2.0,4.0,49.0,Pass,Incomplete,0.0,,Ryan Sedgwick,Incomplete,Amir Moore,,,,Isaac Scoville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,900,0,13,-13,1,1,3,,,,,,,
44,Johns Hopkins,O,STE,2,,3.0,5.0,3.0,4.0,49.0,Pass,Interception,0.0,,Ryan Sedgwick,Interception,,,Ross Andersson,,Amir Moore,,,,,,,Ross Andersson,6,38.0,,,,,,,,,,,,,,,,True,,True,,,,15:00,900,0,13,-13,1,1,3,pass interference,JHU,Garrett Brophy,,,,6.0
45,Johns Hopkins,,STE,2,,,,1.0,10.0,43.0,Penalty,Penalty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,900,0,13,-13,1,1,3,personal foul,JHU,,,,,
46,Johns Hopkins,O,STE,2,,3.0,6.0,1.0,10.0,43.0,Run,Rush,3.0,Kevin Joppy,,,,,,,Nick Seidel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,900,0,13,-13,1,1,3,,,,,,,
47,Johns Hopkins,O,STE,2,,3.0,7.0,2.0,7.0,40.0,Pass,Incomplete,0.0,,Ryan Sedgwick,Incomplete,Amir Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,900,0,13,-13,1,1,3,,,,,,,
48,Johns Hopkins,O,STE,2,,3.0,8.0,3.0,7.0,40.0,Pass,Incomplete,0.0,,Ryan Sedgwick,Incomplete,D. Littlejohn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,15:00,900,0,13,-13,1,1,3,,,,,,,
49,Johns Hopkins,K,STE,2,,,,4.0,7.0,40.0,Punt,Fair Catch,,,,,,,,,,,,,,,,,,,,,,,Kevin Sheehan,27.0,13.0,Fair Catch,,,,,,,,,,,,,,15:00,900,0,13,-13,1,1,3,,,,,,,
50,Johns Hopkins,D,JHU,2,,3.0,1.0,0.0,10.0,-13.0,Pass,Complete,15.0,,Ryan Stevens,Complete,Ryan Hubley,,,,Ethan Joseph,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,13:37,817,13,0,-13,1,3,1,,,,,,,
51,Johns Hopkins,D,JHU,2,,3.0,2.0,1.0,10.0,-28.0,Pass,Incomplete,0.0,,Ryan Stevens,Incomplete,Quinn Revere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:37,817,13,0,-13,1,3,1,,,,,,,
52,Johns Hopkins,D,JHU,2,,3.0,3.0,2.0,10.0,-28.0,Run,Rush,2.0,Danny Wolf,,,,,,,John Avara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:37,817,13,0,-13,1,3,1,,,,,,,
53,Johns Hopkins,D,JHU,2,,3.0,4.0,3.0,8.0,-30.0,Pass,Incomplete,0.0,,Ryan Stevens,Incomplete,Quinn Revere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,13:37,817,13,0,-13,1,3,1,,,,,,,
54,Johns Hopkins,K,JHU,2,,,,4.0,8.0,-30.0,Punt Ret,Return,,,,,,,,,Nick Seidel,Ross Andersson,,,,,,Steven Smothers,5,32.0,,,,,Kyle Battles,43.0,27.0,Return,,,,,,,,,,,,,,13:37,817,13,0,-13,1,3,1,,,,,,,
55,Johns Hopkins,O,STE,2,,4.0,1.0,0.0,10.0,-32.0,Pass,Sack,-5.0,,Ryan Sedgwick,Sack,,,,,Chris Bedell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:20,740,0,13,-13,1,1,3,,,,,,,
56,Johns Hopkins,,STE,2,,,,2.0,15.0,-27.0,Penalty,Penalty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:20,740,0,13,-13,1,1,3,false start,STE,D. Littlejohn,,,,5.0
57,Johns Hopkins,O,STE,2,,4.0,2.0,2.0,20.0,-22.0,Run,Rush,10.0,Brandon Walker,,,,,,,D. VanKouteren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:20,740,0,13,-13,1,1,3,,,,,,,
58,Johns Hopkins,O,STE,2,,4.0,3.0,3.0,10.0,-32.0,Pass,Complete,31.0,,Ryan Sedgwick,Complete,Steven Smothers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,12:20,740,0,13,-13,1,1,3,,,,,,,
59,Johns Hopkins,O,STE,2,,4.0,4.0,1.0,10.0,37.0,Pass,Incomplete,0.0,,Ryan Sedgwick,Incomplete,D. Littlejohn,,,,Finn Zechman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:20,740,0,13,-13,1,1,3,,,,,,,
60,Johns Hopkins,O,STE,2,,4.0,5.0,2.0,10.0,37.0,Run,Rush,-1.0,Brandon Walker,,,,,,,Carson Currie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:20,740,0,13,-13,1,1,3,,,,,,,
61,Johns Hopkins,O,STE,2,,4.0,6.0,3.0,11.0,38.0,Pass,Incomplete,0.0,,Ryan Sedgwick,Incomplete,Steven Smothers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,12:20,740,0,13,-13,1,1,3,,,,,,,
62,Johns Hopkins,K,STE,2,,,,4.0,11.0,38.0,Punt,Out of bounds,,,,,,,,,,,,,,,,,,,,,,,Kevin Sheehan,21.0,17.0,Out of bounds,,,,,,,,,,,,,,12:20,740,0,13,-13,1,1,3,,,,,,,
63,Johns Hopkins,D,JHU,2,,4.0,1.0,0.0,10.0,-17.0,Pass,Incomplete,0.0,,Ryan Stevens,Incomplete,Will Leger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:40,580,13,0,-13,1,3,1,,,,,,,
64,Johns Hopkins,D,JHU,2,,4.0,2.0,2.0,10.0,-17.0,Pass,Complete,6.0,,Ryan Stevens,Complete,Quinn Revere,,,,Tom Zatalava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:40,580,13,0,-13,1,3,1,,,,,,,
65,Johns Hopkins,D,JHU,2,,4.0,3.0,3.0,4.0,-23.0,Pass,Complete,7.0,,Ryan Stevens,Complete,Quinn Revere,,,,Tom Zatalava,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,09:40,580,13,0,-13,1,3,1,,,,,,,
66,Johns Hopkins,D,JHU,2,,4.0,4.0,1.0,10.0,-30.0,Pass,Incomplete,0.0,,Ryan Stevens,Incomplete,Ryan Hubley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:40,580,13,0,-13,1,3,1,,,,,,,
67,Johns Hopkins,D,JHU,2,,4.0,5.0,2.0,10.0,-30.0,Pass,Complete,9.0,,Ryan Stevens,Complete,H. Wellmann,,,,Grant McHose,Ethan Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:40,580,13,0,-13,1,3,1,,,,,,,
68,Johns Hopkins,D,JHU,2,,4.0,6.0,3.0,1.0,-39.0,Run,Rush,1.0,Danny Wolf,,,,,,,Tom Zatalava,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,09:40,580,13,0,-13,1,3,1,holding,JHU,Ashton Morgan,,,,10.0
69,Johns Hopkins,D,JHU,2,,4.0,7.0,3.0,11.0,-29.0,Pass,Complete,8.0,,Ryan Stevens,Complete,Quinn Revere,,,,Dylan Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,09:40,580,13,0,-13,1,3,1,,,,,,,
70,Johns Hopkins,K,JHU,2,,,,4.0,3.0,-37.0,Punt Ret,,,,,,,,,,,,,,,,,,,,,,,,Kyle Battles,49.0,14.0,,,,,,,,,,,,,,,09:40,580,13,0,-13,1,3,1,,,,,,,
71,Johns Hopkins,O,STE,2,,5.0,1.0,0.0,10.0,-14.0,Run,Rush,6.0,Ryan Sedgwick,,,,,,,Joe Tischler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:03,423,0,13,-13,1,1,3,,,,,,,
72,Johns Hopkins,O,STE,2,,5.0,2.0,2.0,4.0,-20.0,Run,Rush,6.0,Ryan Sedgwick,,,,,,,M. Kilbane,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,07:03,423,0,13,-13,1,1,3,,,,,,,
73,Johns Hopkins,O,STE,2,,5.0,3.0,1.0,10.0,-26.0,Pass,Complete,14.0,,Ryan Sedgwick,Complete,D. Littlejohn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,07:03,423,0,13,-13,1,1,3,,,,,,,
74,Johns Hopkins,O,STE,2,,5.0,4.0,1.0,10.0,-40.0,Run,Rush,15.0,Kevin Joppy,,,,,,,Matt Dubois,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,07:03,423,0,13,-13,1,1,3,,,,,,,
75,Johns Hopkins,O,STE,2,,5.0,5.0,1.0,10.0,45.0,Pass,Complete,10.0,,Ryan Sedgwick,Complete,Amir Moore,,,,Ross Andersson,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,07:03,423,0,13,-13,1,1,3,,,,,,,
76,Johns Hopkins,O,STE,2,,5.0,6.0,1.0,10.0,35.0,Run,Rush,0.0,Ryan Sedgwick,,,,,,,M. Kilbane,Carson Currie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:03,423,0,13,-13,1,1,3,,,,,,,
77,Johns Hopkins,O,STE,2,,5.0,7.0,2.0,10.0,35.0,Pass,Incomplete,0.0,,Ryan Sedgwick,Incomplete,D. Littlejohn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:03,423,0,13,-13,1,1,3,,,,,,,
78,Johns Hopkins,O,STE,2,,5.0,8.0,3.0,10.0,35.0,Pass,Complete,18.0,,Ryan Sedgwick,Complete,Amir Moore,,,,Nick Seidel,Aaron Shapiro,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,07:03,423,0,13,-13,1,1,3,,,,,,,
79,Johns Hopkins,,STE,2,,,,1.0,10.0,17.0,Penalty,Penalty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:03,423,0,13,-13,1,1,3,false start,STE,Alex Aviles,,,,5.0
80,Johns Hopkins,O,STE,2,,5.0,9.0,1.0,15.0,22.0,Pass,Complete,6.0,,Ryan Sedgwick,Complete,Steven Smothers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:03,423,0,13,-13,1,1,3,,,,,,,
81,Johns Hopkins,O,STE,2,,5.0,10.0,2.0,9.0,16.0,Pass,Incomplete,0.0,,Ryan Sedgwick,Incomplete,Steven Smothers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:03,423,0,13,-13,1,1,3,,,,,,,
82,Johns Hopkins,O,STE,2,,5.0,11.0,3.0,9.0,16.0,Pass,Incomplete,0.0,,Ryan Sedgwick,Incomplete,D. Littlejohn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FG,07:03,423,0,13,-13,1,1,3,,,,,,,
83,Johns Hopkins,K,STE,2,,,,4.0,9.0,16.0,FG,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brody Campbell,33.0,Good,,,,,,,,,,07:03,423,0,13,-13,1,1,3,,,,,,,
84,Johns Hopkins,K,STE,2,,,,,,,KO,,,,,,,,,,,,,,,,,,,,Zachary Rutsch,65.0,0.0,,,,,,,,,,,,,,,,,,,02:28,148,3,13,-10,1,1,3,,,,,,,
85,Johns Hopkins,D,JHU,2,,5.0,1.0,0.0,10.0,-25.0,Run,Rush,7.0,Danny Wolf,,,,,,,Ed Mannone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02:28,148,13,3,-10,1,3,1,,,,,,,
86,Johns Hopkins,D,JHU,2,,5.0,2.0,2.0,3.0,-32.0,Pass,Complete,3.0,,Ryan Stevens,Complete,Ryan Hubley,,,,Marvin Manassa,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,02:28,148,13,3,-10,1,3,1,,,,,,,
87,Johns Hopkins,D,JHU,2,,5.0,3.0,1.0,10.0,-35.0,Pass,Incomplete,0.0,,Ryan Stevens,Incomplete,Ryan Hubley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02:28,148,13,3,-10,1,3,1,,,,,,,
88,Johns Hopkins,D,JHU,2,,5.0,4.0,2.0,10.0,-35.0,Pass,Complete,59.0,,Ryan Stevens,Complete,H. Wellmann,,,,Garston Banks,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,02:28,148,13,3,-10,1,3,1,,,,,,,
89,Johns Hopkins,D,JHU,2,,5.0,5.0,1.0,6.0,6.0,Run,Rush,5.0,Danny Wolf,,,,,,,,,True,Danny Wolf,Ed Mannone,JHU,Garrett Brophy,,,0.0,,,,,,,,,,,,,,,,,True,,,,TD,02:28,148,13,3,-10,1,3,1,,,,,,,
90,Johns Hopkins,K,JHU,2,,,,,,,Extra Pt. Block,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kyle Battles,,,Good,,,,,,,,,01:07,67,19,3,-16,1,3,1,,,,,,,
91,Johns Hopkins,K,JHU,2,,,,,,,KO Ret,Out of bounds,,,,,,,,,,,,,,,,,,,Kyle Battles,58.0,7.0,Out of bounds,,,,,,,,,,,,,,,,,,01:07,67,20,3,-17,1,3,1,,,,,,,
92,Johns Hopkins,O,STE,2,,6.0,1.0,0.0,10.0,-35.0,Pass,Incomplete,0.0,,Ryan Sedgwick,Incomplete,D. Littlejohn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01:07,67,3,20,-17,1,1,3,,,,,,,
93,Johns Hopkins,O,STE,2,,6.0,2.0,2.0,10.0,-35.0,Pass,Complete,6.0,,Ryan Sedgwick,Complete,Amir Moore,,,,Matt Dubois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01:07,67,3,20,-17,1,1,3,,,,,,,
94,Johns Hopkins,,STE,2,,,,3.0,4.0,-41.0,Timeout,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johns Hopkins,,,,,,,01:07,67,3,20,-17,1,1,3,,,,,,,
95,Johns Hopkins,O,STE,2,,6.0,3.0,3.0,4.0,-41.0,Pass,Interception,0.0,,Ryan Sedgwick,Interception,,,Ross Andersson,,Ryan Sedgwick,,,,,,,Ross Andersson,27,40.0,,,,,,,,,,,,,,,,,,,,,Interception,00:55,55,3,20,-17,1,1,2,,,,,,,
