PLAY #,OPP TEAM,ODK,OFF TEAM,QTR,OT #,SERIES,SERIES #,DN,DIST,YARD LN,PLAY TYPE,RESULT,GN/LS,RUSHER,PASSER,PASS RESULT,PASS TARGET,BROKEN UP BY,INTERCEPTED BY,HURRIED BY,TACKLER1,TACKLER2,FUMBLE,FUMBLED BY,FORCED BY,RECOVER TEAM,RECOVERED BY,RETURNER,RETURN YDS,RETURN TO,KICKER,KICK YDS,KICK TO,KICK RESULT,PUNTER,PUNT YDS,PUNT TO,PUNT RESULT,BLOCKED BY,PK,FG DIST,FG RESULT,XP RESULT,2 PT RESULT,TAKEN BY,FIRST DOWN,TOUCHDOWN,NO PLAY,NULLIFIED,SAFETY,SERIES END,TIME STAMP,TIME LEFT,OFF SCORE,DEF SCORE,SCORE DIFF,TOL,OFF TOL,DEF TOL,PENALTY1,PEN TEAM1,AGAINST1,PENALTY2,PEN TEAM2,AGAINST2,PENALTY YDS
1,Ursinus,K,SUFB,1,,,,,,,KO,Return,,,,,,,,,Edwin Maxwell,John Nicosia,,,,,,Tony Holden,24,28.0,Elijah Hoffman,61.0,4.0,Return,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
2,Ursinus,D,UC,1,,1.0,1.0,0.0,10.0,-28.0,Pass,Complete,2.0,,Jack Psenicska,Complete,Kevin DePrince,,,,David Gilchrist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:55,1795,0,0,0,3,3,3,,,,,,,
3,Ursinus,D,UC,1,,1.0,2.0,2.0,8.0,-30.0,Pass,Complete,0.0,,Jack Psenicska,Complete,Billy Cook,,,,David Gilchrist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:55,1795,0,0,0,3,3,3,,,,,,,
4,Ursinus,,UC,1,,,,3.0,8.0,-30.0,Timeout,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Susquehanna,,,,,,,14:55,1795,0,0,0,3,3,3,,,,,,,
5,Ursinus,D,UC,1,,1.0,3.0,3.0,8.0,-30.0,Run,Rush,2.0,Jack Psenicska,,,,,,,David Gilchrist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,13:49,1729,0,0,0,2,3,2,,,,,,,
6,Ursinus,K,UC,1,,,,4.0,6.0,-32.0,Punt Ret,Fair Catch,,,,,,,,,,,,,,,,,,,,,,,Billy Cook,34.0,34.0,Fair Catch,,,,,,,,,,,,,,13:49,1729,0,0,0,2,3,2,,,,,,,
7,Ursinus,O,SUFB,1,,1.0,1.0,0.0,10.0,-34.0,Pass,Complete,8.0,,Michael Ruisch,Complete,Michael Lefever,,,,Anthony Trazzera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:03,1683,0,0,0,2,2,3,,,,,,,
8,Ursinus,O,SUFB,1,,1.0,2.0,2.0,2.0,-42.0,Pass,Complete,3.0,,Michael Ruisch,Complete,Michael Lefever,,,,Brendan Shadle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:03,1683,0,0,0,2,2,3,,,,,,,
9,Ursinus,O,SUFB,1,,1.0,3.0,1.0,10.0,-45.0,Pass,Complete,4.0,,Michael Ruisch,Complete,Kyle Good,,,,Aaron Diamond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:03,1683,0,0,0,2,2,3,,,,,,,
10,Ursinus,,SUFB,1,,,,2.0,6.0,-49.0,Penalty,Penalty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:03,1683,0,0,0,2,2,3,offside,UC,,,,,5.0
11,Ursinus,O,SUFB,1,,1.0,4.0,2.0,1.0,46.0,Run,Rush,8.0,Frankie Negrini,,,,,,,Brett Gross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:03,1683,0,0,0,2,2,3,,,,,,,
12,Ursinus,O,SUFB,1,,1.0,5.0,1.0,10.0,38.0,Pass,Complete,8.0,,Michael Ruisch,Complete,Michael Lefever,,,,Ryan DiVergilis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:03,1683,0,0,0,2,2,3,,,,,,,
13,Ursinus,O,SUFB,1,,1.0,6.0,2.0,2.0,30.0,Pass,Complete,12.0,,Michael Ruisch,Complete,Kyle Good,,,,Ryan DiVergilis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:03,1683,0,0,0,2,2,3,,,,,,,
14,Ursinus,O,SUFB,1,,1.0,7.0,1.0,10.0,18.0,Run,Rush,3.0,Frankie Negrini,,,,,,,Ethan Belville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:03,1683,0,0,0,2,2,3,,,,,,,
15,Ursinus,,SUFB,1,,,,2.0,7.0,15.0,Penalty,Penalty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:03,1683,0,0,0,2,2,3,offside,UC,,,,,5.0
16,Ursinus,O,SUFB,1,,1.0,8.0,2.0,2.0,10.0,Run,Rush,3.0,Frankie Negrini,,,,,,,Ryan DiVergilis,Brett Gross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:03,1683,0,0,0,2,2,3,,,,,,,
17,Ursinus,O,SUFB,1,,1.0,9.0,1.0,7.0,7.0,Pass,Complete,7.0,,Michael Ruisch,Complete,Frankie Negrini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,TD,13:03,1683,0,0,0,2,2,3,,,,,,,
18,Ursinus,K,SUFB,1,,,,1.0,3.0,3.0,Extra Pt.,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elijah Hoffman,,,Good,,,,,,,,,07:59,1379,6,0,6,2,2,3,,,,,,,
19,Ursinus,K,SUFB,1,,,,1.0,10.0,-35.0,KO,,,,,,,,,,,,,,,,,,,,Elijah Hoffman,65.0,0.0,,,,,,,,,,,,,,,,,,,07:59,1379,7,0,7,2,2,3,,,,,,,
20,Ursinus,D,UC,1,,2.0,1.0,0.0,10.0,-25.0,Run,Rush,2.0,Samuel Ragland,,,,,,,Brendan Krumenacker,David Gilchrist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:59,1379,0,7,7,2,3,2,,,,,,,
21,Ursinus,D,UC,1,,2.0,2.0,2.0,8.0,-27.0,Pass,Incomplete,0.0,,Jack Psenicska,Incomplete,Dash Dulgerian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:59,1379,0,7,7,2,3,2,,,,,,,
22,Ursinus,D,UC,1,,2.0,3.0,3.0,8.0,-27.0,Pass,Sack,-10.0,,Jack Psenicska,Sack,,,,,Brendan Krumenacker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,07:59,1379,0,7,7,2,3,2,,,,,,,
23,Ursinus,K,UC,1,,,,4.0,18.0,-17.0,Punt Ret,Out of bounds,,,,,,,,,,,,,,,,,,,,,,,Billy Cook,40.0,43.0,Out of bounds,,,,,,,,,,,,,,07:59,1379,0,7,7,2,3,2,,,,,,,
24,Ursinus,O,SUFB,1,,2.0,1.0,0.0,10.0,-43.0,Pass,Complete,42.0,,Michael Ruisch,Complete,Frankie Negrini,,,,Jonathan Klee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:20,1280,7,0,7,2,2,3,,,,,,,
25,Ursinus,,SUFB,1,,,,1.0,10.0,15.0,Timeout,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ursinus,,,,,,,06:20,1280,7,0,7,2,2,3,,,,,,,
26,Ursinus,O,SUFB,1,,2.0,2.0,1.0,10.0,15.0,Run,Rush,1.0,Frankie Negrini,,,,,,,Anthony Trazzera,Brett Gross,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,05:53,1253,7,0,7,2,2,2,holding,SUFB,Cooper Vellis,,,,9.0
27,Ursinus,O,SUFB,1,,2.0,3.0,1.0,19.0,24.0,Pass,Complete,24.0,,Michael Ruisch,Complete,Kyle Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,TD,05:53,1253,7,0,7,2,2,2,,,,,,,
28,Ursinus,K,SUFB,1,,,,1.0,3.0,3.0,Extra Pt.,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elijah Hoffman,,,Good,,,,,,,,,05:29,1229,13,0,13,2,2,2,,,,,,,
29,Ursinus,K,SUFB,1,,,,1.0,10.0,-35.0,KO,Return,,,,,,,,,Andrew Wells,Jacob Kamp,,,,,,Tony Holden,23,23.0,Elijah Hoffman,65.0,0.0,Return,,,,,,,,,,,,,,,,,,05:29,1229,14,0,14,2,2,2,,,,,,,
30,Ursinus,D,UC,1,,3.0,1.0,0.0,10.0,-23.0,Run,Rush,8.0,Samuel Ragland,,,,,,,Andrew Wells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05:23,1223,0,14,14,2,2,2,,,,,,,
31,Ursinus,D,UC,1,,3.0,2.0,2.0,2.0,-31.0,Pass,Complete,3.0,,Jack Psenicska,Complete,Samuel Ragland,,,,Drew Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05:23,1223,0,14,14,2,2,2,,,,,,,
32,Ursinus,D,UC,1,,3.0,3.0,1.0,10.0,-34.0,Run,Rush,1.0,Samuel Ragland,,,,,,,Craig Roumes,Riley Gaughan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05:23,1223,0,14,14,2,2,2,,,,,,,
33,Ursinus,D,UC,1,,3.0,4.0,2.0,9.0,-35.0,Run,Rush,2.0,Michael D'Amico,,,,,,,Anthony Scicchitano,Cameron Noble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05:23,1223,0,14,14,2,2,2,,,,,,,
34,Ursinus,D,UC,1,,3.0,5.0,3.0,7.0,-37.0,Pass,Complete,41.0,,Jack Psenicska,Complete,Dash Dulgerian,,,,Naphtali Stine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05:23,1223,0,14,14,2,2,2,,,,,,,
35,Ursinus,D,UC,1,,3.0,6.0,1.0,10.0,22.0,Run,Rush,4.0,Samuel Ragland,,,,,,,Drew Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05:23,1223,0,14,14,2,2,2,,,,,,,
36,Ursinus,D,UC,1,,3.0,7.0,2.0,6.0,18.0,Pass,Complete,10.0,,Jack Psenicska,Complete,Kevin DePrince,,,,Edwin Maxwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05:23,1223,0,14,14,2,2,2,,,,,,,
37,Ursinus,D,UC,1,,3.0,8.0,1.0,8.0,8.0,Run,Rush,0.0,Samuel Ragland,,,,,,,Zack Falls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05:23,1223,0,14,14,2,2,2,,,,,,,
38,Ursinus,D,UC,1,,3.0,9.0,2.0,8.0,8.0,Run,Rush,8.0,Samuel Ragland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,TD,05:23,1223,0,14,14,2,2,2,,,,,,,
39,Ursinus,K,UC,1,,,,1.0,3.0,3.0,Extra Pt. Block,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dakota Wherrity,,,Good,,,,,,,,,00:59,959,6,14,8,2,2,2,,,,,,,
40,Ursinus,K,UC,1,,,,1.0,10.0,-35.0,KO Ret,,,,,,,,,,,,,,,,,,,,Dakota Wherrity,65.0,0.0,,,,,,,,,,,,,,,,,,,00:59,959,7,14,7,2,2,2,,,,,,,
41,Ursinus,O,SUFB,1,,3.0,1.0,0.0,10.0,-25.0,Pass,Incomplete,0.0,,Michael Ruisch,Incomplete,Michael Lefever,,,,Brendan Shadle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:59,959,14,7,7,2,2,2,,,,,,,
42,Ursinus,O,SUFB,1,,3.0,2.0,2.0,10.0,-25.0,Pass,Complete,5.0,,Michael Ruisch,Complete,Bryce Ellinger,,,,Brendan Shadle,Ryan Bodolus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:59,959,14,7,7,2,2,2,,,,,,,
43,Ursinus,O,SUFB,1,,3.0,3.0,3.0,5.0,-30.0,Pass,Complete,9.0,,Michael Ruisch,Complete,Jacob Erb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:59,959,14,7,7,2,2,2,,,,,,,
44,Ursinus,O,SUFB,2,,3.0,4.0,1.0,10.0,-39.0,Pass,Incomplete,0.0,,Michael Ruisch,Incomplete,Bryce Ellinger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,900,14,7,7,2,2,2,,,,,,,
45,Ursinus,O,SUFB,2,,3.0,5.0,2.0,10.0,-39.0,Run,Rush,16.0,Frankie Negrini,,,,,,,William Tatlonghari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,900,14,7,7,2,2,2,,,,,,,
46,Ursinus,O,SUFB,2,,3.0,6.0,1.0,10.0,45.0,Run,Rush,0.0,Frankie Negrini,,,,,,,Jack Ginley III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,900,14,7,7,2,2,2,,,,,,,
47,Ursinus,O,SUFB,2,,3.0,7.0,2.0,10.0,45.0,Pass,Incomplete,0.0,,Michael Ruisch,Incomplete,Bryce Ellinger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,900,14,7,7,2,2,2,,,,,,,
48,Ursinus,O,SUFB,2,,3.0,8.0,3.0,10.0,45.0,Pass,Complete,20.0,,Michael Ruisch,Complete,Bryce Ellinger,,,,Jonathan Klee,Ryan DiVergilis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,900,14,7,7,2,2,2,,,,,,,
49,Ursinus,O,SUFB,2,,3.0,9.0,1.0,10.0,25.0,Run,Rush,9.0,Michael Ruisch,,,,,,,Anthony Trazzera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,900,14,7,7,2,2,2,,,,,,,
50,Ursinus,O,SUFB,2,,3.0,10.0,2.0,1.0,16.0,Run,Rush,16.0,Frankie Negrini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,TD,15:00,900,14,7,7,2,2,2,,,,,,,
51,Ursinus,K,SUFB,2,,,,1.0,3.0,3.0,Extra Pt.,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elijah Hoffman,,,Good,,,,,,,,,12:05,725,20,7,13,2,2,2,,,,,,,
52,Ursinus,K,SUFB,2,,,,1.0,10.0,-35.0,KO,Return,,,,,,,,,,,True,Marc Clayton,,SUFB,Josh Buck,Marc Clayton,0,21.0,Elijah Hoffman,44.0,21.0,Return,,,,,,,,,,,,,,,,,,12:05,725,21,7,14,2,2,2,,,,,,,
53,Ursinus,O,SUFB,2,,4.0,1.0,0.0,10.0,21.0,Pass,Complete,21.0,,Michael Ruisch,Complete,Eddie Nugent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,TD,12:05,725,21,7,14,2,2,2,,,,,,,
54,Ursinus,K,SUFB,2,,,,1.0,3.0,3.0,Extra Pt.,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elijah Hoffman,,,Good,,,,,,,,,11:58,718,27,7,20,2,2,2,,,,,,,
