PLAY #,OPP TEAM,ODK,OFF TEAM,QTR,OT #,SERIES,SERIES #,DN,DIST,YARD LN,PLAY TYPE,RESULT,GN/LS,RUSHER,PASSER,PASS RESULT,PASS TARGET,BROKEN UP BY,INTERCEPTED BY,HURRIED BY,TACKLER1,TACKLER2,FUMBLE,FUMBLED BY,FORCED BY,RECOVER TEAM,RECOVERED BY,RETURNER,RETURN YDS,RETURN TO,KICKER,KICK YDS,KICK TO,KICK RESULT,PUNTER,PUNT YDS,PUNT TO,PUNT RESULT,BLOCKED BY,PK,FG DIST,FG RESULT,XP RESULT,2 PT RESULT,TAKEN BY,FIRST DOWN,TOUCHDOWN,NO PLAY,NULLIFIED,SAFETY,SERIES END,TIME STAMP,TIME LEFT,OFF SCORE,DEF SCORE,SCORE DIFF,TOL,OFF TOL,DEF TOL,PENALTY1,PEN TEAM1,AGAINST1,PENALTY2,PEN TEAM2,AGAINST2,PENALTY YDS
1,Gettysburg College,K,SUSQFB,1,,,,,,,KO,Return,,,,,,,,,B. Burkhardt,,,,,,,Cagen Keir,60,5.0,,,-35.0,Return,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
2,Gettysburg College,D,GCFB,1,,1.0,1.0,0.0,10.0,-20.0,Run,Rush,2.0,,,,,,,,Sal Gurnari,Cameron Noble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
3,Gettysburg College,D,GCFB,1,,1.0,2.0,3.0,8.0,-22.0,Pass,Complete,2.0,,,Complete,,,,,Craig Roumes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,15:00,1800,0,0,0,3,3,3,,,,,,,
4,Gettysburg College,K,GCFB,1,,,,4.0,6.0,-24.0,Punt Ret,Fair Catch,,,,,,,,,,,,,,,,,,,,,,,Doug Cummings,31.0,45.0,Fair Catch,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
5,Gettysburg College,,SUSQFB,1,,,,2.0,10.0,-45.0,Penalty,Penalty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,offside defense,GCFB,,,,,5.0
6,Gettysburg College,,SUSQFB,1,,,,2.0,5.0,-50.0,Penalty,Penalty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,offside defense,GCFB,,,,,5.0
7,Gettysburg College,O,SUSQFB,1,,1.0,1.0,0.0,10.0,45.0,Pass,Complete,18.0,,Michael Ruisch,Complete,Eddie Nugent,,,,Jr. R. Cardaci,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
8,Gettysburg College,O,SUSQFB,1,,1.0,2.0,1.0,10.0,27.0,Pass,Incomplete,0.0,,Michael Ruisch,Incomplete,Kyle Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
9,Gettysburg College,O,SUSQFB,1,,1.0,3.0,2.0,10.0,27.0,Run,Rush,10.0,Frankie Negrini,,,,,,,Von Musgrove,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
10,Gettysburg College,O,SUSQFB,1,,1.0,4.0,1.0,10.0,17.0,Pass,Complete,17.0,,Michael Ruisch,Complete,Michael Lefever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,TD,15:00,1800,0,0,0,3,3,3,,,,,,,
