PLAY #,OPP TEAM,ODK,OFF TEAM,QTR,OT #,SERIES,SERIES #,DN,DIST,YARD LN,PLAY TYPE,RESULT,GN/LS,RUSHER,PASSER,PASS RESULT,PASS TARGET,BROKEN UP BY,INTERCEPTED BY,HURRIED BY,TACKLER1,TACKLER2,FUMBLE,FUMBLED BY,FORCED BY,RECOVER TEAM,RECOVERED BY,RETURNER,RETURN YDS,RETURN TO,KICKER,KICK YDS,KICK TO,KICK RESULT,PUNTER,PUNT YDS,PUNT TO,PUNT RESULT,BLOCKED BY,PK,FG DIST,FG RESULT,XP RESULT,2 PT RESULT,TAKEN BY,FIRST DOWN,TOUCHDOWN,NO PLAY,NULLIFIED,SAFETY,SERIES END,TIME STAMP,TIME LEFT,OFF SCORE,DEF SCORE,SCORE DIFF,TOL,OFF TOL,DEF TOL,PENALTY1,PEN TEAM1,AGAINST1,PENALTY2,PEN TEAM2,AGAINST2,PENALTY YDS
1,Lycoming,K,SUSQFB,1,,,,,,,KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open_kick,15:00,1800,0,0,0,3,3,3,,,,,,,
2,Lycoming,K,LYCOMING,1,,,,1.0,10.0,35.0,KO Ret,Return,,,,,,,,,Josh Buck,,,,,,,Joey Guida,19,-30.0,Elijah Hoffman,54.0,-11.0,Return,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
3,Lycoming,D,LYCOMING,1,,1.0,1.0,0.0,10.0,-30.0,Pass,Complete,4.0,,Elijah Shemory,Complete,Kyle Powell,,,,A. Scicchitano,Craig Roumes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:55,1795,0,0,0,3,3,3,,,,,,,
4,Lycoming,D,LYCOMING,1,,1.0,2.0,2.0,6.0,-34.0,Run,Rush,5.0,Kyle Powell,,,,,,,David Gilchrist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:55,1795,0,0,0,3,3,3,,,,,,,
5,Lycoming,D,LYCOMING,1,,1.0,3.0,3.0,1.0,-39.0,Run,Rush,3.0,Kyle Powell,,,,,,,Riley Gaughan,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,14:55,1795,0,0,0,3,3,3,,,,,,,
6,Lycoming,D,LYCOMING,1,,1.0,4.0,1.0,10.0,-42.0,Pass,Complete,28.0,,Elijah Shemory,Complete,Tyjah During,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,14:55,1795,0,0,0,3,3,3,,,,,,,
7,Lycoming,D,LYCOMING,1,,1.0,5.0,1.0,10.0,30.0,Pass,Incomplete,0.0,,Elijah Shemory,Incomplete,Tre' Leach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:55,1795,0,0,0,3,3,3,,,,,,,
8,Lycoming,D,LYCOMING,1,,1.0,6.0,2.0,10.0,30.0,Run,Rush,2.0,Joey Guida,,,,,,,B. Krumenacker,A. Scicchitano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:55,1795,0,0,0,3,3,3,,,,,,,
9,Lycoming,D,LYCOMING,1,,1.0,7.0,3.0,8.0,28.0,Pass,Incomplete,0.0,,Elijah Shemory,Incomplete,Tre' Leach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:55,1795,0,0,0,3,3,3,,,,,,,
10,Lycoming,D,LYCOMING,1,,1.0,8.0,4.0,8.0,28.0,Pass,Incomplete,0.0,,Elijah Shemory,Incomplete,Kevin Krawczyk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Downs,14:55,1795,0,0,0,3,3,3,,,,,,,
11,Lycoming,O,SUSQFB,1,,1.0,1.0,0.0,10.0,-28.0,Pass,Sack,-4.0,,Michael Ruisch,Sack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:24,1644,0,0,0,3,3,3,,,,,,,
12,Lycoming,O,SUSQFB,1,,1.0,2.0,2.0,14.0,-24.0,Pass,Complete,8.0,,Michael Ruisch,Complete,Samuel Darrell,,,,C. Witherite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:24,1644,0,0,0,3,3,3,,,,,,,
13,Lycoming,O,SUSQFB,1,,1.0,3.0,3.0,6.0,-32.0,Pass,Complete,3.0,,Michael Ruisch,Complete,Kyle Good,,,,Sam Pittsman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,12:24,1644,0,0,0,3,3,3,,,,,,,
14,Lycoming,K,SUSQFB,1,,,,4.0,3.0,-35.0,Punt,,,,,,,,,,,,,,,,,,,,,,,,Clay Olley,36.0,29.0,,,,,,,,,,,,,,,12:24,1644,0,0,0,3,3,3,,,,,,,
15,Lycoming,D,LYCOMING,1,,2.0,1.0,0.0,10.0,-29.0,Run,Rush,1.0,Elijah Shemory,,,,,,,Andrew Wells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:32,1532,0,0,0,3,3,3,,,,,,,
