PLAY #,OPP TEAM,ODK,OFF TEAM,QTR,OT #,SERIES,SERIES #,DN,DIST,YARD LN,FIELD ZONE,PLAY TYPE,RESULT,GN/LS,RUSHER PBP,PASSER PBP,PASS RESULT,PASS TARGET PBP,BROKEN UP BY PBP,INTERCEPTED BY PBP,HURRIED BY PBP,TACKLER1 PBP,TACKLER2 PBP,FUMBLE,FUMBLED BY PBP,FORCED BY PBP,RECOVER TEAM,RECOVERED BY PBP,RETURNER PBP,RETURN YDS,RETURN TO,KICKER PBP,KICK YDS,KICK TO,KICK RESULT,ON-SIDE KICK,PUNTER PBP,PUNT YDS,PUNT TO,PUNT RESULT,BLOCKED BY PBP,PK,FG DIST,FG RESULT,XP RESULT,2 PT RESULT,TAKEN BY,FIRST DOWN,TOUCHDOWN,NO PLAY,NULLIFIED,SAFETY,SERIES END,TIME STAMP,TIME LEFT,OFF SCORE,DEF SCORE,SCORE DIFF,TOL,OFF TOL,DEF TOL,PENALTY1,PEN TEAM1,AGAINST1,PENALTY2,PEN TEAM2,AGAINST2,PENALTY YDS
1,Augsburg University,K,AUG,1,,,,,,,,KO Rec,Return,,,,,,,,,,,,,,,,Cooper Yaggie,0,26.0,Durham Welch,39.0,26.0,Return,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
2,Augsburg University,O,SJU,1,,1.0,1.0,0.0,10.0,-26.0,Gold Zone,Run,Rush,4.0,Henry Trost,,,,,,,Ryan Weber,Justin Tverberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
3,Augsburg University,O,SJU,1,,1.0,2.0,2.0,6.0,-30.0,Gold Zone,Pass,Complete,21.0,,Syverson RE,Complete,Matt Mohr,,,,Leban Kahin,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
4,Augsburg University,O,SJU,1,,1.0,3.0,1.0,10.0,49.0,Go Zone,Pass,Complete,15.0,,Syverson RE,Complete,Jimmy Buck,,,,Sydney Royalty,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
5,Augsburg University,O,SJU,1,,1.0,4.0,1.0,10.0,34.0,Take A Shot,Pass,Incomplete,0.0,,Syverson RE,Incomplete,Henry Trost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,15:00,1800,0,0,0,3,3,3,Not found,AUG,,Not found,SJU,,
6,Augsburg University,O,SJU,1,,1.0,5.0,1.0,10.0,34.0,Take A Shot,Pass,Incomplete,0.0,,Syverson LE,Incomplete,Ravi Alston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
7,Augsburg University,O,SJU,1,,1.0,6.0,2.0,10.0,34.0,Take A Shot,Run,Rush,9.0,Henry Trost,,,,,,,Leban Kahin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
8,Augsburg University,O,SJU,1,,1.0,7.0,3.0,1.0,25.0,Take A Shot,Run,Rush,18.0,Henry Trost,,,,,,,Lionel Gates,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
9,Augsburg University,O,SJU,1,,1.0,8.0,1.0,7.0,7.0,Red Zone,Run,Rush,7.0,Henry Trost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,TD,15:00,1800,0,0,0,3,3,3,,,,,,,
10,Augsburg University,K,SJU,1,,,,1.0,3.0,3.0,Red Zone Low,Extra Pt.,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conor Pavelko,,,Good,,,,,,,,,11:57,1617,6,0,6,3,3,3,,,,,,,
11,Augsburg University,K,SJU,1,,,,1.0,-35.0,-35.0,Gold Zone,KO,Return,,,,,,,,,,,,,,,,Prince Okolie,0,10.0,Conor Pavelko,55.0,10.0,Return,,,,,,,,,,,,,,,,,,,11:57,1617,7,0,7,3,3,3,,,,,,,
12,Augsburg University,D,AUG,1,,1.0,1.0,0.0,10.0,-10.0,Backed Up,Run,Rush,-2.0,Cade Sheehan,,,,,,,Seth Morem,,True,Cade Sheehan,,AUG,Cade Sheehan,,,,,,,,,,,,,,,,,,,,,,,,,,11:57,1617,0,7,7,3,3,3,,,,,,,
13,Augsburg University,D,AUG,1,,1.0,2.0,2.0,12.0,-8.0,Backed Up,Pass,Incomplete,0.0,,,Incomplete,Braden Tretter,,,,Collin Franz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:57,1617,0,7,7,3,3,3,,,,,,,
14,Augsburg University,D,AUG,1,,1.0,3.0,3.0,12.0,-8.0,Backed Up,Run,Rush,4.0,Cade Sheehan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,11:57,1617,0,7,7,3,3,3,personal foul,SJU,Mateo Cisneros,,,,15.0
15,Augsburg University,D,AUG,1,,1.0,4.0,1.0,10.0,-27.0,Gold Zone,Pass,Complete,11.0,,,Complete,Dominic Smith,,,,Mateo Cisneros,Cayden Saxon,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,11:57,1617,0,7,7,3,3,3,,,,,,,
16,Augsburg University,D,AUG,1,,1.0,5.0,1.0,10.0,-38.0,Gold Zone,Run,Rush,4.0,Isaiah Thompson,,,,,,,Dwayne Wade Jr.,Erik Bjork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:57,1617,0,7,7,3,3,3,,,,,,,
17,Augsburg University,D,AUG,1,,1.0,6.0,2.0,6.0,-42.0,Gold Zone,Run,Rush,4.0,Tre Lee,,,,,,,Kyle Kornovich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:57,1617,0,7,7,3,3,3,,,,,,,
18,Augsburg University,D,AUG,1,,1.0,7.0,3.0,2.0,-46.0,Go Zone,Pass,Complete,17.0,,,Complete,Dominic Smith,,,,Cayden Saxon,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,11:57,1617,0,7,7,3,3,3,,,,,,,
19,Augsburg University,D,AUG,1,,1.0,8.0,1.0,10.0,37.0,Go Zone,Pass,Complete,8.0,,,Complete,Braden Tretter,,,,Nick VanErp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:57,1617,0,7,7,3,3,3,,,,,,,
20,Augsburg University,D,AUG,1,,1.0,9.0,2.0,2.0,29.0,Take A Shot,Pass,Interception,0.0,,,Interception,,,Tommy Deters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Interception,11:57,1617,0,7,7,3,3,3,,,,,,,
21,Augsburg University,O,SJU,1,,2.0,1.0,0.0,10.0,-22.0,Coming Out,Pass,Incomplete,0.0,,Syverson RE,Incomplete,Ravi Alston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,,,08:11,1391,7,0,7,3,3,3,pass interference,AUG,Sydney Royalty,,,,15.0
22,Augsburg University,O,SJU,1,,2.0,2.0,1.0,10.0,-37.0,Gold Zone,Run,Rush,4.0,Devin Vouk,,,,,,,Carlson-Mathies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:11,1391,7,0,7,3,3,3,,,,,,,
23,Augsburg University,O,SJU,1,,2.0,3.0,2.0,6.0,-41.0,Gold Zone,Pass,Complete,2.0,,Syverson RE,Complete,Ravi Alston,,,,Tramone Nevels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:11,1391,7,0,7,3,3,3,,,,,,,
24,Augsburg University,O,SJU,1,,2.0,4.0,3.0,4.0,-43.0,Gold Zone,Pass,Complete,11.0,,Syverson middle,Complete,Matt Mohr,,,,Sydney Royalty,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,08:11,1391,7,0,7,3,3,3,,,,,,,
25,Augsburg University,O,SJU,1,,2.0,5.0,1.0,10.0,46.0,Go Zone,Pass,Interception,0.0,,Syverson RE,Interception,,,Marcu Kimbrough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Interception,08:11,1391,7,0,7,3,3,3,,,,,,,
26,Augsburg University,,AUG,1,,,,1.0,10.0,-16.0,Coming Out,Penalty,Penalty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:05,1265,0,7,7,3,3,3,false start,AUG,Jordan Huse,,,,5.0
27,Augsburg University,D,AUG,1,,2.0,1.0,0.0,15.0,-11.0,Coming Out,Run,Rush,0.0,,,,,,,,,,True,,,SJU,Mateo Cisneros,,,,,,,,,,,,,,,,,,,,,,,,,Fumble,06:05,1265,0,7,7,3,3,3,,,,,,,
28,Augsburg University,O,SJU,1,,3.0,1.0,0.0,10.0,21.0,Take A Shot,Pass,Incomplete,0.0,,Syverson RE,Incomplete,Ravi Alston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05:59,1259,7,0,7,3,3,3,,,,,,,
29,Augsburg University,O,SJU,1,,3.0,2.0,2.0,10.0,21.0,Take A Shot,Run,Rush,4.0,Henry Trost,,,,,,,Steven Hentosh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05:59,1259,7,0,7,3,3,3,,,,,,,
30,Augsburg University,O,SJU,1,,3.0,3.0,3.0,6.0,17.0,Red Zone High,Pass,Complete,11.0,,Syverson middle,Complete,Matt Mohr,,,,Marcu Kimbrough,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,05:59,1259,7,0,7,3,3,3,,,,,,,
31,Augsburg University,O,SJU,1,,3.0,4.0,1.0,6.0,6.0,Red Zone,Run,Rush,6.0,Henry Trost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,TD,05:59,1259,7,0,7,3,3,3,,,,,,,
32,Augsburg University,K,SJU,1,,,,1.0,3.0,3.0,Red Zone Low,Extra Pt.,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conor Pavelko,,,Good,,,,,,,,,04:36,1176,13,0,13,3,3,3,,,,,,,
33,Augsburg University,K,SJU,1,,,,1.0,-35.0,-35.0,Gold Zone,KO,Return,,,,,,,,,Nick Harris,,,,,,,Prince Okolie,21,27.0,Conor Pavelko,59.0,6.0,Return,,,,,,,,,,,,,,,,,,,04:36,1176,14,0,14,3,3,3,personal foul,SJU,Nick Harris,,,,15.0
34,Augsburg University,D,AUG,1,,3.0,1.0,0.0,10.0,-42.0,Gold Zone,Pass,Complete,13.0,,,Complete,Dominic Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,04:36,1176,0,14,14,3,3,3,,,,,,,
35,Augsburg University,D,AUG,1,,3.0,2.0,1.0,10.0,45.0,Go Zone,Run,Rush,3.0,Tre Lee,,,,,,,Erik Bjork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04:36,1176,0,14,14,3,3,3,,,,,,,
36,Augsburg University,D,AUG,1,,3.0,3.0,2.0,7.0,42.0,Go Zone,Run,Rush,9.0,Tre Lee,,,,,,,Erik Bjork,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,04:36,1176,0,14,14,3,3,3,,,,,,,
37,Augsburg University,D,AUG,1,,3.0,4.0,1.0,10.0,33.0,Take A Shot,Run,Rush,3.0,Tre Lee,,,,,,,Erik Bjork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04:36,1176,0,14,14,3,3,3,,,,,,,
38,Augsburg University,D,AUG,1,,3.0,5.0,2.0,7.0,30.0,Take A Shot,Pass,Incomplete,0.0,,,Incomplete,Braden Tretter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04:36,1176,0,14,14,3,3,3,,,,,,,
39,Augsburg University,D,AUG,1,,3.0,6.0,3.0,7.0,30.0,Take A Shot,Pass,Incomplete,0.0,,,Incomplete,Josiah Ferguson,,,,Dwayne Wade Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04:36,1176,0,14,14,3,3,3,,,,,,,
40,Augsburg University,D,AUG,1,,3.0,7.0,4.0,7.0,30.0,Take A Shot,Pass,Incomplete,0.0,,,Incomplete,Braden Tretter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Downs,04:36,1176,0,14,14,3,3,3,illegal forward pass,AUG,Cade Sheehan,,,,2.0
41,Augsburg University,O,SJU,1,,4.0,1.0,0.0,10.0,-32.0,Gold Zone,Run,Rush,3.0,Devin Vouk,,,,,,,Jaylan Lomax,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,04:29,1169,14,0,14,3,3,3,holding,SJU,T.J. Duerr,,,,10.0
42,Augsburg University,O,SJU,1,,4.0,2.0,1.0,20.0,-22.0,Coming Out,Pass,Incomplete,0.0,,Syverson RE,Incomplete,Ravi Alston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04:29,1169,14,0,14,3,3,3,,,,,,,
43,Augsburg University,O,SJU,1,,4.0,3.0,2.0,20.0,-22.0,Coming Out,Pass,Complete,14.0,,Syverson RE,Complete,Matt Mohr,,,,Marcu Kimbrough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04:29,1169,14,0,14,3,3,3,,,,,,,
44,Augsburg University,O,SJU,1,,4.0,4.0,3.0,6.0,-36.0,Gold Zone,Pass,Sack,-3.0,,Aaron Syverson,Sack,,,,,Leban Kahin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,04:29,1169,14,0,14,3,3,3,,,,,,,
45,Augsburg University,K,SJU,1,,,,4.0,9.0,-33.0,Gold Zone,Punt,Fair Catch,,,,,,,,,,,,,,,,,,,,,,,,Spencer Ell,39.0,28.0,Fair Catch,,,,,,,,,,,,,,04:29,1169,14,0,14,3,3,3,,,,,,,
