PLAY #,OPP TEAM,ODK,OFF TEAM,QTR,OT #,SERIES,SERIES #,DN,DIST,YARD LN,FIELD ZONE,PLAY TYPE,RESULT,GN/LS,RUSHER PBP,PASSER PBP,PASS RESULT,PASS TARGET PBP,BROKEN UP BY PBP,INTERCEPTED BY PBP,HURRIED BY PBP,TACKLER1 PBP,TACKLER2 PBP,FUMBLE,FUMBLED BY PBP,FORCED BY PBP,RECOVER TEAM,RECOVERED BY PBP,RETURNER PBP,RETURN YDS,RETURN TO,KICKER PBP,KICK YDS,KICK TO,KICK RESULT,ON-SIDE KICK,PUNTER PBP,PUNT YDS,PUNT TO,PUNT RESULT,BLOCKED BY PBP,PK,FG DIST,FG RESULT,XP RESULT,2 PT RESULT,TAKEN BY,FIRST DOWN,TOUCHDOWN,NO PLAY,NULLIFIED,SAFETY,SERIES END,TIME STAMP,TIME LEFT,OFF SCORE,DEF SCORE,SCORE DIFF,TOL,OFF TOL,DEF TOL,PENALTY1,PEN TEAM1,AGAINST1,PENALTY2,PEN TEAM2,AGAINST2,PENALTY YDS
1,Wooster,K,Den,1,,,,,,,,KO,Touchback,,,,,,,,,,,,,,,,,,,Thomas Gelorme,65.0,,Touchback,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
2,Wooster,D,Woo,1,,1.0,1.0,0.0,10.0,,,Pass,Complete,13.0,,Mateo Renteria,Complete,Cole Hissong,,,,Jonathan Bearden,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
3,Wooster,D,Woo,1,,1.0,2.0,1.0,10.0,,,Pass,Complete,13.0,,Mateo Renteria,Complete,Cole Hissong,,,,Jeff Moore,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
4,Wooster,D,Woo,1,,1.0,3.0,1.0,10.0,,,Run,Rush,8.0,Andrew Yanssens,,,,,,,Clay Denstorff,Anthony Rooney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
5,Wooster,D,Woo,1,,1.0,4.0,2.0,2.0,,,Run,Rush,3.0,Andrew Yanssens,,,,,,,Clay Denstorff,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
6,Wooster,D,Woo,1,,1.0,5.0,1.0,10.0,,,Run,Rush,6.0,Mateo Renteria,,,,,,,Will Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
7,Wooster,D,Woo,1,,1.0,6.0,2.0,4.0,,,Pass,Complete,9.0,,Mateo Renteria,Complete,Mitchell Heilman,,,,Jailen Pierre,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
8,Wooster,D,Woo,1,,1.0,7.0,1.0,10.0,,,Pass,Complete,9.0,,Mateo Renteria,Complete,Andrew Yanssens,,,,Jailen Pierre,Will Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
9,Wooster,D,Woo,1,,1.0,8.0,2.0,1.0,,,Run,Rush,5.0,Mateo Renteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,15:00,1800,0,0,0,3,3,3,,,,,,,5.0
10,Wooster,D,Woo,1,,1.0,9.0,2.0,6.0,,,Pass,Complete,19.0,,Mateo Renteria,Complete,Troy Baughman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,TD,15:00,1800,0,0,0,3,3,3,,,,,,,
11,Wooster,K,Woo,1,,,,1.0,,,,Extra Pt. Block,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lake Barrett,,,Good,,,,,,,,,11:34,1594,6,0,-6,3,3,3,,,,,,,
12,Wooster,K,Woo,1,,,,1.0,10.0,,,KO Rec,Return,,,,,,,,,Andrew Armile,,,,,,,Andrew Brown,56,,Sebestyen Balassy,56.0,,Return,,,,,,,,,,,,,,,,,,,11:34,1594,7,0,-7,3,3,3,,,,,,,4.0
13,Wooster,O,Den,1,,1.0,1.0,0.0,10.0,,,Pass,Incomplete,0.0,,Drew Dawkins,Incomplete,Aidan Brownlee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:26,1586,0,7,-7,3,3,3,,,,,,,
14,Wooster,O,Den,1,,1.0,2.0,2.0,10.0,,,Run,Rush,7.0,Trey Fabrocini,,,,,,,Angelo Petracci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:26,1586,0,7,-7,3,3,3,,,,,,,
15,Wooster,O,Den,1,,1.0,3.0,3.0,3.0,,,Run,Rush,13.0,Drew Dawkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,11:26,1586,0,7,-7,3,3,3,,,,,,,
16,Wooster,O,Den,1,,1.0,4.0,1.0,10.0,,,Run,Rush,14.0,Andrew Blanchard,,,,,,,Dorion Talley,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,11:26,1586,0,7,-7,3,3,3,,,,,,,
17,Wooster,O,Den,1,,1.0,5.0,1.0,10.0,,,Run,Rush,1.0,Drew Dawkins,,,,,,,Angelo Petracci,Lucas Tapley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:26,1586,0,7,-7,3,3,3,,,,,,,
18,Wooster,O,Den,1,,1.0,6.0,2.0,9.0,,,Run,Rush,-16.0,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:26,1586,0,7,-7,3,3,3,,,,,,,
19,Wooster,O,Den,1,,1.0,7.0,3.0,25.0,,,Pass,Incomplete,0.0,,Drew Dawkins,Incomplete,Aidan Brownlee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,11:26,1586,0,7,-7,3,3,3,,,,,,,
20,Wooster,K,Den,1,,,,4.0,25.0,,,Punt,,,,,,,,,,,,True,Carter Warstler,,,,,,,,,,,,Thomas Gelorme,36.0,,,,,,,,,,,,,,,,11:26,1586,0,7,-7,3,3,3,,,,,,,
21,Wooster,D,Woo,1,,2.0,1.0,0.0,10.0,,,Run,Rush,0.0,Andrew Yanssens,,,,,,,Will Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:54,1374,7,0,-7,3,3,3,,,,,,,
22,Wooster,D,Woo,1,,2.0,2.0,2.0,10.0,,,Pass,Sack,-2.0,,Mateo Renteria,Sack,,,,,Clay Denstorff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:54,1374,7,0,-7,3,3,3,,,,,,,
23,Wooster,D,Woo,1,,2.0,3.0,3.0,12.0,,,Pass,Complete,17.0,,Mateo Renteria,Complete,Mitchell Heilman,,,,Francis Fay,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,07:54,1374,7,0,-7,3,3,3,,,,,,,
