PLAY #,OPP TEAM,ODK,OFF TEAM,QTR,OT #,SERIES,SERIES #,DN,DIST,YARD LN,FIELD ZONE,PLAY TYPE,RESULT,GN/LS,RUSHER PBP,RUSH DIRECTION,PASSER PBP,PASS DEPTH,PASS DIRECTION,PASS RESULT,PASS TARGET PBP,BROKEN UP BY PBP,INTERCEPTED BY PBP,HURRIED BY PBP,TACKLER1 PBP,TACKLER2 PBP,FUMBLE,FUMBLED BY PBP,FORCED BY PBP,RECOVER TEAM,RECOVERED BY PBP,RETURNER PBP,RETURN YDS,RETURN TO,KICKER PBP,KICK YDS,KICK TO,KICK RESULT,ON-SIDE KICK,PUNTER PBP,PUNT YDS,PUNT TO,PUNT RESULT,BLOCKED BY PBP,PK,FG DIST,FG RESULT,XP RESULT,2 PT RESULT,TAKEN BY,FIRST DOWN,TOUCHDOWN,NO PLAY,NULLIFIED,SAFETY,SERIES END,TIME STAMP,TIME LEFT,OFF SCORE,DEF SCORE,SCORE DIFF,TOL,OFF TOL,DEF TOL,PENALTY1,PEN TEAM1,AGAINST1,PENALTY2,PEN TEAM2,AGAINST2,PENALTY YDS
1,William Paterson,K,FDUFB22,1,,,,,,,,KO,Return,,,,,,,,,,,,Cole  Weekley,Tyrell Pereira,,,,,,Rasheed Woods,26,41.0,C. Korchma,50.0,15.0,Return,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
2,William Paterson,D,WPU,1,,1.0,1.0,0.0,10.0,-41.0,Gold Zone,Pass,Complete,8.0,,,Mele Stallings,,,Complete,Taz Burton,,,,A. Cuzzocrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
3,William Paterson,D,WPU,1,,1.0,2.0,2.0,2.0,-49.0,Go Zone,Run,Rush,38.0,Nazir Dale,,,,,,,,,,Isaiah Massey,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
4,William Paterson,D,WPU,1,,1.0,3.0,1.0,10.0,13.0,Red Zone,Pass,Incomplete,0.0,,,Mele Stallings,,,Incomplete,Taz Burton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
5,William Paterson,D,WPU,1,,1.0,4.0,2.0,10.0,13.0,Red Zone,Run,Rush,0.0,Nazir Dale,,,,,,,,,,Kenny Hands,Joseph Randazzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
6,William Paterson,D,WPU,1,,1.0,5.0,3.0,10.0,13.0,Red Zone,Pass,Sack,-6.0,,,Mele Stallings,,,Sack,,,,,Joseph Teresi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
7,William Paterson,D,WPU,1,,1.0,6.0,4.0,16.0,19.0,Red Zone High,Pass,Incomplete,0.0,,,Mele Stallings,,,Incomplete,Matt Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Downs,15:00,1800,0,0,0,3,3,3,,,,,,,
8,William Paterson,O,FDUFB22,1,,1.0,1.0,0.0,10.0,19.0,Red Zone High,Run,Rush,2.0,Nayson Brown,,,,,,,,,,Nazier Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:00,1620,0,0,0,3,3,3,,,,,,,
9,William Paterson,O,FDUFB22,1,,1.0,2.0,2.0,8.0,21.0,Take A Shot,Pass,Incomplete,0.0,,,TJ Brown,,,Incomplete,Connor Perez,,,,Devyn Blount,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:00,1620,0,0,0,3,3,3,,,,,,,
10,William Paterson,O,FDUFB22,1,,1.0,3.0,3.0,8.0,21.0,Take A Shot,Pass,Complete,18.0,,,TJ Brown,,,Complete,Brendan Dennis,,,,Patrick Green,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,12:00,1620,0,0,0,3,3,3,,,,,,,
11,William Paterson,O,FDUFB22,1,,1.0,4.0,1.0,10.0,39.0,Go Zone,Pass,Complete,3.0,,,TJ Brown,,,Complete,E. Castorina,,,,Tyrell Wigfall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:00,1620,0,0,0,3,3,3,,,,,,,
12,William Paterson,O,FDUFB22,1,,1.0,5.0,2.0,13.0,36.0,Go Zone,Pass,Complete,2.0,,,TJ Brown,,,Complete,Brendan Dennis,,,,Alajuwon Bell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:00,1620,0,0,0,3,3,3,,,,,,,
13,William Paterson,O,FDUFB22,1,,1.0,6.0,3.0,15.0,34.0,Take A Shot,Pass,Incomplete,0.0,,,TJ Brown,,,Incomplete,Connor Perez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,12:00,1620,0,0,0,3,3,3,,,,,,,
14,William Paterson,K,FDUFB22,1,,,,4.0,15.0,34.0,Take A Shot,Punt,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryon Thomas,38.0,28.0,,,,,,,,,,,,,,,12:00,1620,0,0,0,3,3,3,,,,,,,
