PLAY #,OPP TEAM,ODK,OFF TEAM,QTR,OT #,SERIES,SERIES #,DN,DIST,YARD LN,FIELD ZONE,PLAY TYPE,RESULT,GN/LS,RUSHER PBP,PASSER PBP,PASS RESULT,PASS TARGET PBP,BROKEN UP BY PBP,INTERCEPTED BY PBP,HURRIED BY PBP,TACKLER1 PBP,TACKLER2 PBP,FUMBLE,FUMBLED BY PBP,FORCED BY PBP,RECOVER TEAM,RECOVERED BY PBP,RETURNER PBP,RETURN YDS,RETURN TO,KICKER PBP,KICK YDS,KICK TO,KICK RESULT,ON-SIDE KICK,PUNTER PBP,PUNT YDS,PUNT TO,PUNT RESULT,BLOCKED BY PBP,PK,FG DIST,FG RESULT,XP RESULT,2 PT RESULT,TAKEN BY,FIRST DOWN,TOUCHDOWN,NO PLAY,NULLIFIED,SAFETY,SERIES END,TIME STAMP,TIME LEFT,OFF SCORE,DEF SCORE,SCORE DIFF,TOL,OFF TOL,DEF TOL,PENALTY1,PEN TEAM1,AGAINST1,PENALTY2,PEN TEAM2,AGAINST2,PENALTY YDS
1,Central (IA),K,CEN,1,,,,,,,,KO Rec,Return,,,,,,,,,,,,,,,,Kaleb Hartman,0,27.0,Logan Sunvold,38.0,27.0,Return,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
2,Central (IA),O,WAR,1,,1.0,1.0,0.0,10.0,-27.0,Gold Zone,Pass,Complete,5.0,,Jace Moore,Complete,Austin Koopman,,,,Benjamin Crist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:57,1797,0,0,0,3,3,3,,,,,,,
3,Central (IA),O,WAR,1,,1.0,2.0,2.0,5.0,-32.0,Gold Zone,Run,Rush,6.0,Hunter Clasen,,,,,,,Cameron Bannister,Reid Taylor,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,14:57,1797,0,0,0,3,3,3,,,,,,,
4,Central (IA),O,WAR,1,,1.0,3.0,1.0,10.0,-38.0,Gold Zone,Pass,Complete,5.0,,Jace Moore,Complete,Dalton Woodyard,,,,Reid Taylor,Benjamin Crist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:57,1797,0,0,0,3,3,3,,,,,,,
5,Central (IA),O,WAR,1,,1.0,4.0,2.0,5.0,-43.0,Gold Zone,Run,Rush,9.0,Hunter Clasen,,,,,,,Brayden Egli,Brody Klein,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,14:57,1797,0,0,0,3,3,3,,,,,,,
6,Central (IA),O,WAR,1,,1.0,5.0,1.0,10.0,48.0,Go Zone,Run,Rush,2.0,Bennett Goettsch,,,,,,,Josh Van Gysel,Cameron Bannister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:57,1797,0,0,0,3,3,3,,,,,,,
7,Central (IA),O,WAR,1,,1.0,6.0,2.0,8.0,46.0,Go Zone,Run,Rush,9.0,Hunter Clasen,,,,,,,Brody Klein,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,14:57,1797,0,0,0,3,3,3,,,,,,,
8,Central (IA),O,WAR,1,,1.0,7.0,1.0,10.0,37.0,Go Zone,Pass,Complete,19.0,,Jace Moore,Complete,Thomas Butters,,,,Benjamin Crist,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,14:57,1797,0,0,0,3,3,3,,,,,,,
9,Central (IA),,WAR,1,,,,1.0,10.0,18.0,Red Zone High,Penalty,Penalty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:57,1797,0,0,0,3,3,3,False Start,WAR,Kaleb Hartman,,,,5.0
10,Central (IA),O,WAR,1,,1.0,8.0,1.0,15.0,23.0,Take A Shot,Run,Rush,9.0,Hunter Clasen,,,,,,,Brayden Egli,Brody Klein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:57,1797,0,0,0,3,3,3,,,,,,,
