PLAY #,OPP TEAM,ODK,OFF TEAM,QTR,OT #,SERIES,SERIES #,DN,DIST,YARD LN,FIELD ZONE,PLAY TYPE,RESULT,GN/LS,RUSHER PBP,PASSER PBP,PASS RESULT,PASS TARGET PBP,BROKEN UP BY PBP,INTERCEPTED BY PBP,HURRIED BY PBP,TACKLER1 PBP,TACKLER2 PBP,FUMBLE,FUMBLED BY PBP,FORCED BY PBP,RECOVER TEAM,RECOVERED BY PBP,RETURNER PBP,RETURN YDS,RETURN TO,KICKER PBP,KICK YDS,KICK TO,KICK RESULT,ON-SIDE KICK,PUNTER PBP,PUNT YDS,PUNT TO,PUNT RESULT,BLOCKED BY PBP,PK,FG DIST,FG RESULT,XP RESULT,2 PT RESULT,TAKEN BY,FIRST DOWN,TOUCHDOWN,NO PLAY,NULLIFIED,SAFETY,SERIES END,TIME STAMP,TIME LEFT,OFF SCORE,DEF SCORE,SCORE DIFF,TOL,OFF TOL,DEF TOL,PENALTY1,PEN TEAM1,AGAINST1,PENALTY2,PEN TEAM2,AGAINST2,PENALTY YDS
1,Buena Vista,K,WAR,1,,,,,,,,KO,Touchback,,,,,,,,,,,,,,,,,,,Adijan Muhamedagic,65.0,0.0,Touchback,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
2,Buena Vista,D,BVU,1,,1.0,1.0,0.0,10.0,-25.0,Coming Out,Run,Rush,5.0,Keaton Huebner,,,,,,,Antonio Santillan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
3,Buena Vista,D,BVU,1,,1.0,2.0,2.0,5.0,-30.0,Gold Zone,Pass,Complete,36.0,,Brandon Kyles,Complete,Eric Pacheco,,,,Eli Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
4,Buena Vista,D,BVU,1,,1.0,3.0,1.0,10.0,34.0,Take A Shot,Run,Rush,3.0,Keaton Huebner,,,,,,,John McConohy,Antonio Santillan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
5,Buena Vista,D,BVU,1,,1.0,4.0,2.0,7.0,31.0,Take A Shot,Pass,Complete,15.0,,Brandon Kyles,Complete,Colby Laughlin,,,,Eli Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
6,Buena Vista,D,BVU,1,,1.0,5.0,1.0,10.0,16.0,Red Zone High,Pass,Complete,7.0,,Brandon Kyles,Complete,Keaton Huebner,,,,Trent Roling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
7,Buena Vista,D,BVU,1,,1.0,6.0,2.0,3.0,9.0,Red Zone,Run,Rush,1.0,Keaton Huebner,,,,,,,Owen Grover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
8,Buena Vista,D,BVU,1,,1.0,7.0,3.0,2.0,8.0,Red Zone,Run,Rush,3.0,Brandon Kyles,,,,,,,Donaven Juarez,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
9,Buena Vista,D,BVU,1,,1.0,8.0,1.0,5.0,5.0,Red Zone Low,Run,Rush,1.0,Brandon Kyles,,,,,,,Nate Link,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
10,Buena Vista,D,BVU,1,,1.0,9.0,2.0,4.0,4.0,Red Zone Low,Run,Rush,3.0,Keaton Huebner,,,,,,,Freddie Hosch,Jordan Downing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
11,Buena Vista,D,BVU,1,,1.0,10.0,3.0,1.0,1.0,Red Zone Low,Run,Rush,1.0,Brandon Kyles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,TD,15:00,1800,0,0,0,3,3,3,,,,,,,
12,Buena Vista,K,BVU,1,,,,1.0,3.0,3.0,Red Zone Low,Extra Pt. Block,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ramon Garcia,,,Good,,,,,,,,,10:38,1538,6,0,-6,3,3,3,,,,,,,
13,Buena Vista,K,BVU,1,,,,1.0,10.0,-35.0,Gold Zone,KO Rec,Fair Catch,,,,,,,,,,,,,,,,,,,Brandon Woodland,28.0,37.0,Fair Catch,,,,,,,,,,,,,,,,,,,10:38,1538,7,0,-7,3,3,3,,,,,,,
14,Buena Vista,O,WAR,1,,1.0,1.0,0.0,10.0,-37.0,Gold Zone,Run,Rush,14.0,Hunter Clasen,,,,,,,Landon Weber,RJ Rojas,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,10:38,1538,0,7,-7,3,3,3,,,,,,,
15,Buena Vista,O,WAR,1,,1.0,2.0,1.0,10.0,49.0,Go Zone,Pass,Complete,8.0,,Jace Moore,Complete,Brett Meyer,,,,Jalen Moore,Nate Pedersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:38,1538,0,7,-7,3,3,3,,,,,,,
