PLAY #,OPP TEAM,ODK,OFF TEAM,QTR,OT #,SERIES,SERIES #,DN,DIST,YARD LN,FIELD ZONE,PLAY TYPE,RESULT,GN/LS,RUSHER PBP,PASSER PBP,PASS RESULT,PASS TARGET PBP,BROKEN UP BY PBP,INTERCEPTED BY PBP,HURRIED BY PBP,TACKLER1 PBP,TACKLER2 PBP,FUMBLE,FUMBLED BY PBP,FORCED BY PBP,RECOVER TEAM,RECOVERED BY PBP,RETURNER PBP,RETURN YDS,RETURN TO,KICKER PBP,KICK YDS,KICK TO,KICK RESULT,ON-SIDE KICK,PUNTER PBP,PUNT YDS,PUNT TO,PUNT RESULT,BLOCKED BY PBP,PK,FG DIST,FG RESULT,XP RESULT,2 PT RESULT,TAKEN BY,FIRST DOWN,TOUCHDOWN,NO PLAY,NULLIFIED,SAFETY,SERIES END,TIME STAMP,TIME LEFT,OFF SCORE,DEF SCORE,SCORE DIFF,TOL,OFF TOL,DEF TOL,PENALTY1,PEN TEAM1,AGAINST1,PENALTY2,PEN TEAM2,AGAINST2,PENALTY YDS
1,Grinnell,K,GRI,1,,,,,,,,KO Rec,Return,,,,,,,,,Scott Nissen,Ben Cerrato,,,,,,Trey Birdsong,20,43.0,Nick Rhinehart,42.0,23.0,Return,,,,,,,,,,,,,,,,,,,15:00,1800,0,0,0,3,3,3,,,,,,,
2,Grinnell,,COR,1,,,,1.0,10.0,-43.0,Gold Zone,Penalty,Penalty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:52,1792,0,0,0,3,3,3,Encroachment ,GRI,,,,,5.0
3,Grinnell,O,COR,1,,1.0,1.0,0.0,5.0,-48.0,Go Zone,Run,Rush,2.0,Peni Waqairatu,,,,,,,Josh Jones,Hugh Werner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:52,1792,0,0,0,3,3,3,,,,,,,
4,Grinnell,O,COR,1,,1.0,2.0,2.0,3.0,-50.0,Go Zone,Run,Rush,3.0,Sam Yager,,,,,,,Adam Khater,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,14:52,1792,0,0,0,3,3,3,,,,,,,
5,Grinnell,O,COR,1,,1.0,3.0,1.0,10.0,47.0,Go Zone,Run,Rush,47.0,Peni Waqairatu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,TD,14:52,1792,0,0,0,3,3,3,,,,,,,
6,Grinnell,K,COR,1,,,,1.0,3.0,3.0,Red Zone Low,Extra Pt.,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adam Mitchell,,,Good,,,,,,,,,13:40,1720,6,0,6,3,3,3,,,,,,,
7,Grinnell,K,COR,1,,,,1.0,10.0,-35.0,Gold Zone,KO,Return,,,,,,,,,Colden Clark,,,,,,,Luke Stefan,12,22.0,Adam Mitchell,55.0,10.0,Return,,,,,,,,,,,,,,,,,,,13:40,1720,7,0,7,3,3,3,,,,,,,
8,Grinnell,D,GRI,1,,1.0,1.0,0.0,10.0,-22.0,Coming Out,Pass,Complete,14.0,,Hayden Moses,Complete,Nick Rhinehart,,,,Shakari Yearwood,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,13:30,1710,0,7,7,3,3,3,,,,,,,
9,Grinnell,D,GRI,1,,1.0,2.0,1.0,10.0,-36.0,Gold Zone,Run,Rush,5.0,Daniel Quirk,,,,,,,Adam Mitchell,Landon Lockington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:30,1710,0,7,7,3,3,3,,,,,,,
10,Grinnell,D,GRI,1,,1.0,3.0,2.0,5.0,-41.0,Gold Zone,Pass,Complete,9.0,,Hayden Moses,Complete,Dustin Saia,,,,Anthony Hoffman,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,13:30,1710,0,7,7,3,3,3,,,,,,,
11,Grinnell,D,GRI,1,,1.0,4.0,1.0,10.0,-50.0,Go Zone,Pass,Incomplete,0.0,,Hayden Moses,Incomplete,Daniel Quirk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:30,1710,0,7,7,3,3,3,,,,,,,
12,Grinnell,D,GRI,1,,1.0,5.0,2.0,10.0,-50.0,Go Zone,Run,Rush,4.0,Daniel Quirk,,,,,,,Eddie Del Castillo,Shakari Yearwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:30,1710,0,7,7,3,3,3,,,,,,,
13,Grinnell,D,GRI,1,,1.0,6.0,3.0,6.0,46.0,Go Zone,Pass,Complete,8.0,,Hayden Moses,Complete,Nick Rhinehart,,,,Anthony Hoffman,Sam Adams,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,13:30,1710,0,7,7,3,3,3,,,,,,,
14,Grinnell,D,GRI,1,,1.0,7.0,1.0,10.0,38.0,Go Zone,Pass,Complete,4.0,,Hayden Moses,Complete,Dustin Saia,,,,Sam Adams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:30,1710,0,7,7,3,3,3,,,,,,,
15,Grinnell,D,GRI,1,,1.0,8.0,2.0,14.0,42.0,Go Zone,Run,Rush,-4.0,Hayden Moses,,,,,,,Jonathan Buehler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:30,1710,0,7,7,3,3,3,,,,,,,
16,Grinnell,D,GRI,1,,1.0,9.0,3.0,18.0,46.0,Go Zone,Pass,Complete,8.0,,Hayden Moses,Complete,Daniel Quirk,,,,Jonathan Buehler,Colden Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:30,1710,0,7,7,3,3,3,,,,,,,
17,Grinnell,D,GRI,1,,1.0,10.0,4.0,10.0,38.0,Go Zone,Pass,Complete,5.0,,Hayden Moses,Complete,Dustin Saia,,,,Jonathan Buehler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Downs,13:30,1710,0,7,7,3,3,3,,,,,,,
